"party","Vote_change_dummy","Vote52","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_1152","birthday","Geographical","nominate_dim1","nominate_dim2","gender","pro_env_dummy","anti_env_dummy","district","Vote52_minus","Vote52_plus","Vote52_NA"
"R",0,0,322.5,0,262.5,0,525,5,461,5,115,0,10,0,"TX","W000814",3,1953,"SO",0.73,0.017,"M",1,1,14,1,0,0
"D",0,1,25,0,50,0,43,0,23,0,30.5,0,15,0,"TX","J000032",12,1950,"SO",0.46,0.125,"F",0,1,18,0,1,0
"D",0,1,160,0,73,0,42,0,40.5,0.5,NA,NA,0,0,"TX","C001091",3,1974,"SO",0.404,0.071,"M",1,1,20,0,1,0
"R",0,0,588,0,323,0,183.5,0,108.5,0,625.88,0,329.59,0,"TX","W000816",3,1949,"SO",0.595,0.063,"M",0,1,25,1,0,0
"R",0,0,349,0,155,0,130,0,140,0,91,0,57.5,0,"TX","B001248",8,1950,"SO",0.567,0.185,"M",0,1,26,1,0,0
"D",1,0,651,0,437.5,0,539.5,2.5,637,2.5,686.5,0,625.98,0,"TX","C001063",7,1955,"SO",0.227,0.622,"M",1,1,28,1,0,0
"D",0,1,20,0,10,0,0,0,0,0,35,0,NA,NA,"TX","J000126",13,1935,"SO",0.485,0.198,"F",0,0,30,0,1,0
"R",0,0,180,0,280,0,140,0,325,10,245.22,0,140.12,0,"TX","C001051",8,1941,"SO",0.485,0.565,"M",1,1,31,1,0,0
"R",0,0,619.5,5,450,0,504,96,729,96,NA,NA,116,0,"TX","S000250",11,1955,"SO",0.588,0.149,"M",1,1,NA,1,0,0
"D",1,1,143,0,213.5,0,145,0,147,0,449,0,565,0,"TX","V000131",3,1971,"SO",0.404,0.34,"M",0,1,33,0,1,0
"D",1,1,75,10,174,5,200,0,135,0,170,0,25,0,"TX","V000132",3,1963,"SO",0.311,0.407,"M",0,1,34,0,1,0
"D",0,1,20,22.5,0,0,27,0,27,0,0,0,29,0,"TX","D000399",12,1946,"SO",0.402,0.322,"M",0,1,NA,0,1,0
"R",0,0,182.5,0,420,0,161.5,0,216.5,0,65,0,20,0,"UT","S001192",3,1960,"WE",0.499,0.167,"M",0,1,2,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT","W000800",NA,NA,"NE",NA,NA,NA,0,0,0,0,1,0
"R",0,0,25,10,90,0,190,0,225,0,309.88,0,80,0,"VA","W000804",6,1959,"SO",0.451,0.001,"M",0,1,1,1,0,0
"D",0,1,50,0,40,0,30,0,52.5,0,50,0,2.5,0,"VA","S000185",13,1947,"SO",0.45,0.012,"M",0,1,3,0,1,0
"R",0,0,330,0,490.5,0,410,0,559.5,20,440,0,80,0,"VA","G000568",4,1958,"SO",0.52,0.365,"M",1,1,9,1,0,0
"D",0,1,40,0,40,10,65,0,75,0,57.5,0,68,0,"VA","C001078",5,1950,"SO",0.307,0.038,"M",0,1,11,0,1,0
"D",0,1,105.5,0,59.9,0,31.85,0,76.85,5,40,0,15,0,"WA","D000617",4,1962,"WE",0.292,0.19,"F",1,1,1,0,1,0
"D",0,1,65,0,150,0,50,0,85,0,115,0,200,0,"WA","L000560",9,1965,"WE",0.365,0.178,"M",0,1,2,0,1,0
"R",0,0,144.95,0,47.7,0,95,0,97.5,0,169.88,2.5,217.83,0,"WA","H001056",4,1978,"WE",0.336,0.129,"F",0,1,3,1,0,0
"R",0,0,467.1,17.5,739.9,60,958.14,50,979.24,60,668.38,0,1373.98,0,"WA","M001159",7,1969,"WE",0.432,0.11,"F",1,1,5,1,0,0
"D",0,1,65,10,45,0,97.5,0,97.75,0,71.75,0,76,0,"WA","K000381",3,1974,"WE",0.312,0.009,"M",0,1,6,0,1,0
"D",0,1,63.25,0,35,0,35,0,70,0,88,60,64,0,"WA","S000510",11,1965,"WE",0.288,0.165,"M",0,1,9,0,1,0
"R",0,0,1096,0,452,0,591.75,37,593.75,47,357,0,40,0,"WV","M001180",4,1947,"SO",0.3,0.178,"M",1,1,1,1,0,0
"D",0,1,126,5,35,0,100,0,155,0,20,0,10,0,"WI","P000607",3,1964,"MW",0.531,0.561,"M",0,1,2,0,1,0
"D",0,1,132.5,30,90,0,165,5,105,5,107.5,0,120,34,"WI","K000188",11,1963,"MW",0.26,0.08,"M",1,1,3,0,1,0
"D",0,1,10,0,45,0,20,0,20,0,40,0,25,0,"WI","M001160",7,1951,"MW",0.526,0.258,"F",0,1,4,0,1,0
"R",0,0,NA,NA,90,0,87.5,10,72.5,0,90,0,173,0,"AL","P000609",2,1954,"SO",0.679,0.102,"M",0,1,6,1,0,0
"D",0,1,NA,NA,70.5,51,50.5,0,35,100,375,0,130,0,"AZ","G000574",2,1979,"WE",0.418,0.069,"M",1,1,NA,0,1,0
"R",0,0,NA,NA,185,0,224,0,245.5,15,308.38,0,237.33,0,"AR","H001072",2,1956,"SO",0.437,0.27,"M",1,1,2,1,0,0
"R",0,0,NA,NA,178.5,0,409,10,384.5,10,160,0,294,0,"AR","W000821",2,1967,"SO",0.55,0.305,"M",1,1,4,1,0,0
"D",0,1,NA,NA,25,0,20,17,60.5,16,61.5,0,11,0,"CA","D000623",2,1952,"WE",0.523,0.372,"M",1,1,NA,0,1,0
"D",0,NA,NA,NA,99.25,0.45,134.4,7.5,112.19,7.5,232.31,0,98,0,"CA","A000371",2,1979,"WE",0.31,0.141,"M",1,1,NA,NA,NA,1
"D",0,1,NA,NA,90,0,36.5,0,51.5,0,57.5,0,74,0,"CA","L000582",2,1969,"WE",0.374,0.229,"M",0,1,NA,0,1,0
"D",0,1,NA,NA,10,0,27.5,0,27.5,0,65,0,22.5,0,"CA","T000474",2,1965,"WE",0.363,0.046,"F",0,1,35,0,1,0
"R",0,0,NA,NA,225,25,209.5,64,237.5,64,20,0,20.1,0,"CO","B001297",2,1959,"WE",0.656,0.431,"M",1,1,4,1,0,0
"R",0,0,NA,NA,111,0,300,0,308,20,293,0,22.5,0,"GA","C001103",2,1957,"SO",0.562,0.317,"M",1,1,1,1,0,0
"R",0,0,NA,NA,25,0,60,15,75,10,15,0,0,0,"GA","H001071",2,1960,"SO",0.797,0.242,"M",1,1,10,1,0,0
"R",0,0,NA,NA,148.75,0,135,0,115,0,63,0,0,0,"GA","L000583",2,1963,"SO",0.682,0.003,"M",0,1,11,1,0,0
"R",0,0,NA,NA,74.5,3.5,60,0,35,0,15,0,12.5,0,"GA","A000372",2,1951,"SO",0.692,0.291,"M",0,1,12,1,0,0
"R",0,0,NA,NA,389.5,0,550.8,117,652.73,117,338.88,0,55,0,"IL","B001295",2,1960,"MW",0.384,0.031,"M",1,1,12,1,0,0
"R",0,0,NA,NA,464,72,361.5,137,361.5,87,433.5,0,589,0,"IL","L000585",2,1968,"MW",0.458,0.217,"M",1,1,NA,1,0,0
"R",0,0,NA,NA,1124.99,27,574.5,64,999.46,64,624,0,185,0,"LA","G000577",2,1972,"SO",0.43,0.029,"M",1,1,6,1,0,0
"D",0,1,72,2.5,20,0,50,0,45,0,48,0,0,0,"MA","C001101",3,1963,"NE",0.482,0.316,"F",0,1,5,0,1,0
"D",0,1,NA,NA,10,1.5,0,0,11,0,17.5,2.5,0,0,"MA","M001196",2,1978,"NE",0.282,0.044,"M",0,1,6,0,1,0
"R",0,0,NA,NA,95,0,209,0,224,0,95,0,140,0,"MI","M001194",2,1961,"MW",0.45,0.169,"M",0,1,NA,1,0,0
"D",0,1,NA,NA,100,2.5,125,2.5,150,5.5,264,0,148.5,0,"MI","D000624",2,1953,"MW",0.404,0.157,"F",1,1,NA,0,1,0
"D",0,1,NA,NA,75,0,65,0,165,0,110,0,50,0,"MI","L000581",2,1954,"MW",0.448,0.039,"F",0,1,14,0,1,0
"R",0,0,NA,NA,59,0,137,118.03,162,100.1,158,0,99,0,"MN","E000294",2,1961,"MW",0.468,0.09,"M",1,1,6,1,0,0
"R",0,0,NA,NA,102,0,81,0,72,0,92.5,0,NA,NA,"MS","K000388",2,1966,"SO",0.637,0.273,"M",0,1,1,1,0,0
"D",0,1,0,0,327.36,0,109.99,2.5,182.49,2.5,253,0,69,0,"NJ","N000188",3,1958,"NE",0.421,0.328,"M",1,1,1,0,1,0
"D",0,1,NA,NA,20,15,30,0,45,0,45,0,25,0,"NJ","W000822",2,1945,"NE",0.608,0.193,"F",0,1,12,0,1,0
"R",0,0,NA,NA,131.5,3,180.8,0,173.75,0,479.88,0,24.63,0,"NY","Z000017",2,1980,"NE",0.397,0.129,"M",0,1,1,1,0,0
"D",0,NA,NA,NA,35,10,61,5,27,5,22.5,0,40,0,"NY","R000602",2,1965,"NE",0.28,0.039,"F",1,1,4,NA,NA,1
"R",1,1,NA,NA,262.5,22.5,347.5,81.93,255.5,149,242.38,25,12.92,87,"NY","S001196",2,1984,"NE",0.301,0.125,"F",1,1,21,0,1,0
"R",0,1,NA,NA,480.5,0,305.43,2.5,592.95,52.87,290.71,0,236.7,0,"NY","K000386",2,1962,"NE",0.185,0.013,"M",1,1,24,0,1,0
"R",0,0,NA,NA,143.5,0,245,10,255,30,199.88,0,25,0,"NC","R000603",2,1972,"SO",0.564,0.247,"M",1,1,7,1,0,0
"D",0,1,0,0,37.5,0,65,0,80,0,65,0,45,0,"NC","A000370",3,1946,"SO",0.468,0.017,"F",0,1,12,0,1,0
"R",0,0,NA,NA,40,0,25,0,25,0,0,0,25,0,"OH","D000626",2,1970,"MW",0.659,0.355,"M",0,1,8,1,0,0
"D",0,1,NA,NA,95,0,50,0,35,0,20,0,45,0,"PA","B001296",2,1977,"NE",0.391,0.139,"M",0,1,NA,0,1,0
"R",0,0,NA,NA,198,10,261,0,325.5,10,195,0,69,0,"TX","B001291",2,1948,"SO",0.711,0.074,"M",1,1,36,1,0,0
"D",0,1,NA,NA,164.5,10,122,10,167,12.5,114,56,42.75,38,"VA","B001292",2,1950,"SO",0.385,0.095,"M",1,1,8,0,1,0
"R",0,0,NA,NA,230,2.5,217,21.4,232,21.4,72.5,10,420.5,0,"WA","N000189",2,1955,"WE",0.316,0.347,"M",1,1,4,1,0,0
"R",0,0,NA,NA,141,2.5,268,20,253,12.5,239.88,0,38.5,0,"WV","M001195",2,1971,"SO",0.564,0.222,"M",1,1,2,1,0,0
"R",0,0,NA,NA,170.1,2.5,224,7.5,185.5,7.5,130.11,0,85,0,"WI","G000576",2,1955,"MW",0.599,0.225,"M",1,1,6,1,0,0
"D",0,1,NA,NA,NA,NA,160.6,4,110.6,4,117.5,0,193,0,"AZ","O000171",1,1946,"WE",0.198,0.18,"M",1,1,1,0,1,0
"R",0,0,NA,NA,NA,NA,179,0,169,0,272.5,0,50,0,"AZ","B001302",1,1958,"WE",0.827,0.562,"M",0,1,5,1,0,0
"D",0,1,NA,NA,NA,NA,0,0.27,0,0.52,22.57,0,43.31,10,"CA","K000389",1,1976,"WE",0.504,0.255,"M",1,0,17,0,1,0
"D",0,1,NA,NA,NA,NA,150,0,185,0,45,0,77.5,34,"CA","P000613",1,1969,"WE",0.288,0.126,"M",0,1,NA,0,1,0
"D",0,1,NA,NA,NA,NA,79.75,1.18,89.75,1.18,42.5,0,110,0,"CA","C001112",1,1964,"WE",0.31,0.101,"M",1,1,24,0,1,0
"D",0,1,NA,NA,NA,NA,25,0,25,0,85,0,145,0,"CA","G000585",1,1974,"WE",0.542,0.302,"M",0,1,34,0,1,0
"D",0,1,NA,NA,NA,NA,45,1.15,45,0.96,30,0,35,0,"CA","B001300",1,1976,"WE",0.506,0.105,"F",1,1,44,0,1,0
"D",0,1,NA,NA,NA,NA,140,0,155,0,190,0,165,0,"CA","C001110",1,1958,"WE",0.29,0.234,"M",0,1,46,0,1,0
"D",0,1,NA,NA,NA,NA,55,0,75,0,125,0,195,25,"DE","B001303",1,1962,"SO",0.347,0.153,"F",0,1,0,0,1,0
"R",1,NA,NA,NA,NA,NA,54,0,81,0,15,0,53.91,0,"FL","G000578",1,1982,"SO",0.598,0.646,"M",0,1,1,NA,NA,1
"R",0,0,NA,NA,NA,NA,65,0,65,0,25,0,25,0,"FL","D000628",1,1953,"SO",0.503,0.371,"M",0,1,2,1,0,0
"R",0,0,NA,NA,NA,NA,37,0,57,0,35,0,10,0,"FL","R000609",1,1952,"SO",0.426,0.068,"M",0,1,NA,1,0,0
"D",0,1,NA,NA,NA,NA,30,0,40,0,15,0,25,0,"FL","L000586",1,1948,"SO",0.26,0.076,"M",0,1,5,0,1,0
"D",0,1,NA,NA,NA,NA,74,12,65,12,75.5,10,356.5,0,"FL","M001202",1,1978,"SO",0.161,0.123,"F",1,1,7,0,1,0
"D",0,1,NA,NA,NA,NA,60,0,136,0,25,0,60,0,"FL","S001200",1,1978,"SO",0.361,0.167,"M",0,1,9,0,1,0
"D",0,1,NA,NA,NA,NA,40,0,40,0,35,0,71.32,5,"FL","D000627",1,1957,"SO",0.322,0.006,"F",0,1,10,0,1,0
"D",0,1,NA,NA,NA,NA,15,2.5,20,0,112,0,49,0,"FL","C001111",1,1956,"SO",0.227,0.079,"M",0,1,13,0,1,0
"R",0,1,NA,NA,NA,NA,479.87,63.87,670.84,63.67,244.07,0,29.06,0,"FL","M001199",1,1980,"SO",0.462,0.359,"M",1,1,NA,0,1,0
"R",0,0,NA,NA,NA,NA,143.5,0,142.5,0,182,0,248,0,"GA","F000465",1,1966,"SO",0.597,0.22,"M",0,1,3,1,0,0
"D",0,1,NA,NA,NA,NA,222,99.5,110.5,89.5,322.5,0,169.49,10,"IL","K000391",1,1973,"MW",0.328,0.03,"M",1,1,8,0,1,0
"R",0,0,NA,NA,NA,NA,160,0,135,0,110,0,60,0,"IN","B001299",1,1979,"MW",0.651,0.058,"M",0,1,3,1,0,0
"R",0,0,NA,NA,NA,NA,185,85,170,85,110,0,125,0,"IN","H001074",1,1983,"MW",0.417,0.243,"M",1,1,9,1,0,0
"R",0,0,NA,NA,NA,NA,352,54,436.5,158,633.5,0,472,0,"KS","E000298",1,1956,"MW",0.643,0.058,"M",1,1,4,1,0,0
"R",0,0,NA,NA,294.5,0,85,25,75,25,155,50,95,0,"KY","C001108",2,1972,"SO",0.595,0.039,"M",1,1,1,1,0,0
"R",0,0,NA,NA,NA,NA,214.5,2.5,259.5,2.5,101,0,101,0,"LA","H001077",1,1961,"SO",0.627,0.31,"M",1,1,3,1,0,0
"R",0,0,NA,NA,NA,NA,352,0,481,0,279.5,0,177,0,"LA","J000299",1,1972,"SO",0.566,0.01,"M",0,1,4,1,0,0
"D",0,1,NA,NA,NA,NA,10,50,110,50,167.5,2.5,80,0,"MD","B001304",1,1961,"SO",0.344,0.063,"M",1,1,4,0,1,0
"D",0,1,NA,NA,NA,NA,0,0,10,0,0,0,10,0,"MD","R000606",1,1962,"SO",0.521,0.245,"M",0,1,8,0,1,0
"R",0,0,NA,NA,NA,NA,297.5,0,317.5,0,225.11,0,67.5,0,"MI","B001301",1,1947,"MW",0.436,0.079,"M",0,1,1,1,0,0
"R",0,0,NA,NA,NA,NA,425.27,102.87,486.2,102.87,119.96,10,56.7,0,"NE","B001298",1,1963,"MW",0.294,0.156,"M",1,1,2,1,0,0
"D",0,1,NA,NA,NA,NA,315,65,372,67.7,211,0,120.13,0,"NJ","G000583",1,1975,"NE",0.158,0.223,"M",1,1,5,0,1,0
"D",0,1,NA,NA,NA,NA,10,0,20,0,45,0,25,0,"NY","S001201",1,1962,"NE",0.219,0.087,"M",0,1,3,0,1,0
"D",0,1,NA,NA,NA,NA,25,0,40,0,0,0,0,0,"NY","E000297",1,1954,"NE",0.583,0.21,"M",0,1,13,0,1,0
"R",0,0,NA,NA,NA,NA,278.68,54,541.2,54,NA,NA,307.7,0,"NY","T000478",1,1961,"NE",0.456,0.032,"F",1,1,NA,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC","B001305",NA,NA,"SO",NA,NA,NA,0,0,13,1,0,0
"D",0,1,NA,NA,133,54,21.75,0,22.75,0,35,0,30,0,"PA","E000296",2,1954,"NE",0.47,0.135,"M",0,1,NA,0,1,0
"R",0,1,NA,NA,NA,NA,395.53,52.87,488.96,52.87,333.5,0,248.6,0,"PA","F000466",1,1973,"NE",0.142,0.122,"M",1,1,NA,0,1,0
"R",0,0,NA,NA,NA,NA,416.08,52.87,470.51,52.87,240,0,5,0,"PA","S001199",1,1964,"NE",0.45,0.112,"M",1,1,NA,1,0,0
"R",0,0,NA,NA,NA,NA,131,0,143,10,60,0,50,0,"SC","N000190",1,1953,"SO",0.848,0.367,"M",1,1,5,1,0,0
"R",0,0,NA,NA,NA,NA,77,0,232,0,60,0,10,0,"TN","K000392",1,1966,"SO",0.535,0.372,"M",0,1,8,1,0,0
"D",1,1,NA,NA,NA,NA,260,0,240,0,185,0,567,0,"TX","G000581",1,1967,"SO",0.388,0.755,"M",0,1,NA,0,1,0
"R",0,0,NA,NA,NA,NA,280,50,290,50,541.78,25,181.98,0,"TX","A000375",1,1972,"SO",0.642,0.003,"M",1,1,19,1,0,0
"D",0,1,NA,NA,NA,NA,60,25,85,25,195,2.5,398,0,"VA","M001200",1,1961,"SO",0.381,0.017,"M",1,1,4,0,1,0
"D",0,1,NA,NA,NA,NA,13.5,6.9,20,3.52,0,10,0,0,"WA","J000298",1,1965,"WE",0.646,0.466,"F",1,1,7,0,1,0
"R",0,0,NA,NA,NA,NA,311,8,346,8,287.5,0,230,0,"WI","G000579",1,1984,"MW",0.438,0.004,"M",1,1,8,1,0,0
"R",0,0,NA,NA,NA,NA,190,0,255,0,611,0,1283,0,"WY","C001109",1,1966,"WE",0.405,0.82,"F",0,1,0,1,0,0
"D",0,1,NA,NA,NA,NA,262.5,95.95,200.5,122.95,145,0,117.5,0,"PA","L000588",1,1984,"NE",0.143,0.212,"M",1,1,NA,0,1,0
"R",0,0,NA,NA,NA,NA,221,0,241,0,160,20,315,10,"UT","C001114",1,1960,"WE",0.448,0.156,"M",0,1,3,1,0,0
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,110,0,"AZ","S001211",0,1970,"WE",0.284,0.247,"M",0,0,NA,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,0,63,35,"CA","H001090",0,1986,"WE",0.352,0.572,"M",0,0,NA,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,0,45.9,4,"CA","P000618",0,1974,"WE",0.224,0.278,"F",0,0,NA,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.35,36.35,83,83,"CA","L000593",0,1978,"WE",0.338,0.156,"M",0,0,49,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,0,0,0,"CO","N000191",0,1984,"WE",0.396,0.215,"M",0,0,2,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,72.25,0,"CO","C001121",0,1979,"WE",0.319,0.209,"M",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"CT","H001081",0,1973,"NE",0.316,0.132,"F",0,0,5,NA,NA,1
"R",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,87.5,0,"FL","W000823",0,1974,"SO",0.442,0.117,"M",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,0,"FL","S001214",0,1978,"SO",0.689,0.284,"M",0,0,17,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,11.83,0,"GA","M001208",0,1960,"SO",0.322,0.258,"F",0,0,NA,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,10,0,"HI","C001055",3,1952,"WE",0.198,0.083,"M",0,0,1,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,0,"IL","G000586",0,1956,"MW",0.43,0.893,"M",0,0,4,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,57.5,88,1,"IL","C001117",0,1971,"MW",0.652,0.497,"M",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5,5,"IL","U000040",0,1986,"MW",0.58,0.449,"F",0,0,14,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,"IN","B001307",0,1945,"MW",0.449,0.61,"M",0,0,4,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.5,0,60.52,0,"IN","P000615",0,1956,"MW",0.506,0.151,"M",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,10,108.6,25,"IA","A000378",0,1965,"MW",0.25,0.528,"F",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,10,12.5,0,"KS","D000629",0,1980,"MW",0.269,0.267,"F",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,77.08,1.5,"ME","G000592",0,1982,"NE",0.11,0.374,"M",0,0,2,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,42.5,5,"MA","T000482",0,1973,"NE",0.421,0.174,"F",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,"MA","P000617",0,1974,"NE",0.349,0.937,"F",0,0,7,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,60,5,"MI","S001208",0,1976,"MW",0.321,0.738,"F",0,0,NA,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,91.2,0,"MI","L000592",0,1960,"MW",0.474,0.563,"M",0,0,9,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,2.5,210.5,2.5,"MI","S001215",0,1983,"MW",0.378,0.284,"F",0,0,11,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,45,0,"MI","T000481",0,1976,"MW",0.291,0.957,"F",0,0,NA,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.88,0,31.33,0,"MN","H001088",0,1962,"MW",0.477,0.345,"M",0,0,1,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,45,0.89,"MN","C001119",0,1972,"MW",0.27,0.645,"F",0,0,2,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.5,2.5,0,"MN","P000616",0,1969,"MW",0.28,0.181,"M",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12,0,0,0,"MN","O000173",0,1981,"MW",0.298,0.955,"F",0,0,5,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.88,0,443.29,0,"MN","S001212",0,1966,"MW",0.383,0.112,"M",0,0,8,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,0,0,0,"MS","G000591",0,1970,"SO",0.528,0.1,"M",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.75,2.5,211.75,2.5,"NV","L000590",0,1966,"WE",0.235,0.31,"F",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.5,0,"NH","P000614",0,1980,"NE",0.237,0.343,"M",0,0,1,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,NA,NA,"NJ","V000133",0,1953,"NE",0.147,0.644,"M",0,0,2,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,87,2.5,"NJ","K000394",0,1982,"NE",0.357,0.288,"M",0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.5,10,180,0,"NJ","M001203",0,1965,"NE",0.272,0.121,"M",0,0,7,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,214.5,0,"NJ","S001207",0,1972,"NE",0.225,0.263,"F",0,0,11,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,0,26.22,0,"NY","O000172",0,1989,"NE",0.299,0.954,"F",0,0,14,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,1.5,29,"NY","D000630",0,1977,"NE",0.233,0.277,"M",0,0,19,NA,NA,1
"D",0,NA,NA,NA,NA,NA,37,5,57,5,45,0,85,0,"NY","M001206",1,1957,"NE",0.329,0.157,"M",1,1,25,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,0,440,0,"ND","A000377",0,1976,"MW",0.449,0.101,"M",0,0,0,NA,NA,1
"R",0,NA,NA,NA,NA,NA,597.5,54.5,888.5,172.5,391.88,0,231.33,0,"OH","B001306",1,1962,"MW",0.455,0.214,"M",1,1,12,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.1,0,203,0,"OH","G000588",0,1984,"MW",0.24,0.315,"M",0,0,16,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,10,0,"PA","D000631",0,1959,"NE",0.453,0.031,"F",0,0,4,NA,NA,1
"D",0,NA,NA,NA,NA,NA,27,5,27,5,0,0,13.5,0,"PA","S001205",1,1959,"NE",0.475,0.082,"F",1,1,5,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,69,0,"PA","H001085",0,1967,"NE",0.275,0.322,"F",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,17.5,0,25,0,0,0,0,0,"PA","W000826",1,1957,"NE",0.262,0.324,"F",0,1,7,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,145.1,0,"PA","M001204",0,1964,"NE",0.494,0.248,"M",0,0,9,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.5,0,17.5,0,"PA","K000395",0,1965,"NE",0.498,0.171,"M",0,0,12,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0,5,0,"PA","J000302",0,1957,"NE",0.569,0,"M",0,0,13,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,0,15,0,"PA","R000610",0,1983,"NE",0.437,0.063,"M",0,0,14,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,130,0,"SC","T000480",0,1984,"SO",0.604,0.139,"M",0,0,4,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0,268,0,"SD","J000301",0,1976,"MW",0.462,0.142,"M",0,0,0,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,0,107,0,"TN","B001309",0,1964,"SO",0.664,0.383,"M",0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,35,0,"TN","R000612",0,1965,"SO",0.668,0.105,"M",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.93,0,20,0,"TN","G000590",0,1964,"SO",0.671,0.015,"M",0,0,7,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059.88,28,1276.89,2.5,"TX","C001120",0,1984,"SO",0.431,0.268,"M",0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194.74,81,747.88,29,"TX","T000479",0,1972,"SO",0.581,0.223,"M",0,0,3,NA,NA,1
