"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"412","Parker","Vernon",5550,1000,3750,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AZ"
"413","Brooks","Mo",5500,2500,2500,0,0,0,NA,NA,NA,NA,NA,NA,2250,2500,16000,0,500,4000,"R","AL"
"414","Crowley","Joseph",5500,0,0,5500,6700,7575,18000,0,500,6000,3500,1285,5500,0,0,4500,4250,500,"D","NY"
"415","Kind","Ron",5500,0,0,1000,3500,13000,7500,0,0,1000,4775,2000,7500,0,0,3000,1800,12375,"D","WI"
"416","Lieu","Ted",5500,0,0,5500,6350,8100,0,0,0,0,7950,0,400,0,0,150,11600,25,"D","CA"
"417","Scott","Austin",5500,0,1750,2000,1000,0,3000,0,3000,0,3885,0,3500,0,500,0,0,0,"R","GA"
"418","Sires","Albio",5400,0,0,3000,500,0,3500,0,0,2000,0,0,1000,0,0,1000,500,2500,"D","NJ"
"419","Kaleka","Amar",5350,250,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","WI"
"420","Manlove","John",5350,0,0,2600,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"421","Emken","Elizabeth",5200,0,0,0,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"422","Pridemore","Tricia",5200,0,0,0,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"423","Smith","Larry",5200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"424","Tierney","John F",5200,0,0,5200,5250,250,-5200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","MA"
"425","Benacquisto","Lizbeth",5100,0,0,0,0,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"426","Frankel","Lois",5100,0,0,0,2000,0,1000,0,5,0,3910,0,2,0,0,0,2503,1,"D","FL"
"427","Robinson","Art",5050,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1950,0,200,0,0,0,"R","OR"
"428","Brown","Corrine",5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FL"
"429","Connolly","Gerry",5000,0,0,3000,3000,0,3800,0,0,3750,4665,2000,2002,0,0,2000,1500,0,"D","VA"
"430","MacArthur","Thomas",5000,0,0,0,0,0,26600,0,0,15900,1500,1000,34350,2500,2500,6400,0,0,"R","NJ"
"431","Martinez","Joe",5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"432","Ruiz","Raul",5000,0,0,3000,46387,11200,9000,280,280,3500,27078,6900,3626,0,0,0,13619,11150,"D","CA"
"433","Cook","Paul",4800,0,750,0,0,7100,18000,0,2750,13500,0,5400,21500,0,1450,14000,0,6400,"R","CA"
"434","Sanchez","Linda",4750,0,0,0,4500,0,7575,0,0,75,5330,1500,7000,0,0,2500,2503,2500,"D","CA"
"435","Sink","Alex",4600,0,0,250,14644,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FL"
"436","Beatty","Joyce",4500,0,0,0,1500,0,5550,0,0,1500,0,0,1000,0,0,0,0,0,"D","OH"
"437","Bentivolio","Kerry",4500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MI"
"438","Hice","Jody",4500,0,4350,0,0,5000,5000,0,3000,2000,2000,2600,7000,0,15967,0,0,6900,"R","GA"
"439","Levin","Sander",4500,0,2000,2000,3095,1000,2000,0,0,2000,4750,2000,-1000,0,0,-1000,0,0,"D","MI"
"440","Norcross","Don",4500,0,0,1000,0,1000,21700,0,2700,7000,1000,0,26210,0,0,7500,500,0,"D","NJ"
"441","Ruppersberger","Dutch",4500,1000,1000,2000,0,7800,3500,0,0,2000,2752,2700,500,0,0,0,0,0,"D","MD"
"442","Tonko","Paul",4500,0,0,3500,4750,10800,5400,0,0,4000,11957,7390,24475,0,0,8000,4153,22290,"D","NY"
"443","Hobbs","Rudy",4450,0,0,0,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"444","McCall","Matt",4400,0,0,0,0,0,1000,0,0,0,0,0,11400,0,0,0,0,0,"R","TX"
"445","Halter","Irving Jr",4250,0,1250,1000,0,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CO"
"446","Schrader","Kurt",4250,1000,1000,2500,0,1000,55500,2000,2000,15000,2500,3200,75250,1000,3500,14250,500,1000,"D","OR"
"447","Johnson","Robert",4200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","LA"
"448","Khanna","Ro",4200,0,0,0,250,1500,2700,0,0,0,5400,1000,11311,0,0,0,0,5641,"D","CA"
"449","Hillyer","Quin",4125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"450","Walker","Mark",4050,0,0,2000,0,0,7000,0,0,0,0,0,30200,0,0,0,0,0,"R","NC"
"451","Hahn","Janice",4000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"452","King","Pete",4000,0,0,2000,0,3000,8400,0,0,0,0,0,12900,0,0,2500,0,0,"R","NY"
"453","Lofgren","Zoe",4000,0,0,0,2000,12400,3700,0,0,0,17100,6400,5000,0,0,0,9000,21600,"D","CA"
"454","Lynch","Stephen",4000,0,700,1000,0,1000,2500,0,0,0,0,4200,1000,0,2500,0,0,2500,"D","MA"
"455","McGovern","James P",4000,0,0,0,1250,0,6010,0,0,0,9480,0,3505,0,0,0,2433,782,"D","MA"
"456","Moran","Jim",4000,0,2600,3000,8500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"457","Dasher","Zach",3850,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","LA"
"458","Garcia","Juan",3850,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"459","Grooms","Larry",3850,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","SC"
"460","Kaufman","Joe",3850,0,3200,0,0,0,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","FL"
"461","Lonegan","Steve",3850,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NJ"
"462","Miller","Bert",3850,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IL"
"463","Bongino","Dan",3812,750,750,0,0,0,550,0,0,0,0,250,NA,NA,NA,NA,NA,NA,"R","MD,FL"
"464","Duckworth","Tammy",3750,-250,0,2500,27599,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"465","Kuster","Ann",3750,0,0,0,61095,9500,5,0,0,0,42911,12965,1260,0,0,250,30532,4600,"D","NH"
"466","Reed","Wesley",3600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","TX"
"467","Courtney","Joe",3500,0,0,0,5750,0,3000,0,0,2000,5550,0,750,0,0,0,3100,0,"D","CT"
"468","Diaz-Balart","Mario",3500,0,0,0,8000,0,6000,0,0,3500,1000,0,26500,0,0,0,0,0,"R","FL"
"469","Kildee","Dan",3500,0,0,0,4235,800,500,0,0,0,3573,1500,0,0,0,0,4000,0,"D","MI"
"470","Lipinski","Daniel",3500,0,0,0,0,0,6500,0,0,0,0,0,27000,0,0,2500,0,1000,"D","IL"
"471","Rush","Jake",3400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"472","Honda","Mike",3350,0,700,0,27117,3925,5400,0,600,0,30625,3143,NA,NA,NA,NA,NA,NA,"D","CA"
"473","Bass","Karen",3250,0,3500,750,3600,1000,1000,0,5000,0,8700,0,3500,0,1000,0,1100,1000,"D","CA"
"474","Roe","Phil",3250,0,0,0,0,0,4500,300,300,0,0,0,2700,1000,1000,0,0,0,"R","TN"
"475","Heck","Dennis",3100,0,0,100,11250,5000,1000,0,0,0,8250,3000,4000,0,0,0,7250,250,"D","WA"
"476","Limehouse","Chip",3100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","SC"
"477","Pierson","Katrina",3100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"478","Buchanan","Vernon",3000,0,0,3000,0,0,5500,0,0,2000,500,0,31750,0,0,0,0,1000,"R","FL"
"479","Bustos","Cheri",3000,0,0,2000,21946,16000,12140,0,0,4000,16006,17205,7870,3,3,1020,5929,19258,"D","IL"
"480","Capps","Lois",3000,0,0,0,42000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"481","Edwards","Donna",3000,0,0,3000,8750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MD"
"482","Eshoo","Anna",3000,0,0,1000,3210,11900,0,0,0,0,14500,4700,1000,0,0,0,1900,7700,"D","CA"
"483","Goodrich","Bob",3000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"484","Latham","Tom",3000,1044,1599,2000,0,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IA"
"485","McKenzie","Bobby",3000,0,0,0,2750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"486","Miller","Jeff",3000,0,0,0,7600,0,1000,0,0,1000,2500,0,NA,NA,NA,NA,NA,NA,"R","FL"
"487","Sarbanes","John",3000,0,0,0,0,5000,2100,0,0,0,100,2700,1003,0,0,0,0,2700,"D","MD"
"488","Schlesinger","Alan",3000,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"489","Sinner","George",3000,0,0,0,500,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","ND"
"490","Strouse","Kevin",3000,0,0,2000,500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"491","Torres","Norma",3000,0,0,0,2500,0,6500,0,0,3500,5200,0,4000,0,0,6000,600,2500,"D","CA"
"492","Appel","Staci",2950,0,0,0,21690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IA"
"493","Ellison","Keith",2750,0,0,500,7700,750,7663,0,0,0,17245,10,1338,0,0,30,6030,1466,"D","MN"
"494","Morrell","Kim",2750,0,0,2500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"495","Foust","John",2700,0,0,0,16340,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"496","Bonilla","Jorge",2600,0,2600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"497","Didier","Clint",2600,0,3000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WA"
"498","Ehrlich","Jessica",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FL"
"499","Francisco","Dale",2600,0,0,0,0,0,2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"500","Frei","Dan",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NE"
"501","Leibham","Joe",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WI"
"502","Mathis","Chad",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"503","Voncannon","Bruce",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NC"
"504","Waxman","Henry",2600,0,0,0,22949,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"505","Zamora","Eddie",2600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"506","Barr","Bob",2500,1000,2000,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"507","Blumenauer","Earl",2500,0,0,2000,11250,8842,3900,0,0,3650,10650,17200,3532,0,0,3275,4838,16220,"D","OR"
"508","Byrnes","Pam",2500,0,0,0,21005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"509","Cannon","Jerry",2500,0,0,0,13851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"510","Chabot","Paul",2500,0,0,0,0,0,250,0,0,0,0,5400,NA,NA,NA,NA,NA,NA,"R","CA"
"511","Delaney","John K",2500,0,0,2500,5000,0,3500,0,0,3500,11438,0,NA,NA,NA,NA,NA,NA,"D","MD"
"512","Fattah","Chaka",2500,0,1000,2500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"513","Hardy","Cresent",2500,0,5000,2500,0,2000,42700,0,15000,7000,0,0,21400,0,5000,2500,0,0,"R","NV"
"514","Holmes","Jeff",2500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"515","Pascrell","Bill Jr",2500,0,0,2000,2500,0,2750,0,0,1000,2000,7000,0,0,0,0,1000,0,"D","NJ"
"516","Patrick","Andy",2500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","SC"
"517","Payne","Donald M Jr",2500,0,500,0,0,0,3000,0,0,0,0,1000,10000,0,0,0,0,10000,"D","NJ"
"518","Scott","David",2500,0,0,0,0,0,9250,0,250,2000,0,0,1000,0,0,0,0,0,"D","GA"
"519","Sinema","Kyrsten",2500,0,5000,2500,21497,1250,11000,0,7500,2750,0,4000,NA,NA,NA,NA,NA,NA,"D","AZ"
"520","Vargas","Juan",2500,0,0,0,1000,0,0,0,0,0,1000,0,2000,0,0,0,500,3500,"D","CA"
"521","Waters","Maxine",2500,10400,10400,0,1000,1000,5000,0,0,0,4700,0,4250,0,0,0,2375,0,"D","CA"
"522","Wilson","Frederica",2500,0,0,0,1000,0,0,0,0,0,4566,0,0,0,0,0,1000,0,"D","FL"
"523","Barber","Ron",2450,0,3500,1700,22265,12200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","AZ"
"524","Crisco","Keith",2250,0,0,0,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"525","Desjarlais","Scott",2250,1000,1000,0,0,0,8400,800,800,0,0,0,12400,0,0,0,0,0,"R","TN"
"526","Gabbard","Tulsi",2250,0,0,1000,2500,17150,6800,0,0,0,5000,8195,4193,0,15,10,16,939,"D","HI"
"527","Graham","Gwen",2250,0,0,0,61120,0,9000,0,300,1000,7000,0,NA,NA,NA,NA,NA,NA,"D","FL"
"528","Sivarajah","Rhonda",2250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MN"
"529","Aiken","Clay",2200,0,0,1450,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"530","Enyart","William",2100,16600,20100,1000,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"531","McClelland","Erin",2100,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"532","Euille","Bill",2050,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"533","Coble","Howard",2000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NC"
"534","Corbett","Ellen",2000,0,0,0,2850,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"535","Cotton","Stanley S",2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"536","Davis","Danny K",2000,0,500,0,1000,1000,2000,0,0,0,1000,6000,3000,0,0,0,0,0,"D","IL"
"537","Engel","Eliot",2000,0,3600,0,2000,0,11200,0,2700,0,1000,1000,9150,0,2000,0,2000,2000,"D","NY"
"538","Miller","George",2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"539","Narvaiz","Susan",2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"540","Petri","Tom",2000,0,500,-1000,0,0,-1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","WI"
"541","Ros-Lehtinen","Ileana",2000,0,0,0,5600,0,9000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"R","FL"
"542","Runyan","Jon",2000,0,0,2000,1000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NJ"
"543","Sherman","Brad",2000,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1000,500,"D","CA"
"544","Tilghman","Bill",2000,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MD"
"545","Trivedi","Manan",2000,0,0,0,14150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"546","Wildes","Michael",2000,0,0,0,0,0,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","NJ"
"547","Ytterberg","Don",2000,0,0,0,0,0,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CO"
"548","Busch","Elizabeth Colbert",1900,0,0,0,2505,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SC"
"549","Taylor","Kerith Strano",1850,0,0,0,200,0,1400,0,0,0,0,0,1000,0,0,0,0,0,"D","PA"
"550","Lavallee","Dan",1760,1000,1000,0,1300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"551","Jackson","Troy",1750,0,0,0,0,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","ME"
"552","Kelly","Robin",1750,0,0,0,1000,0,5500,0,0,0,2000,500,3000,0,0,0,0,0,"D","IL"
"553","Abrahams","Kevan",1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"554","Brion","Scott Floyd",1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"555","Castor","Kathy",1500,0,0,1000,2500,250,0,0,0,0,3100,0,59,0,0,0,2253,0,"D","FL"
"556","Dean","Cami",1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"557","DeGette","Diana",1500,0,0,0,4500,250,0,0,1000,0,11150,0,6510,0,0,0,1500,0,"D","CO"
"558","Lindsey","Ed",1500,0,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"559","McCallum","John",1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"560","Miller-Meeks","Mariannette",1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IA"
"561","Quigley","Mike",1500,0,0,0,5100,0,3700,0,0,0,3900,0,0,0,0,0,6525,0,"D","IL"
"562","Sanchez","Loretta",1500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"563","Smith","Adam",1500,0,0,0,3000,500,NA,NA,NA,NA,NA,NA,0,0,0,0,4500,1700,"D","WA"
"564","Grayson","Alan",1450,0,0,0,8983,0,NA,NA,NA,NA,NA,NA,10196,0,0,190,2818,85,"D","FL"
"565","Tacherra","Johnny",1450,0,0,0,0,0,3200,0,0,0,0,10800,NA,NA,NA,NA,NA,NA,"R","CA"
"566","Anderson","Ikaika",1400,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","HI"
"567","Chang","Stanley",1300,0,0,0,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","HI"
"568","Krause","John E",1300,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"569","Roybal-Allard","Lucille",1300,0,0,0,1000,0,0,0,0,0,3700,0,0,0,0,0,1200,0,"D","CA"
"570","Kanuth","David",1250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"571","Shaw","Monte",1250,0,0,0,0,52755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IA"
"572","Little","Anna",1200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NJ"
"573","Allen","Brad",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"574","Battle","George III",1000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"575","Bonner","Jo",1000,0,1000,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"576","Callis","Ann",1000,0,0,0,26195,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"577","Campbell","John",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"578","Chatman","Lavern",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"579","Clawson","Curt",1000,0,500,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"580","Coleman","Bonnie Watson",1000,0,0,0,9740,1000,1000,0,0,0,2500,0,2,0,0,0,5504,0,"D","NJ"
"581","Comer","Bob",1000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CO"
"582","Esty","Elizabeth",1000,0,1150,1000,61280,4600,3700,0,1600,3700,27659,1000,2700,0,0,2700,23703,0,"D","CT"
"583","Faparusi","Yomi",1000,0,0,0,0,0,150,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"584","Graham","Malcolm",1000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"585","Greuel","Wendy",1000,0,0,1000,550,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"586","Harrington","Karen",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"587","Hoffman","Jonathan",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","SC"
"588","Johnson","Bob",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"589","Kim","Donna Mercado",1000,0,0,0,0,3000,NA,NA,NA,NA,NA,NA,2500,0,1000,0,0,1000,"D","HI"
"590","Kwasman","Adam Charles",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AZ"
"591","Laffey","Steve",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CO"
"592","Larson","Chris",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MI"
"593","Lawrence","Brenda",1000,0,500,0,2500,0,100,0,0,0,4000,0,2500,0,500,2500,1010,0,"D","MI"
"594","Michaud","Mike",1000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","ME"
"595","Platt","Carol",1000,0,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"596","Powell","Adam Clayton IV",1000,0,0,0,0,0,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","NY"
"597","Price","David",1000,0,0,0,4000,250,6000,0,0,1000,14029,0,2000,0,0,1000,6763,0,"D","NC"
"598","Raths","Greg",1000,0,0,0,0,0,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"599","Schultz","Debbie Wasserman",1000,0,0,1000,31350,5750,1050,0,0,0,22330,8400,3000,0,0,0,6537,0,"D","FL"
"600","Schwartz","Allyson",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"601","Sciortino","Carl",1000,0,0,0,250,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MA"
"602","Scott","Bobby",1000,0,0,0,750,0,0,0,0,0,3200,0,0,0,0,0,1500,0,"D","VA"
"603","Smith","David",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"604","Turk","Jacob",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MO"
"605","Vernon","Monica",1000,0,0,0,0,500,1700,0,0,0,27350,1400,NA,NA,NA,NA,NA,NA,"D","IA"
"606","Wallace","Dave",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MD"
"607","Wamp","Weston",1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TN"
"608","Fjeld","Laura",950,0,0,0,6950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"609","Raye","Kevin",950,0,0,0,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","ME"
"610","Fortenberry","Jeff",800,0,0,0,0,2000,500,0,0,0,6400,2000,2500,0,0,0,5300,1000,"R","NE"
"611","Langevin","Jim",800,0,0,0,1000,500,500,0,0,0,2000,2000,900,0,0,0,2000,0,"D","RI"
"612","Reed","Kenneth Ray",800,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WV"
"613","Dandekar","Swati",750,0,0,0,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IA"
"614","Dunbar","Forrest",750,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","AK"
"615","Eggman","Michael",750,0,0,250,40751,3000,150,0,0,2,46508,2348,0,0,0,0,1250,450,"D","CA"
"616","Fincher","Chad",750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"617","Garrison","Jennifer",750,0,0,0,1500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","OH"
