"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"1028","Plumb","John",NA,NA,NA,NA,NA,NA,425,0,0,2,14943,1397,NA,NA,NA,NA,NA,NA,"D","NY"
"1029","Bartley","Lori",NA,NA,NA,NA,NA,NA,400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"1030","Walkinshaw","Brady",NA,NA,NA,NA,NA,NA,350,0,1000,0,5555,745,NA,NA,NA,NA,NA,NA,"D","WA"
"1031","Barragan","Nanette",NA,NA,NA,NA,NA,NA,336,0,2,142,40486,314,6015,0,0,4015,19757,2500,"D","CA"
"1032","Lynch","Matt",NA,NA,NA,NA,NA,NA,300,0,1000,50,0,0,NA,NA,NA,NA,NA,NA,"R","OH"
"1033","Romero","Mike",NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NM"
"1034","Wakely","Tom",NA,NA,NA,NA,NA,NA,255,0,0,0,2,250,NA,NA,NA,NA,NA,NA,"D","TX"
"1035","Baricevic","Charles John",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","IL"
"1036","Brown","Sakima",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"1037","Curry","Dianne",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","AR"
"1038","Flynn","Sean",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,1750,0,0,0,0,5400,"R","CA"
"1039","Hope","Patrick",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","VA"
"1040","McDonough","Pat",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MD"
"1041","Molesevich","Michael",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","PA"
"1042","O'Halleran","Tom",NA,NA,NA,NA,NA,NA,250,0,0,0,0,250,650,5000,6500,600,9550,270,"D","AZ"
"1043","Oliva","Phil",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"1044","Orswell","Jack",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"1045","Palacios","Juan Jr",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","TX"
"1046","Pfaff","Jim",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","IN"
"1047","Robinson","Vernon",NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,"R","NC"
"1048","Roth","Rick",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"1049","Simpson","Cory",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","WV"
"1050","Smith","Darin",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","WY"
"1051","Taylor","James",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","OK"
"1052","Williams","Steve",NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,0,500,500,0,250,0,"D","NY,WV"
"1053","Gladney","Mark",NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","MS"
"1054","Hernandez","John",NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1055","Leatherwood","Thomas F",NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"1056","Bonoff","Terri",NA,NA,NA,NA,NA,NA,105,0,750,100,15646,4,NA,NA,NA,NA,NA,NA,"D","MN"
"1057","Bedell","Eileen",NA,NA,NA,NA,NA,NA,100,0,0,0,260,100,NA,NA,NA,NA,NA,NA,"D","VA"
"1058","Cope","Clay",NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CT"
"1059","Jacob","Peter",NA,NA,NA,NA,NA,NA,100,0,0,0,125,0,1,0,0,1,1,0,"D","NJ"
"1060","Coleman","Lynn",NA,NA,NA,NA,NA,NA,94,0,0,2,5919,67,NA,NA,NA,NA,NA,NA,"D","IN"
"1061","Steele","Victoria",NA,NA,NA,NA,NA,NA,75,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","AZ"
"1062","Dittmar","Jane",NA,NA,NA,NA,NA,NA,57,0,0,27,4532,12708,NA,NA,NA,NA,NA,NA,"D","VA"
"1063","Caforio","Bryan",NA,NA,NA,NA,NA,NA,44,0,0,2,24807,3137,2275,0,0,0,1500,250,"D","CA"
"1064","Shkreli","Suzanna",NA,NA,NA,NA,NA,NA,38,0,0,2,4028,30,NA,NA,NA,NA,NA,NA,"D","MI"
"1065","Sidie","Jay",NA,NA,NA,NA,NA,NA,32,0,0,2,0,7,NA,NA,NA,NA,NA,NA,"D","KS"
"1066","Huerta","Emilio",NA,NA,NA,NA,NA,NA,28,0,0,2,5723,277,NA,NA,NA,NA,NA,NA,"D","CA"
"1067","Gibson","Mark",NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","TX"
"1068","Demings","Val",NA,NA,NA,NA,NA,NA,6,0,0,6,9472,-150,0,0,300,0,1500,0,"D","FL"
"1069","Iron","Eyes Chase",NA,NA,NA,NA,NA,NA,6,0,2,0,29,13,NA,NA,NA,NA,NA,NA,"D","ND"
"1070","Rochester","Lisa Blunt",NA,NA,NA,NA,NA,NA,6,0,0,6,8920,0,7029,0,0,3025,6223,0,"D","DE"
"1071","Wicklund","Mark",NA,NA,NA,NA,NA,NA,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,"D","IL"
"1072","Mooney","Patrick",NA,NA,NA,NA,NA,NA,-51,-459,-459,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"1073","Broun","Paul",NA,NA,NA,NA,NA,NA,-400,0,2700,0,0,0,NA,NA,NA,NA,NA,NA,"R","GA"
"1074","Sanders","James Jr",NA,NA,NA,NA,NA,NA,-2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","NY"
"1075","Batts","Jason",NA,NA,NA,NA,NA,NA,0,1000,1000,0,0,0,NA,NA,NA,NA,NA,NA,"R","KY"
"1076","Greene","Ryan",NA,NA,NA,NA,NA,NA,0,430,430,0,0,0,NA,NA,NA,NA,NA,NA,"D","WY"
"1077","Kemper","Nancy Jo",NA,NA,NA,NA,NA,NA,0,350,350,0,0,0,NA,NA,NA,NA,NA,NA,"D","KY"
"1078","Sims","Kaleb",NA,NA,NA,NA,NA,NA,0,300,300,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"1079","Lange","John",NA,NA,NA,NA,NA,NA,0,250,250,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"1080","Reed","Jim",NA,NA,NA,NA,NA,NA,0,250,250,0,0,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1081","Zoeller","Gregory",NA,NA,NA,NA,NA,NA,0,250,250,0,0,0,NA,NA,NA,NA,NA,NA,"R","IN"
"1082","Yoder","Shelli",NA,NA,NA,NA,NA,NA,0,25,224,0,19610,0,NA,NA,NA,NA,NA,NA,"D","IN"
"1083","Collins","Nancy",NA,NA,NA,NA,NA,NA,0,0,2700,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"1084","Connolly","Matt",NA,NA,NA,NA,NA,NA,0,0,1000,0,0,0,NA,NA,NA,NA,NA,NA,"R","PA"
"1085","Murdock","Brett",NA,NA,NA,NA,NA,NA,0,0,1000,0,2700,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1086","Begay","Carlyle",NA,NA,NA,NA,NA,NA,0,0,500,0,0,0,NA,NA,NA,NA,NA,NA,"R","AZ"
"1087","Sweeten","Randy",NA,NA,NA,NA,NA,NA,0,0,500,0,0,0,NA,NA,NA,NA,NA,NA,"D","TX"
"1088","Taddeo","Annette",NA,NA,NA,NA,NA,NA,0,0,500,0,1000,500,NA,NA,NA,NA,NA,NA,"D","FL"
"1089","Raskin","Jamie",NA,NA,NA,NA,NA,NA,0,0,0,0,25784,0,0,0,0,0,5665,0,"D","MD"
"1090","Soto","Darren",NA,NA,NA,NA,NA,NA,0,0,0,0,8448,0,750,0,600,750,4120,2500,"D","FL"
"1091","Schneider","Helene",NA,NA,NA,NA,NA,NA,0,0,0,0,8400,2700,NA,NA,NA,NA,NA,NA,"D","CA"
"1092","Demaree","Angela",NA,NA,NA,NA,NA,NA,0,0,0,0,8100,0,NA,NA,NA,NA,NA,NA,"D","IN"
"1093","Orentlicher","David",NA,NA,NA,NA,NA,NA,0,0,0,0,5900,150,NA,NA,NA,NA,NA,NA,"D","IN"
"1094","Myers","Kim",NA,NA,NA,NA,NA,NA,0,0,0,0,4045,25,0,0,0,0,-2454,0,"D","NY"
"1095","Derrick","Mike",NA,NA,NA,NA,NA,NA,0,0,0,0,3350,0,NA,NA,NA,NA,NA,NA,"D","NY"
"1096","Piotrowski","James",NA,NA,NA,NA,NA,NA,0,0,0,0,3199,0,NA,NA,NA,NA,NA,NA,"D","ID"
"1097","Derlet","Robert",NA,NA,NA,NA,NA,NA,0,0,0,0,2700,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1098","Reed","Wendy",NA,NA,NA,NA,NA,NA,0,0,0,0,2700,0,1,0,0,1,1,0,"D","CA"
"1099","Savary","Sue",NA,NA,NA,NA,NA,NA,0,0,0,0,2700,250,NA,NA,NA,NA,NA,NA,"D","CA"
"1100","Sheridan","Tim",NA,NA,NA,NA,NA,NA,0,0,0,0,2700,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1101","Suozzi","Tom",NA,NA,NA,NA,NA,NA,0,0,0,0,2262,500,2701,0,0,0,17850,0,"D","NY"
"1102","Lloyd","Sarah",NA,NA,NA,NA,NA,NA,0,0,0,0,1520,0,NA,NA,NA,NA,NA,NA,"D","WI"
"1103","Gilbert","Melissa",NA,NA,NA,NA,NA,NA,0,0,0,0,1500,0,NA,NA,NA,NA,NA,NA,"D","MI"
"1104","Serrano","Jose E",NA,NA,NA,NA,NA,NA,0,0,0,0,1250,0,0,0,0,0,1750,0,"D","NY"
"1105","Lawson","Al",NA,NA,NA,NA,NA,NA,0,0,0,0,1012,0,0,0,0,0,1000,0,"D","FL"
"1106","Albarran","Charlene",NA,NA,NA,NA,NA,NA,0,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"D","UT"
"1107","Velazquez","Nydia",NA,NA,NA,NA,NA,NA,0,0,0,0,1000,0,9,0,0,0,1500,2500,"D","NY"
"1108","Townsend","Bryan",NA,NA,NA,NA,NA,NA,0,0,0,0,750,0,NA,NA,NA,NA,NA,NA,"D","DE"
"1109","Sol-Gutierrez","Ana",NA,NA,NA,NA,NA,NA,0,0,0,0,700,0,NA,NA,NA,NA,NA,NA,"D","MD"
"1110","Dartland","Walt",NA,NA,NA,NA,NA,NA,0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,"D","FL"
"1111","Innis","Dan",NA,NA,NA,NA,NA,NA,0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,"R","NH"
"1112","Manypenny","Mike",NA,NA,NA,NA,NA,NA,0,0,0,0,500,100,NA,NA,NA,NA,NA,NA,"D","WV"
"1113","Soules","Merrie Lee",NA,NA,NA,NA,NA,NA,0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,"D","NM"
"1114","Cook","Suzan Johnson",NA,NA,NA,NA,NA,NA,0,0,0,0,450,0,NA,NA,NA,NA,NA,NA,"D","NY"
"1115","Pakootas","Joe",NA,NA,NA,NA,NA,NA,0,0,0,0,350,5,NA,NA,NA,NA,NA,NA,"D","WA"
"1116","Drake","Ron",NA,NA,NA,NA,NA,NA,0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,"D","IN"
"1117","Fedalei","Chris",NA,NA,NA,NA,NA,NA,0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,"D","SC"
"1118","McLaurin","Josh",NA,NA,NA,NA,NA,NA,0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,"D","GA"
"1119","Vince","Lou",NA,NA,NA,NA,NA,NA,0,0,0,0,125,0,NA,NA,NA,NA,NA,NA,"D","CA"
"1120","O'Connor","Shawn",NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,"I","NH"
"1121","Short","Bryon Hall",NA,NA,NA,NA,NA,NA,0,0,0,0,50,0,NA,NA,NA,NA,NA,NA,"D","DE"
"1122","Person","Francis J",NA,NA,NA,NA,NA,NA,0,0,0,0,0,3950,NA,NA,NA,NA,NA,NA,"D","SC"
"1123","Phillipson","Lorna",NA,NA,NA,NA,NA,NA,0,0,0,0,0,3000,NA,NA,NA,NA,NA,NA,"D","NJ"
"1124","Gurfein","David",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700,NA,NA,NA,NA,NA,NA,"R","NY"
"1125","Howland","Amanda",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700,NA,NA,NA,NA,NA,NA,"D","IL"
"1126","Stapley","Don",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700,NA,NA,NA,NA,NA,NA,"R","AZ"
"1127","Bertrand","Rick",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2000,NA,NA,NA,NA,NA,NA,"R","IA"
"1128","McGurn","Ken",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2000,NA,NA,NA,NA,NA,NA,"D","FL"
"1129","Kingson","Eric",NA,NA,NA,NA,NA,NA,0,0,0,0,0,1200,NA,NA,NA,NA,NA,NA,"D","NY"
"1130","Emery","Ed",NA,NA,NA,NA,NA,NA,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,"D","FL"
"1131","Flores","Lucy",NA,NA,NA,NA,NA,NA,0,0,0,0,0,700,NA,NA,NA,NA,NA,NA,"D","NV"
"1132","Hardin","Chris",NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,"R","NC"
"1133","Rodriguez","Junius",NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,"D","IL"
"1134","West","Ben",NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,"R","OR"
"1135","Degner","Kai",NA,NA,NA,NA,NA,NA,0,0,0,0,0,450,NA,NA,NA,NA,NA,NA,"D","VA"
"1136","Ash","James",NA,NA,NA,NA,NA,NA,0,0,0,0,0,400,NA,NA,NA,NA,NA,NA,"R","CA"
"1137","Hawks","Paula",NA,NA,NA,NA,NA,NA,0,0,0,0,0,400,NA,NA,NA,NA,NA,NA,"D","SD"
"1138","Hoeft","Mary",NA,NA,NA,NA,NA,NA,0,0,0,0,0,250,NA,NA,NA,NA,NA,NA,"D","WI"
"1139","Duncan","Jim",NA,NA,NA,NA,NA,NA,0,0,0,0,0,75,NA,NA,NA,NA,NA,NA,"R","NC"
"1140","Armstrong","Kelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240501,22100,35150,18500,0,10500,"R","ND"
"1141","Gianforte","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219640,28225,32225,3500,0,350,"R","MT"
"1142","Crenshaw","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134058,1000,7400,6900,155,2700,"R","TX"
"1143","Herrell","Yvette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133100,0,5550,2500,0,0,"R","NM"
"1144","Estes","Ron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131675,0,0,4000,0,41700,"R","KS"
"1145","Balderson","Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127598,10200,12200,5500,0,2700,"R","OH"
"1146","Roy","Chip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125700,0,4700,12400,500,0,"R","TX"
"1147","Taylor","Van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121769,0,3700,0,0,0,"R","TX"
"1148","Hern","Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119761,6500,6500,7000,0,0,"R","OK"
"1149","Handel","Karen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,5660,15310,8250,17785,100,"R","GA"
"1150","Bruun","Bech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96750,0,0,6000,0,0,"R","TX"
"1151","Newman","Monty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93598,0,7400,0,0,0,"R","NM"
"1152","Fletcher","Lizzie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93042,0,505,16066,10351,9192,"D","TX"
"1153","Pence","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68150,38700,90806,0,0,20800,"R","IN"
"1154","Gooden","Lance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66450,0,0,7700,0,0,"R","TX"
"1155","Saccone","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54350,35600,49275,12500,0,0,"R","PA"
"1156","Reschenthaler","Guy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53550,17400,20400,14750,0,0,"R","PA"
"1157","Allred","Colin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53385,0,5,508,11947,3435,"D","TX"
"1158","Green","Mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49400,0,0,0,25,0,"R","TN"
"1159","Epstein","Lena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46150,0,0,0,0,0,"R","MI"
"1160","Steil","Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46100,7700,7700,5000,0,900,"R","WI"
"1161","Lesko","Debbie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41450,0,18800,2500,0,0,"R","AZ"
"1162","Roberts","Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38050,250,250,18800,0,0,"R","TX"
"1163","Budd","Ted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37700,0,2000,0,0,0,"R","NC"
"1164","Hughes","Whit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37400,0,0,0,0,0,"R","MS"
"1165","Kim","Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36900,2700,2700,0,0,500,"R","CA"
"1166","Guest","Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35150,0,0,2500,0,0,"R","MS"
"1167","Wright","Ron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34800,0,1000,0,0,0,"R","TX"
"1168","Triantaphyllis","Alex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34450,0,0,3750,430,6430,"D","TX"
"1169","McNeill","Frank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34390,0,0,0,48,0,"D","NC"
"1170","Litton","Todd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33959,1000,6400,8275,2550,9117,"D","TX"
"1171","Stauber","Pete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33050,2700,10950,1500,0,0,"R","MN"
"1172","Rossi","Dino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32950,2950,5200,0,0,0,"R","WA"
"1173","Curtis","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30900,3700,6700,0,0,0,"R","UT"
"1174","Johnson","Dusty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29850,0,1000,0,0,13400,"R","SD"
"1175","Kulkarni","Sri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29704,0,1200,1371,853,11837,"D","TX"
"1176","Watkins","Steve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27700,0,0,0,0,14550,"R","KS"
"1177","Gonzalez","Anthony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27550,22600,30850,1500,0,3500,"R","OH"
"1178","Malinowski","Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27303,0,3,22,44966,7599,"D","NJ"
"1179","Norman","Ralph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27150,0,250,0,0,1000,"R","SC"
"1180","McGrath","Amy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25613,250,500,2824,8335,11947,"D","KY"
"1181","Pounds","Bunni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25450,0,5400,0,0,0,"R","TX"
"1182","Fulcher","Russ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,2250,0,0,1500,"R","ID"
"1183","Rose","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,0,0,0,0,"R","TN"
"1184","Lamb","Conor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24797,4000,4500,8726,7425,4925,"D","PA"
"1185","Harkey","Diane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24650,0,0,0,0,0,"R","CA"
"1186","Hill","Owen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23850,0,0,0,0,0,"R","CO"
"1187","Gilpin","Tim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23750,0,0,3500,0,1500,"D","OK"
"1188","Garcia","Sylvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23508,0,0,3001,7834,350,"D","TX"
"1189","Cloud","Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200,0,0,2000,0,0,"R","TX"
"1190","Jones","Gina Ortiz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22579,0,1500,15,117194,12800,"D","TX"
"1191","Kopser","Joseph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22175,0,40,1000,10017,16083,"D","TX"
"1192","Mullikin","Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900,0,0,0,0,0,"R","SC"
"1193","Ossoff","Jon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21693,0,90,1237,69911,10110,"D","GA"
"1194","Ellzey","Jake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20150,0,0,5000,0,0,"R","TX"
"1195","Tedeschi","Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19975,0,0,0,0,0,"R","MA"
"1196","Horn","Kendra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18557,0,0,2425,275,1500,"D","OK"
"1197","Riggleman","Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,3700,3700,0,0,2700,"R","VA"
"1198","Krebs","Shantel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18150,0,500,0,0,2700,"R","SD"
"1199","Webber","Jay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18100,0,0,0,0,0,"R","NJ"
"1200","Waltz","Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825,0,0,0,0,2700,"R","FL"
"1201","Salazar","Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17100,2700,2700,0,0,0,"R","FL"
"1202","Arnold-Jones","Janice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16800,0,0,0,0,0,"R","NM"
"1203","Galvin","Alyse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16796,0,500,1537,4449,526,"D","AK"
"1204","Miller","Carol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700,44950,115725,3500,0,0,"R","WV"
"1205","Koh","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16450,1000,1000,5400,1250,0,"D","MA"
"1206","Hegar","MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15739,0,60,2039,6330,11433,"D","TX"
"1207","Green","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15400,0,0,0,0,0,"R","MA"
"1208","Escobar","Veronica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15383,0,0,26,3299,0,"D","TX"
"1209","Davis","Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15183,0,4,32,981,3343,"D","KS"
"1210","Steele","Dayna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14427,0,0,252,0,2901,"D","TX"
"1211","Harris","Mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13600,3075,3075,0,0,0,"R","NC"
"1212","Slotkin","Elissa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13517,0,0,5900,56414,3839,"D","MI"
"1213","Peterson","Lea Marquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,0,2450,2500,0,0,"R","AZ"
"1214","Sheets","Kenneth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12900,0,0,2800,0,250,"R","TX"
"1215","Miller","Mike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12800,7700,7700,0,0,0,"R","FL"
"1216","Nelson","Shawn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11199,0,0,10700,0,0,"R","CA"
"1217","Meier","Edward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11075,0,0,2150,500,0,"D","TX"
"1218","Burchett","Tim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11050,250,250,0,0,0,"R","TN"
"1219","Crow","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11020,0,507,1852,66533,5032,"D","CO"
"1220","Bryce","Randy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10819,20,83,185,25691,1610,"D","WI"
"1221","Coleman","Andy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10754,2950,2950,0,0,0,"R","OK"
"1222","Joyce","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,0,0,5000,0,0,"R","PA"
"1223","Reed","Dave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,17840,21080,10000,0,0,"R","PA"
"1224","Hamilton","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400,0,0,0,1000,0,"R","SC"
"1225","Meuser","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10300,8100,9100,2500,0,500,"R","PA"
