"","LastName.x","LastName.y","FirstName.x","FirstName.y","State.x","Party.x","member_id","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Vote.114","Vote.115","Vote.116","Vote_count","Vote_change","Alias.y"
"297","Paulsen","Paulsen","Erik","Erik","MN","R","P000594",35250,0,0,0,6250,1000,61799,0,1000,3700,0,1000,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"298","Payne","Payne","Donald M Jr","Donald M.","NJ","D","P000604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+","+","+",3,0,NA
"299","Pearce","Pearce","Steve","Steve","NM","R","P000588",342820,1000,27812,8600,0,0,271906,1000,25400,10000,0,0,NA,NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA
"300","Pelosi","Pelosi","Nancy","Nancy","CA","D","P000197",250,0,0,0,25800,4000,2393,0,0,905,19295,19095,6233,0,75,1260,23626,19095,"+","+",NA,2,0,NA
"301","Perlmutter","Perlmutter","Ed","Ed","CO","D","P000593",25900,0,5500,1000,13950,0,11950,0,5250,0,9250,0,8111,0,3000,0,1250,0,"+","+","+",3,0,NA
"302","Perry","Perry","Scott","Scott","PA","R","P000605",28600,0,0,10500,0,0,35000,0,0,10500,0,0,46550,0,2000,4000,0,0,"-","-","-",3,0,NA
"303","Peters","Peters","Scott","Scott H.","CA","D","P000608",6500,0,0,2500,50459,5000,9400,0,0,5900,27449,9038,31703,0,10000,15200,16392,9038,"+","+","+",3,0,NA
"304","Peterson","Peterson","Collin","Collin C.","MN","D","P000258",16500,4500,4500,0,0,21500,35575,1500,4500,0,0,10600,36501,1500,7500,1500,0,10600,"-","-","+",3,1,NA
"305","Pingree","Pingree","Chellie","Chellie M.","ME","D","P000597",250,0,0,0,9700,2000,0,0,0,0,7420,0,1000,0,0,1000,8262,0,"+","+","+",3,0,NA
"306","Pittenger","Pittenger","Robert","Robert","NC","R","P000606",17500,250,2750,9500,0,0,18900,0,0,13900,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"307","Pitts","Pitts","Joe","Joe","PA","R","P000373",57000,1500,3500,10500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"308","Pocan","Pocan","Mark","Mark","WI","D","P000607",6350,0,0,2000,2500,500,4000,0,0,2000,4100,500,3023,0,0,0,5903,500,"+","+","+",3,0,NA
"309","Poe","Poe","Ted","Ted","TX","R","P000592",94200,0,0,21750,0,1000,75000,0,0,7400,0,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"310","Poliquin","Poliquin","Bruce","Bruce","ME","R","P000611",24650,4600,4600,0,0,3000,54100,0,100,3800,0,3793,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"311","Polis","Polis","Jared","Jared","CO","D","P000598",6200,0,0,0,18400,0,7500,0,0,0,10975,0,NA,NA,NA,NA,NA,NA,"+","+",NA,2,0,NA
"312","Pompeo","Pompeo","Mike","Mike","KS","R","P000602",376850,10500,14000,31500,0,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"313","Posey","Posey","Bill","Bill","FL","R","P000599",28400,0,0,0,0,0,15600,0,0,0,0,0,11400,0,0,0,0,0,"-",NA,"-",2,0,NA
"314","Price","Price","David","David","NC","D","P000523",1000,0,0,0,4000,250,6000,0,0,1000,14029,0,2000,0,0,1000,6763,0,"+","+","+",3,0,NA
"315","Price","Price","Tom","Tom","GA","R","P000591",35250,0,3000,2000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"316","Quigley","Quigley","Mike","Mike","IL","D","Q000023",1500,0,0,0,5100,0,3700,0,0,0,3900,0,0,0,0,0,6525,0,"+","+","+",3,0,NA
"317","Radewagen","Radewagen","Amata Coleman","Amata Coleman","AS","R","R000600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"-",1,0,NA
"318","Rangel","Rangel","Charles B","Charles","NY","D","R000053",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,1,0,NA
"319","Ratcliffe","Ratcliffe","John","John","TX","R","R000601",49950,0,0,0,0,0,40050,0,0,6400,0,0,NA,NA,NA,NA,NA,NA,"-","-","-",3,0,NA
"320","Reed","Reed","Tom","Tom","NY","R","R000585",211200,1000,2555,39950,0,10250,121050,0,0,31900,0,40225,122475,0,500,21400,0,40225,"-","-","-",3,0,NA
"321","Reichert","Reichert","Dave","Dave","WA","R","R000578",8900,0,1500,5000,5000,7500,10000,0,250,4750,0,0,NA,NA,NA,NA,NA,NA,"-","+",NA,2,1,NA
"322","Renacci","Renacci","Jim","Jim","OH","R","R000586",66199,0,-1250,8000,0,1000,53243,0,0,4500,1000,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"323","Ribble","Ribble","Reid","Reid","WI","R","R000587",33800,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"324","Rice","Rice","Kathleen","Kathleen","NY","D","R000602",22600,0,0,1000,17550,7450,5200,0,0,0,13800,0,6408,0,0,0,501,0,"+","+","+",3,0,NA
"325","Rice","Rice","Tom","Tom","SC","R","R000597",10500,1000,2000,2500,0,0,15750,0,0,0,0,2000,29950,0,250,0,0,2000,"-","-","-",3,0,NA
"326","Richmond","Richmond","Cedric","Cedric L","LA","D","R000588",50100,0,0,2000,4600,0,62500,0,0,5000,3700,0,79200,0,0,15000,1000,0,"+","+","+",3,0,NA
"327","Rigell","Rigell","Scott","Scott","VA","R","R000589",45000,1000,1555,4000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"328","Roby","Roby","Martha","Martha","AL","R","R000591",10500,3600,5600,3000,0,0,21950,7500,7500,2000,0,0,28100,2000,2000,2500,0,0,"-","-","-",3,0,NA
"329","Rodgers McMorris","McMorris Rodgers","Cathy","Cathy","WA","R","M001159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-",3,0,NA
"330","Roe","Roe","Phil","Phil","TN","R","R000582",3250,0,0,0,0,0,4500,300,300,0,0,0,2700,1000,1000,0,0,0,"-","-","-",3,0,NA
"331","Rogers","Rogers","Hal","Harold","KY","R","R000395",40100,46600,60600,0,8850,0,21800,21400,38400,0,0,0,40996,8000,12500,5000,0,0,"-","-","-",3,0,NA
"332","Rogers","Rogers","Mike D","Mike D.","AL","R","R000575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-",3,0,NA
"333","Rohrabacher","Rohrabacher","Dana","Dana T.","CA","R","R000409",14400,0,0,0,0,250,8650,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"334","Rokita","Rokita","Todd","Todd","IN","R","R000592",29500,22150,61600,0,0,0,26600,500,2500,0,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"335","Rooney","Rooney","Tom","Tom","FL","R","R000583",11500,0,0,1000,0,0,5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"336","Ros-Lehtinen","Ros-Lehtinen","Ileana","Ileana","FL","R","R000435",2000,0,0,0,5600,0,9000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"+",NA,NA,1,0,NA
"337","Roskam","Roskam","Peter","Peter J.","IL","R","R000580",73550,1000,3000,17750,0,0,35350,0,0,5450,0,1500,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"338","Ross","Ross","Dennis","Dennis","FL","R","R000593",34000,250,250,0,0,0,13500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"339","Rothfus","Rothfus","Keith J","Keith J.","PA","R","R000598",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"340","Rouzer","Rouzer","David","David","NC","R","R000603",29100,0,0,1500,0,0,23740,0,0,2000,0,3500,37000,0,0,1000,0,3500,"-","-","-",3,0,NA
"341","Roybal-Allard","Roybal-Allard","Lucille","Lucille","CA","D","R000486",1300,0,0,0,1000,0,0,0,0,0,3700,0,0,0,0,0,1200,0,"+","+","+",3,0,NA
"342","Royce","Royce","Ed","Ed","CA","R","R000487",64900,0,6200,0,3500,0,49300,0,0,2500,1000,2500,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"343","Ruiz","Ruiz","Raul","Raul","CA","D","R000599",5000,0,0,3000,46387,11200,9000,280,280,3500,27078,11150,3626,0,0,0,13619,11150,"+","+","+",3,0,NA
"344","Ruppersberger","Ruppersberger","Dutch","C.A. Dutch","MD","D","R000576",4500,1000,1000,2000,0,7800,3500,0,0,2000,2752,0,500,0,0,0,0,0,"+","+","+",3,0,NA
"345","Rush","Rush","Bobby","Bobby L.","IL","D","R000515",8500,0,0,1000,2000,5000,15500,0,0,12000,4000,1000,13000,0,1000,5000,1000,1000,"+","+","+",3,0,NA
"346","Russell","Russell","Steven","Steve","OK","R","R000604",89650,0,2600,4000,0,0,93250,0,5400,6500,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"347","Ryan","Ryan","Paul","Paul","WI","R","R000570",309799,8650,22100,26850,6200,500,761678,58860,75290,81975,23920,10600,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"348","Ryan","Ryan","Tim","Tim","OH","D","R000577",38000,0,1000,16500,7200,500,15500,0,0,4000,6400,322,13725,5400,7400,6200,5513,322,"+","+",NA,2,0,NA
"349","Salmon","Salmon","Matt","Matt","AZ","R","S000018",15400,2000,16250,4500,0,13950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"350","Sanchez","Sanchez","Linda","Linda","CA","D","S001156",4750,0,0,0,4500,0,7575,0,0,75,5330,2500,7000,0,0,2500,2503,2500,"+","+","+",3,0,NA
"351","Sanchez","Sanchez","Loretta","Loretta L.","CA","D","S000030",1500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,1,0,NA
"352","Sanford","Sanford","Mark","Mark","SC","R","S000051",15350,0,0,0,0,4500,7000,0,0,1000,0,4200,NA,NA,NA,NA,NA,NA,"-","+",NA,2,1,NA
"353","Sarbanes","Sarbanes","John","John P.","MD","D","S001168",3000,0,0,0,0,5000,2100,0,0,0,100,2700,1003,0,0,0,0,2700,"+","+","+",3,0,NA
"354","Scalise","Scalise","Steve","Steve","LA","R","S001176",217274,9500,16500,21100,7200,0,285300,6400,13900,26750,0,1435,383665,0,13225,22700,0,1435,"-",NA,"-",2,0,NA
"355","Schakowsky","Schakowsky","Jan","Jan","IL","D","S001145",0,0,0,0,9800,8500,15,0,0,0,10750,1500,171,0,0,0,2456,1500,"+","+","+",3,0,NA
"356","Schiff","Schiff","Adam","Adam B.","CA","D","S001150",0,0,0,0,3250,0,0,0,0,0,1250,3859,2638,0,100,525,16523,3859,"+","+","+",3,0,NA
"357","Schrader","Schrader","Kurt","Kurt","OR","D","S001180",4250,1000,1000,2500,0,1000,55500,2000,2000,15000,2500,1000,75250,1000,3500,14250,500,1000,"+","+","+",3,0,NA
"358","Schultz Wasserman","Wasserman Schultz","Debbie","Debbie","FL","D","W000797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+","+","+",3,0,NA
"359","Schweikert","Schweikert","David","David","AZ","R","S001183",10000,1000,8750,0,0,0,10000,0,5250,0,0,5400,40950,0,6000,1500,0,5400,"-","-","-",3,0,NA
"360","Scott","Scott","Austin","Austin","GA","R","S001189",5500,0,1750,2000,1000,0,3000,0,3000,0,3885,0,3500,0,500,0,0,0,"-","-","-",3,0,NA
"361","Scott","Scott","Bobby","Robert C.","VA","D","S000185",1000,0,0,0,750,0,0,0,0,0,3200,0,0,0,0,0,1500,0,"+","+","+",3,0,NA
"362","Scott","Scott","David","David","GA","D","S001157",2500,0,0,0,0,0,9250,0,250,2000,0,0,1000,0,0,0,0,0,"+","+","+",3,0,NA
"363","Sensenbrenner","Sensenbrenner","Jim","James F.","WI","R","S000244",6000,0,0,0,0,250,14000,0,1500,0,0,0,10500,0,0,0,0,0,"-","-","-",3,0,"Jr."
"364","Serrano","Serrano","Jose E","Jose","NY","D","S000248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+","+","+",3,0,NA
"365","Sessions","Sessions","Pete","Pete","TX","R","S000250",159450,1000,3000,16300,0,0,139550,0,1000,27600,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"366","Sewell","Sewell","Terri","Terri","AL","D","S001185",15000,14500,14500,0,0,0,8700,10000,10000,0,0,0,16750,2500,2500,1000,0,0,"+","+","+",3,0,NA
"367","Sherman","Sherman","Brad","Brad J.","CA","D","S000344",2000,0,0,0,0,0,5000,0,0,0,0,500,0,0,0,0,1000,500,"+","+","+",3,0,NA
"368","Shimkus","Shimkus","John","John M.","IL","R","S000364",112300,16000,25000,18000,0,23250,180582,29200,40700,46000,0,24400,148250,14000,29000,30000,0,24400,"-","-","-",3,0,NA
"369","Shuster","Shuster","Bill","Bill","PA","R","S000394",205048,52315,105090,62100,0,1000,198512,25300,39350,64500,0,1000,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"370","Simpson","Simpson","Mike","Mike","ID","R","S001148",92000,9000,46200,10500,14150,1250,46700,3700,12450,5000,7750,3200,47500,1000,13500,5000,3500,3200,"-","-","-",3,0,NA
"371","Sinema","Sinema","Kyrsten","Kyrsten","AZ","D","S001191",2500,0,5000,2500,21497,1250,11000,0,7500,2750,0,0,NA,NA,NA,NA,NA,NA,"+","+",NA,2,0,NA
"372","Sires","Sires","Albio","Albio","NJ","D","S001165",5400,0,0,3000,500,0,3500,0,0,2000,0,2500,1000,0,0,1000,500,2500,"+","+","+",3,0,NA
"373","Slaughter","Slaughter","Louise M","Louise","NY","D","S000480",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","+",NA,2,0,NA
"374","Smith","Smith","Adam","Adam","WA","D","S000510",1500,0,0,0,3000,500,0,0,0,0,0,1700,0,0,0,0,4500,1700,"+","+","+",3,0,NA
"375","Smith","Smith","Adrian","Adrian M.","NE","R","S001172",15500,2000,4500,3000,0,4500,13750,2500,2500,2500,0,23000,19000,1500,1500,0,0,23000,"-","-","-",3,0,NA
"376","Smith","Smith","Chris","Christopher H.","NJ","R","S000522",500,0,0,0,0,0,1000,0,0,0,0,0,18956,0,0,0,0,0,"-","+","+",3,1,NA
"377","Smith","Smith","Jason","Jason T.","MO","R","S001195",24400,13100,37665,0,0,5100,33300,2000,8750,1000,0,14000,40500,2000,5500,4000,0,14000,"-","-","-",3,0,NA
"378","Smith","Smith","Lamar","Lamar S.","TX","R","S000583",112350,1000,2000,0,0,0,108400,0,0,0,0,250,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"379","Speier","Speier","Jackie","Jackie","CA","D","S001175",0,0,0,0,2000,2000,0,0,0,0,13800,0,0,0,0,0,2900,0,"+","+","+",3,0,NA
"380","Stefanik","Stefanik","Elise","Elise","NY","R","S001196",39800,0,0,0,0,0,55675,0,0,5500,6650,13943,45500,0,0,5000,10850,13943,"+","+","+",3,0,NA
"381","Stewart","Stewart","Chris","Chris","UT","R","S001192",65350,2500,10000,8250,0,7800,95200,8256,13756,14400,0,0,85650,4200,7200,0,0,0,"-","-","-",3,0,NA
"382","Stivers","Stivers","Steve","Steve","OH","R","S001187",55600,17850,25050,5500,0,0,56350,15775,15775,12500,0,2000,96500,21000,70475,13000,0,2000,"-","-","-",3,0,NA
"383","Stutzman","Stutzman","Marlin","Marlin","IN","R","S001188",41100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"384","Swalwell","Swalwell","Eric","Eric","CA","D","S001193",14300,0,0,1000,2000,8200,9200,0,500,2000,9900,3361,25558,0,0,3000,3965,3361,"+","+",NA,2,0,NA
"385","Takano","Takano","Mark","Mark","CA","D","T000472",0,0,0,0,3700,5200,0,0,0,0,6300,0,0,0,0,0,1604,0,"+","+","+",3,0,NA
"386","Thompson","Thompson","Bennie G","Bennie G.","MS","D","T000193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+","+","+",3,0,NA
"387","Thompson","Thompson","Glenn","Glenn W.","PA","R","T000467",125330,17500,28250,31450,0,0,85550,9250,17250,22200,0,0,80100,9216,14916,15000,0,0,"-","-","-",3,0,NA
"388","Thompson","Thompson","Mike","Mike","CA","D","T000460",18250,0,1000,2000,5000,1500,7500,0,0,0,14000,8000,22000,0,0,1000,3025,8000,"+","+","+",3,0,NA
"389","Thornberry","Thornberry","Mac","Mac","TX","R","T000238",101375,0,0,0,0,1750,82175,0,-1000,0,0,4000,48925,0,1000,0,0,4000,"-","-","-",3,0,NA
"390","Tiberi","Tiberi","Pat","Pat","OH","R","T000462",90350,2500,7000,8500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"391","Tipton","Tipton","Scott","Scott","CO","R","T000470",130739,16750,44300,6000,2000,1000,139100,22400,53400,6500,0,0,106350,8500,33149,11300,0,0,"-","-","-",3,0,NA
"392","Titus","Titus","Dina","Dina","NV","D","T000468",6600,0,13000,0,2500,5500,0,0,13000,0,3060,0,2500,0,7500,2500,2033,0,"+","+","+",3,0,NA
"393","Tonko","Tonko","Paul","Paul D.","NY","D","T000469",4500,0,0,3500,4750,10800,5400,0,0,4000,11957,22290,24475,0,0,8000,4153,22290,"+","+","+",3,0,NA
"394","Torres","Torres","Norma","Norma","CA","D","T000474",3000,0,0,0,2500,0,6500,0,0,3500,5200,2500,4000,0,0,6000,600,2500,"+","+","+",3,0,NA
"395","Trott","Trott","Dave","Dave","MI","R","T000475",9500,0,0,2000,0,0,4000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"396","Tsongas","Tsongas","Niki","Niki","MA","D","T000465",0,0,0,0,5000,1000,4700,0,0,0,9058,0,NA,NA,NA,NA,NA,NA,"+","+",NA,2,0,NA
"397","Turner","Turner","Michael R","Michael R.","OH","R","T000463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-",3,0,NA
"398","Upton","Upton","Fred","Fred","MI","R","U000031",245800,24500,34000,55700,0,4500,229000,4000,8000,52600,0,0,151250,2500,7500,49300,0,0,"-","-","+",3,1,NA
"399","Valadao","Valadao","David","David G.","CA","R","V000129",81150,0,4000,3000,0,0,59750,0,3550,1000,0,1250,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"400","Van Hollen","Van Hollen","Chris","Chris","MD","D","V000128",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,1,0,NA
"401","Vargas","Vargas","Juan","Juan","CA","D","V000130",2500,0,0,0,1000,0,0,0,0,0,1000,3500,2000,0,0,0,500,3500,"+","+","+",3,0,NA
"402","Veasey","Veasey","Marc","Marc A.","TX","D","V000131",54400,0,0,4000,3500,500,71800,0,0,2000,1000,0,64006,0,0,3000,1000,0,"-","+","+",3,1,NA
"403","Vela","Vela","Filemon","Filemon","TX","D","V000132",31600,0,0,0,0,1000,35000,0,0,7000,0,1000,36006,0,0,7000,1000,1000,"+","+","+",3,0,NA
"404","Velazquez","Velázquez","Nydia","Nydia","NY","D","V000081",0,0,0,0,0,0,0,0,0,0,1000,2500,9,0,0,0,1500,2500,"+","+","+",3,0,NA
"405","Visclosky","Visclosky","Pete","Peter J.","IN","D","V000108",7500,1700,1700,0,0,0,8000,0,2000,2000,0,2000,7051,0,2000,2000,0,2000,"+","+","+",3,0,NA
"406","Wagner","Wagner","Ann","Ann","MO","R","W000812",57500,40650,44150,2000,0,0,45500,12900,14900,6000,0,1000,27500,8000,13000,3000,0,1000,"-","-","-",3,0,NA
"407","Walberg","Walberg","Tim","Tim","MI","R","W000798",58750,13000,20000,1000,0,0,49450,12500,28500,1000,0,0,69400,1000,17500,4500,0,0,"-","-","-",3,0,NA
"408","Walden","Walden","Greg","Greg P.","OR","R","W000791",112350,1000,4000,8500,329,4750,151900,3500,7500,18000,0,8400,290750,14000,37000,29800,0,8400,"-","-","-",3,0,NA
"409","Walker","Walker","Mark","Bradley Mark","NC","R","W000819",4050,0,0,2000,0,0,7000,0,0,0,0,0,30200,0,0,0,0,0,"-","-","-",3,0,NA
"410","Walorski","Walorski","Jackie","Jackie","IN","R","W000813",39840,5600,10600,0,0,9500,28500,2000,4000,0,0,7000,63450,5500,10500,4500,1000,7000,"-","-","-",3,0,NA
"411","Walters","Walters","Mimi","Mimi","CA","R","W000820",73550,0,0,7500,0,0,63250,0,100,5000,0,2000,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"412","Walz","Walz","Tim","Tim","MN","D","W000799",6500,0,0,0,6000,8500,15500,0,0,0,300,0,NA,NA,NA,NA,NA,NA,"+","+",NA,2,0,NA
"413","Waters","Waters","Maxine","Maxine","CA","D","W000187",2500,10400,10400,0,1000,1000,5000,0,0,0,4700,0,4250,0,0,0,2375,0,"+","+","+",3,0,NA
"414","Weber","Weber","Randy","Randy K.","TX","R","W000814",97800,0,0,14350,3600,0,66550,0,3700,5750,0,0,94550,0,8100,15850,0,0,"-","-","-",3,0,NA
"415","Webster","Webster","Daniel","Daniel","FL","R","W000806",13350,0,0,250,0,0,6300,0,600,0,0,0,3000,0,300,0,0,0,"-","-","-",3,0,NA
"416","Welch","Welch","Peter","Peter F.","VT","D","W000800",27700,0,0,6500,10200,9950,20052,0,0,7000,4650,50,18000,0,0,3000,2451,50,"+","+","+",3,0,NA
"417","Wenstrup","Wenstrup","Brad","Brad R.","OH","R","W000815",21100,2600,3600,0,0,0,7000,5400,5400,1000,0,0,15700,10225,10225,1000,0,0,"-","-","-",3,0,NA
"418","Westerman","Westerman","Bruce","Bruce","AR","R","W000821",65150,5200,5200,0,0,0,41200,1000,2000,3000,0,250,73400,1000,4000,2000,0,250,"-","-","-",3,0,NA
"419","Westmoreland","Westmoreland","Lynn A","Lynn A.","GA","R","W000796",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"420","Whitfield","Whitfield","Ed","Ed","KY","R","W000413",136500,31000,37000,23500,0,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"421","Williams","Williams","Roger","Roger","TX","R","W000816",209500,0,7200,7500,0,0,136250,0,0,0,0,0,95450,0,0,5400,0,0,"-","-","-",3,0,NA
"422","Wilson","Wilson","Frederica","Frederica","FL","D","W000808",2500,0,0,0,1000,0,0,0,0,0,4566,0,0,0,0,0,1000,0,"+","+","+",3,0,NA
"423","Wilson","Wilson","Joe","Joe","SC","R","W000795",19000,0,0,2000,0,0,14000,0,0,0,0,2700,25300,0,0,1000,0,2700,"-","-","-",3,0,NA
"424","Wittman","Wittman","Rob","Rob","VA","R","W000804",9950,0,0,3000,8500,0,13250,0,0,0,2750,0,21615,0,0,8500,500,0,"-","-","-",3,0,NA
"425","Womack","Womack","Steve","Steve","AR","R","W000809",13700,0,0,0,0,0,16500,0,0,3000,0,0,43650,0,0,1000,0,0,"-","-","-",3,0,NA
"426","Woodall","Woodall","Rob","Rob","GA","R","W000810",16750,0,0,5250,0,0,18500,0,0,2000,0,0,16500,0,500,2500,1000,0,"-","-","-",3,0,NA
"427","Yarmuth","Yarmuth","John","John","KY","D","Y000062",0,0,0,0,4750,0,250,0,0,0,1850,0,0,0,0,0,0,0,"+","+","+",3,0,NA
"428","Yoder","Yoder","Kevin","Kevin","KS","R","Y000063",68700,1000,13400,2000,0,23900,49375,0,13800,2000,0,51400,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"429","Yoho","Yoho","Ted","Ted S.","FL","R","Y000065",7000,0,0,0,0,0,9150,0,0,3750,0,0,4500,0,0,3000,0,0,"-","-","-",3,0,NA
"430","Young","Young","David","David","IA","R","Y000066",20750,0,0,7000,0,10100,25000,0,0,2500,0,54750,NA,NA,NA,NA,NA,NA,"-","-",NA,2,0,NA
"431","Young","Young","Don","Don","AK","R","Y000033",43450,2000,11600,0,2000,0,59700,2000,20000,0,1500,0,56250,2000,18450,2000,0,0,"-","-","-",3,0,NA
"432","Young","Young","Todd","Todd","IN","R","Y000064",37950,14050,22750,8050,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"433","Zeldin","Zeldin","Lee","Lee","NY","R","Z000017",47150,0,0,1000,0,0,65663,0,0,7250,0,1125,52775,2500,2500,4000,0,1125,"-","-","-",3,0,NA
"434","Zinke","Zinke","Ryan","Ryan","MT","R","Z000018",217395,8250,14850,1000,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA
"435","Arrington","Arrington","Jodey","Jodey","TX","R","A000375",NA,NA,NA,NA,NA,NA,84925,0,500,4000,1000,24200,70750,0,0,1500,0,24200,NA,"-","-",2,0,NA
"436","Bacon","Bacon","Donald John","Don","NE","R","B001298",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,"-","-",2,0,NA
"437","Balderson","Balderson","Troy","Troy","OH","R","B001306",NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700,127598,10200,12200,5500,0,2700,NA,NA,"-",1,0,NA
"438","Banks","Banks","Jim","Jim","IN","R","B001299",NA,NA,NA,NA,NA,NA,28035,0,2000,500,57650,0,15000,0,1000,0,0,0,NA,"-","-",2,0,NA
"439","Barragan","Barragán","Nanette","Nanette","CA","D","B001300",NA,NA,NA,NA,NA,NA,336,0,2,142,40486,2500,6015,0,0,4015,19757,2500,NA,"+","+",2,0,NA
"440","Bergman","Bergman","John","Jack","MI","R","B001301",NA,NA,NA,NA,NA,NA,33600,0,4000,0,0,0,37345,0,10000,0,350,0,NA,"-","-",2,0,NA
"441","Biggs","Biggs","Andy","Andy","AZ","R","B001302",NA,NA,NA,NA,NA,NA,8000,0,5000,1000,0,0,17000,0,7500,3000,0,0,NA,"-","-",2,0,NA
"442","Brown","Brown","Anthony","Anthony","MD","D","B001304",NA,NA,NA,NA,NA,NA,4500,0,0,1000,3275,5000,9000,0,0,2000,3250,5000,NA,"+","+",2,0,NA
"443","Budd","Budd","Ted","Ted","NC","R","B001305",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,37700,0,2000,0,0,0,NA,"-","-",2,0,NA
"444","Carbajal","Carbajal","Salud","Salud","CA","D","C001112",NA,NA,NA,NA,NA,NA,5675,0,250,0,40137,6000,2950,0,0,0,27701,6000,NA,"+","+",2,0,NA
"445","Cheney","Cheney","Liz","Liz","WY","R","C001109",NA,NA,NA,NA,NA,NA,124775,9000,12000,2500,0,0,93700,16000,24500,3000,0,0,NA,"-","-",2,0,NA
"446","Cloud","Cloud","Michael","Michael","TX","R","C001115",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,23200,0,0,2000,0,0,NA,NA,"-",1,0,NA
