"last_name","first_name","name","party","state","member_id","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","District","Vote_count","Vote_change","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"Conyers","John","john conyers","D","MI","C000714","+","+","+",NA,NA,NA,13,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peters","Gary C.","gary c peters","D","MI","P000595","+",NA,NA,NA,NA,NA,14,1,0,500,0,0,500,3500,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walz","Tim","tim walz","D","MN",NA,"+","+","+",NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kline","John P.","john p kline,john kline","R","MN","K000363","-","-",NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paulsen","Erik","erik paulsen","R","MN","P000594","-","-","-",NA,NA,NA,3,3,0,30050,0,250,250,0,0,35250,0,0,0,6250,1000,61799,0,1000,3700,0,2000,146470,5000,5000,13752,0,1000,-1500,0,0,0,0,0
"McCollum","Betty","betty mccollum","D","MN","M001143","+","+","+","+","+","+",4,6,0,0,0,0,0,200,650,0,0,0,0,1077,0,0,0,0,0,10000,650,1,0,0,0,6250,261,0,0,0,0,8874,10
"Ellison","Keith M.","keith m ellison,keith ellison","D","MN","E000288","+","+","+","+",NA,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bachmann","Michele","michele bachmann","R","MN","B001256","-",NA,NA,NA,NA,NA,6,1,0,113323,1250,8500,5000,0,5450,11900,0,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peterson","Collin C.","collin c peterson","D","MN","P000258","-","-","-",NA,"+",NA,7,4,0,18000,0,4000,0,500,19000,16500,4500,4500,0,0,21500,35575,1500,4500,0,0,23500,36501,1500,7500,1500,0,10600,29277,1250,9250,6000,1008,29455
"Nolan","Rick","rick nolan","D","MN",NA,"+","+","+","+",NA,NA,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nunnelee","Alan","alan nunnelee","R","MS","N000186","-",NA,NA,NA,NA,NA,1,1,0,70700,2500,8000,2500,0,0,66100,3000,10200,4600,0,500,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson","Bennie G.","bennie g thompson","D","MS","T000193","+","+","+","+","+","+",2,6,0,26400,0,0,9500,1000,0,14000,0,0,6000,3000,0,18000,0,0,10000,500,0,9500,0,0,4500,2000,0,31280,0,0,16980,1000,0
"Harper","Gregg","gregg harper","R","MS","H001045","-","-","-","-",NA,NA,3,4,0,84750,2500,2500,10000,0,0,136300,3000,3000,12500,0,0,60550,0,1000,8500,0,0,17660,0,1000,2500,0,0,NA,NA,NA,NA,NA,NA
"Palazzo","Steven","steven palazzo,steven m palazzo","R","MS","P000601","-","-","-","-","-","-",4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","William Lacy","william lacy clay","D","MO",NA,"+","+","+","+","+",NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wagner","Ann","ann wagner","R","MO","W000812","-","-","-","-","-","-",2,6,0,26000,89500,93000,0,0,0,57500,40650,44150,2000,0,0,45500,12900,14900,6000,0,500,27500,8000,13000,3000,0,1000,47866,67,1253,7696,8,2566
"Luetkemeyer","Blaine","blaine luetkemeyer","R","MO","L000569","-","-","-","-","-","-",3,6,0,1250,7500,7500,0,0,3500,7250,2500,2500,4000,0,9500,6000,6400,8400,3000,0,5500,11000,0,1750,2000,0,6000,9500,0,0,3000,0,4500
"Hartzler","Vicky","vicky hartzler","R","MO","H001053","-","-","-","-","-","-",4,6,0,25750,9500,10500,500,0,1000,11350,8200,8200,1000,0,7600,9400,2000,2000,3000,0,-2500,13800,1000,1000,2000,0,3500,11254,250,261,9,0,8016
"Cleaver","Emanuel","emanuel cleaver","D","MO","C001061","+","+","+","+","+","+",5,6,0,2750,0,0,0,3500,0,0,0,0,0,2000,0,1000,0,0,0,2000,0,0,0,0,0,2500,0,2680,0,0,0,3025,0
"Graves","Sam","sam graves","R","MO","G000546","-","-",NA,"-","-","-",6,5,0,24750,4000,7500,1000,0,3000,21000,1000,3000,2000,0,6000,16500,1000,1000,3000,0,7000,39300,0,2000,7000,0,8500,94300,0,4000,31000,0,13200
"Long","Billy","billy long","R","MO","L000576","-","-","-","-","-","-",7,6,0,3500,5000,6000,0,0,0,44850,11500,13500,2000,0,0,45000,2500,6000,5500,0,0,55000,2000,4000,8000,0,3500,49000,0,-1000,11000,0,3500
"Smith","Jason T.","jason t smith,jason smith","R","MO","S001195","-","-","-","-","-","-",8,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daines","Steve","steve daines","R","MT","D000618","-",NA,NA,NA,NA,NA,NA,1,0,126675,14800,22800,750,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fortenberry","Jeff","jeff fortenberry","R","NE","F000449","-","-","-","-","-","-",1,6,0,8250,0,0,0,0,1000,800,0,0,0,0,2000,500,0,0,0,6400,2000,2500,0,0,0,5300,1000,6275,0,0,2500,6800,3250
"Terry","Lee R.","lee r terry,lee terry","R","NE","T000459","-",NA,NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith","Adrian M.","adrian m smith,adrian smith","R","NE","S001172","-","-","-","-","-","-",3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Titus","Dina","dina titus","D","NV","T000468","+","+","+","+","+","+",1,6,0,5000,0,22000,2500,11635,500,6600,0,13000,0,2500,5500,0,0,13000,0,3060,6000,2500,0,7500,2500,2033,0,0,0,9500,0,2125,255
"Amodei","Mark E.","mark e amodei","R","NV","A000369","-","-","-","-","-","-",2,6,0,35000,0,35750,5500,0,0,8750,0,28000,2500,0,3000,10000,0,38450,2000,0,0,26000,1000,45700,6000,0,0,14500,0,26250,6500,0,0
"Heck","Joe","joe heck","R","NV",NA,"-","-",NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horsford","Steven A.","steven a horsford,steven horsford","D","NV","H001066","+",NA,NA,NA,"+","+",4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shea-Porter","Carol","carol shea porter","D","NH",NA,"+",NA,"+",NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuster","Ann M.","ann m kuster","D","NH","K000382","+","+","+","+","+","+",2,6,0,500,0,0,0,42300,4250,3750,0,0,0,61095,9500,5,0,0,0,42911,12965,1260,0,0,250,30532,4600,1751,0,0,0,11584,4804
"Andrews","Robert E.","robert e andrews","D","NJ","A000210","+",NA,NA,NA,NA,NA,1,1,0,15350,0,0,250,0,0,8000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LoBiondo","Frank A.","frank a lobiondo","R","NJ","L000554","-","-","-","-",NA,NA,2,4,0,7500,0,0,1000,8850,500,14750,0,0,1000,8390,700,11000,0,0,5500,4500,0,-1500,0,0,-1500,0,0,NA,NA,NA,NA,NA,NA
"Runyan","Jon","jon runyan","R","NJ","R000594","-",NA,NA,NA,NA,NA,3,1,0,27000,0,1000,2500,3000,2500,2000,0,0,2000,1000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith","Christopher H.","christopher h smith","R","NJ","S000522","-","-","+","+","+","-",4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett","E. Scott","e scott garrett,scott garrett","R","NJ","G000548","-","-",NA,NA,NA,NA,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallone","Frank J.","frank j pallone,frank pallone","D","NJ","P000034","+","+","+","+","+","+",6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lance","Leonard","leonard lance","R","NJ","L000567","-","-","-","+",NA,NA,7,4,1,21050,0,0,5500,3000,0,30500,0,0,9500,1000,0,26200,0,0,7000,0,0,38400,0,0,4000,0,250,NA,NA,NA,NA,NA,NA
"Sires","Albio","albio sires","D","NJ","S001165","+","+","+","+","+","+",8,6,0,1000,0,0,3000,0,0,5400,0,0,3000,500,0,3500,0,0,2000,0,0,1000,0,0,1000,500,2500,3000,0,0,0,-500,0
"Pascrell","Bill","bill pascrell","D","NJ","P000096","+","+","+","+","+","+",9,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Payne","Donald M.","donald m payne","D","NJ","P000604","+","+","+","+","+","+",10,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frelinghuysen","Rodney P.","rodney p frelinghuysen","R","NJ","F000372","-","-","-","-",NA,NA,11,4,0,11350,1000,2000,2000,0,500,8050,2000,2000,3000,0,500,23000,2000,5000,5500,0,0,22800,0,1500,2500,0,0,NA,NA,NA,NA,NA,NA
"Holt","Rush D.","rush d holt,rush holt","D","NJ","H001032","+",NA,NA,NA,NA,NA,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lujan Grisham","Michelle","michelle lujan grisham","D","NM","L000580","+","+","+","+",NA,NA,1,4,0,7900,0,0,0,16240,250,18700,0,0,0,4250,1750,11750,0,5000,0,5500,2500,0,0,0,0,2000,0,NA,NA,NA,NA,NA,NA
"Pearce","Steve","steve pearce,stevan pearce","R","NM","P000588","-",NA,"-","-",NA,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luján","Ben Ray","ben ray luj n,ben ray lujan","D","NM","L000570","+","+","+","+","+",NA,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bishop","Timothy H.","timothy h bishop","D","NY","B001242","+",NA,NA,NA,NA,NA,1,1,0,12250,0,0,1000,28603,1000,6950,0,0,0,27825,7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King","Peter T.","peter t king","R","NY","K000210","-","-","-","-","-",NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel","Steve J.","steve j israel,steve israel","D","NY","I000057","+","+",NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCarthy","Carolyn","carolyn mccarthy","D","NY","M000309",NA,NA,NA,NA,NA,NA,4,0,0,3000,0,0,1000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meeks","Gregory W.","gregory w meeks","D","NY","M001137","+","+","+","+","+","+",5,6,0,2750,0,0,0,0,0,9100,0,0,2000,0,0,2500,0,0,0,0,0,2500,0,0,0,0,0,8500,0,0,0,1000,0
"Meng","Grace","grace meng","D","NY","M001188","+","+","+","+","+","+",6,6,0,0,0,0,0,1750,500,0,0,0,0,0,1000,1500,0,0,0,1000,500,5,0,0,0,1001,1200,1000,0,0,0,1130,0
"Velázquez","Nydia","nydia vel zquez,nydia m vel zquez","D","NY","V000081","+","+","+","+","+","+",7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeffries","Hakeem S.","hakeem s jeffries","D","NY","J000294","+","+","+","+","+","+",8,6,0,3900,0,0,0,1500,0,0,0,0,0,200,1000,1000,0,0,0,2000,0,0,0,0,0,2250,25,18370,0,0,5,13414,3000
"Clarke","Yvette D.","yvette d clarke","D","NY","C001067","+","+","+","+","+","+",9,6,0,3000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,2000,0,0,0,2000,0,1250,0,0,1000,2000,0,2000,0,0,2000,1530,0
"Nadler","Jerrold L.","jerrold l nadler,jerrold nadler","D","NY","N000002","+","+","+","+","+","+",10,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grimm","Michael","michael grimm,michael g grimm","R","NY","G000569","-",NA,NA,NA,NA,NA,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maloney","Carolyn B.","carolyn b maloney","D","NY","M000087","+","+","+","+","+","+",12,6,0,5750,0,1000,1000,2200,1750,12400,0,0,0,5850,1000,10805,0,0,5,2500,0,11400,0,2000,0,3550,1500,11954,0,0,0,2,2250
"Rangel","Charles","charles rangel,charles b rangel","D","NY","R000053","+","+",NA,NA,NA,NA,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowley","Joseph","joseph crowley","D","NY","C001038","+","+","+","+",NA,NA,14,4,0,8750,0,0,5250,2000,2000,5500,0,0,5500,6700,7575,18000,0,500,6000,3500,1285,5500,0,0,4500,4250,500,NA,NA,NA,NA,NA,NA
"Serrano","Jose","jose serrano,jose e serrano","D","NY","S000248","+","+","+","+","+",NA,15,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engel","Eliot L.","eliot l engel","D","NY","E000179","+","+","+","+","+",NA,16,5,0,750,400,1400,0,0,1000,2000,0,3600,0,2000,0,11200,0,2700,0,1000,1000,9150,0,2000,0,2000,2000,500,0,0,0,2250,2820
"Lowey","Nita M.","nita m lowey","D","NY","L000480","+","+","+","+","+",NA,17,5,0,1500,0,500,0,250,1000,500,0,0,0,6850,0,0,0,0,0,13316,0,500,0,0,0,6903,0,2000,0,0,0,500,1800
"Maloney","Sean Patrick","sean patrick maloney","D","NY","M001185","+","+","+","+","+","+",18,6,0,0,0,0,0,4000,0,7200,0,0,500,29150,3500,7500,0,0,4000,9406,750,1055,0,0,0,7470,50,71,0,0,0,8198,905
"Gibson","Chris","chris gibson","R","NY",NA,"+","+",NA,NA,NA,NA,19,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonko","Paul D.","paul d tonko,paul tonko","D","NY","T000469","+","+","+","+","+","+",20,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Owens","Bill","bill owens","D","NY",NA,"+",NA,NA,NA,NA,NA,21,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hanna","Richard","richard hanna,richard l hanna","R","NY","H001051","-","+",NA,NA,NA,NA,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed","Tom","tom reed","R","NY","R000585","-","-","-","-","-","+",23,6,1,120021,0,2000,37150,0,1000,211200,1000,2555,39950,0,10250,121050,0,0,31900,0,35500,122475,0,500,21400,0,40225,115762,0,600,26899,5514,10600
"Maffei","Dan","dan maffei","D","NY",NA,"+",NA,NA,NA,NA,NA,24,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slaughter","Louise","louise slaughter","D","NY",NA,"+","+","+",NA,NA,NA,25,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins","Brian M.","brian m higgins,brian higgins","D","NY","H001038","+","+","+","+","+","+",26,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins","Chris","chris collins","R","NY","C001092","-","-","-","-","-",NA,27,5,0,33250,0,0,8750,0,500,50800,0,0,17800,0,0,63950,0,0,22000,0,0,53900,0,0,21000,0,7500,NA,NA,NA,NA,NA,NA
"Butterfield","G.K.","g k butterfield","D","NC","B001251","+","+","+","+","+","+",1,6,0,13000,0,0,2000,1000,0,17000,0,0,3000,1500,3500,15500,0,0,3000,2500,2000,11500,0,0,0,1763,2000,17500,0,0,1000,1000,500
"Ellmers","Renee","renee ellmers,renee l ellmers","R","NC","E000291","-","-",NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones","Jr.","jr jones","R","NC",NA,"-","-","-","-",NA,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Price","David","david price,david e price","D","NC","P000523","+","+","+","+","+","+",4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxx","Virginia","virginia foxx","R","NC","F000450","-","-","-","-","-","-",5,6,0,13000,1000,2000,4000,0,0,25050,3000,3000,5000,0,0,19250,2000,4500,5000,0,0,23950,19250,65325,2500,0,0,16254,10000,15013,1009,0,16
"Coble","Howard","howard coble","R","NC","C000556","-",NA,NA,NA,NA,NA,6,1,0,6000,0,1000,3000,0,0,2000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McIntyre","Mike","mike mcintyre","D","NC","M000485","+",NA,NA,NA,NA,NA,7,1,0,28700,0,5000,6000,0,0,16000,0,2500,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson","Richard","richard hudson","R","NC","H001067","-","-","-","-","-","-",8,6,0,50700,2500,3500,2750,1450,750,52250,0,4500,10500,0,0,90900,0,3500,15200,0,0,85700,0,7000,5500,0,1000,161379,2800,2811,21352,0,1001
"Pittenger","Robert","robert pittenger","R","NC","P000606","-","-","-","-",NA,NA,9,4,0,26500,0,0,8000,0,0,17500,250,2750,9500,0,0,18900,0,0,13900,0,0,12200,250,250,2700,0,0,NA,NA,NA,NA,NA,NA
"McHenry","Patrick T.","patrick t mchenry","R","NC","M001156","-","-","-","-","-","-",10,6,0,15000,0,0,3000,0,0,34500,0,0,5500,0,0,69250,0,0,6500,0,0,79000,0,0,10000,0,20200,61608,0,2,5000,5600,7500
"Meadows","Mark","mark meadows","R","NC","M001187","-","-","-","-","-",NA,11,5,0,22750,0,2500,2000,0,0,6000,0,0,0,0,0,12800,0,0,0,0,0,41225,500,500,0,0,0,8180,0,0,0,0,0
"Watt","Mel","mel watt","D","NC",NA,"+",NA,NA,NA,NA,NA,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holding","George","george holding","R","NC","H001065","-","-","-","-","-",NA,13,5,0,13250,0,0,2500,0,0,12350,0,0,2500,0,2600,54082,1000,1000,5500,0,22700,72950,0,0,2000,0,22800,25573,0,0,5599,0,1000
"Cramer","Kevin","kevin cramer","R","ND","C001096","-","-","-","-",NA,NA,NA,4,0,218800,12500,17500,16000,0,11750,272250,19400,24400,16500,0,2000,216200,26000,30000,23500,0,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chabot","Steve","steve chabot","R","OH","C000266","-","-","-","-","-","-",1,6,0,20700,750,-250,1000,0,0,14600,0,0,1000,0,0,2100,0,0,1000,750,0,20700,9250,53425,0,0,0,35303,92,2129,5637,0,310
"Wenstrup","Brad R.","brad r wenstrup","R","OH","W000815","-","-","-","-","-","-",2,6,0,19000,8000,10500,0,0,0,21100,2600,3600,0,0,0,7000,5400,5400,1000,0,0,15700,10225,10225,1000,0,0,24575,6600,6614,-1000,5600,4
"Beatty","Joyce","joyce beatty","D","OH","B001281","+","+","+","+","+","+",3,6,0,2750,0,0,500,0,0,4500,0,0,0,1500,0,5550,0,0,1500,0,0,1000,0,0,0,0,0,8100,0,0,0,475,525
"Jordan","Jim","jim jordan","R","OH","J000289","-","-","-","-","-","-",4,6,0,28200,0,4000,6000,0,0,23400,3000,6000,4000,0,0,16000,0,2000,1000,0,0,16000,0,1000,0,0,0,61476,1025,5365,1220,325,1299
"Latta","Bob","bob latta","R","OH",NA,"-","-","-","-","-","-",5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson","Bill","bill johnson","R","OH","J000292","-","-","-","-","-","-",6,6,0,104700,70225,130250,20000,0,0,213266,78856,141519,35100,1000,3500,127950,25800,38800,40000,1000,12500,124050,53140,90870,25200,0,2500,111597,18850,38350,27000,0,1029
"Gibbs","Bob","bob gibbs","R","OH","G000563","-","-","-","-","-","-",7,6,0,95050,37700,77500,25500,1000,0,69800,14600,18100,20100,0,0,34000,2000,8000,2000,1000,3500,36250,14500,20500,6500,500,1000,23758,0,3000,6000,0,4
"Boehner","John","john boehner,john a boehner","R","OH","B000589",NA,NA,NA,NA,NA,NA,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaptur","Marcy","marcy kaptur","D","OH","K000009","+","+","+","+","+","+",9,6,0,250,0,0,0,1350,9000,10500,0,4000,3000,1000,8000,8500,0,2000,4000,1000,3000,4500,0,7500,3500,1000,0,2000,0,11000,0,6850,8025
"Turner","Michael R.","michael r turner","R","OH","T000463","-","-","-","-","-","-",10,6,0,5000,0,0,0,0,0,23000,0,0,6000,0,0,29950,0,0,2000,0,0,15200,0,1000,0,0,0,28756,0,0,4372,0,4
"Fudge","Marcia L.","marcia l fudge","D","OH","F000455","+","+","+","+","+",NA,11,5,0,0,0,0,0,0,2500,14950,0,0,1250,1000,0,-600,0,0,1000,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0
"Tiberi","Pat","pat tiberi","R","OH",NA,"-","-",NA,NA,NA,NA,12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan","Tim","tim ryan","D","OH","R000577","+","+","+","+",NA,"+",13,5,0,9500,5000,7000,3500,250,0,38000,0,1000,16500,7200,500,15500,0,0,4000,6400,0,13725,5400,7400,6200,5513,322,13692,8100,10111,12432,2894,1977
"Joyce","David P.","david p joyce","R","OH","J000295","-","-","-","-","-","-",14,6,0,9500,21214,42414,0,0,0,51300,22000,34200,9200,7500,2000,29850,13900,38100,3500,3000,2200,40600,22200,36875,7000,3000,6400,66004,15150,21150,16622,0,1004
"Stivers","Steve","steve stivers","R","OH","S001187","-","-","-","-","-",NA,15,5,0,52750,24000,29000,0,0,2000,55600,17850,25050,5500,0,0,56350,15775,15775,12500,0,0,96500,21000,70475,13000,0,2000,36755,13200,13200,6000,0,0
"Renacci","Jim","jim renacci","R","OH",NA,"-","-","-","-",NA,NA,16,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
