"last_name","first_name","name","party","state","member_id","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","District","Vote_count","Vote_change","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"Morelle","Joe","joe morelle","D","NY",NA,NA,NA,NA,NA,"+","+",25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armstrong","Kelly","kelly armstrong","R","ND","A000377",NA,NA,NA,NA,"-","-",NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240501,22100,35150,18500,0,10500,150050,36200,42200,11500,2800,17000
"Sablan","Gregorio Kilili Camacho","gregorio kilili camacho sablan","D","MP","S001177",NA,NA,NA,NA,"+",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balderson","Troy","troy balderson","R","OH","B001306",NA,NA,NA,NA,"-","-",12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127598,10200,12200,5500,0,2700,85533,1000,2000,13599,0,4
"Gonzalez","Anthony","anthony gonzalez","R","OH","G000588",NA,NA,NA,NA,"-","-",16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27550,22600,30850,1500,0,3500,39202,11700,16700,1910,5600,3304
"Hern","Kevin","kevin hern","R","OK","H001082",NA,NA,NA,NA,"-",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119761,6500,6500,7000,0,0,117945,6250,6250,17160,0,100
"Horn","Kendra","kendra horn,kendra s horn","D","OK","H001083",NA,NA,NA,NA,"+",NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dean","Madeleine","madeleine dean","D","PA","D000631",NA,NA,NA,NA,"+","+",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0,0,501,4787,0,1053,0,0,1000,3540,125
"Scanlon","Mary Gay","mary gay scanlon","D","PA","S001205",NA,NA,NA,NA,"+","+",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6451,0,0,0,6997,0,3715,0,0,0,13375,10
"Houlahan","Chrissy","chrissy houlahan","D","PA","H001085",NA,NA,NA,NA,"+","+",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,0,0,15,18329,6012,2766,0,0,0,22020,2864
"Wild","Susan","susan wild","D","PA","W000826",NA,NA,NA,NA,"+","+",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0,2,2,18520,63,1318,0,400,0,39965,3499
"Meuser","Daniel","daniel meuser","R","PA","M001204",NA,NA,NA,NA,"-","-",9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keller","Fred","fred keller","R","PA","K000395",NA,NA,NA,NA,"-","-",12,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28158,8100,8100,14250,0,0
"Joyce","John","john joyce","R","PA","J000302",NA,NA,NA,NA,"-","-",13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,0,0,5000,0,0,30500,1000,1000,2500,0,0
"Reschenthaler","Guy","guy reschenthaler","R","PA","R000610",NA,NA,NA,NA,"-","-",14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53550,17400,20400,14750,0,0,75950,24525,26829,22800,0,0
"González-Colón","Jenniffer","jenniffer gonz lez col n","R","PR",NA,NA,NA,NA,NA,"-",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cunningham","Joe","joe cunningham","D","SC","C001122",NA,NA,NA,NA,"+",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,914,154,2258,0,0,5,73540,10404
"Timmons","William","william timmons,william r timmons","R","SC","T000480",NA,NA,NA,NA,"-","-",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson","Dusty","dusty johnson","R","SD","J000301",NA,NA,NA,NA,"-","-",NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29850,0,1000,0,0,13400,44036,0,5050,3250,0,20500
"Burchett","Tim","tim burchett","R","TN","B001309",NA,NA,NA,NA,"-","-",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11050,250,250,0,0,0,13580,900,900,0,0,0
"Rose","John","john rose,john w rose","R","TN","R000612",NA,NA,NA,NA,"-","-",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green","Mark","mark green,mark e green","R","TN","G000590",NA,NA,NA,NA,"-","-",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crenshaw","Dan","dan crenshaw","R","TX","C001120",NA,NA,NA,NA,"-","-",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134058,1000,7400,6900,155,2700,497554,900,1858,60733,145,5610
"Taylor","Van","van taylor","R","TX","T000479",NA,NA,NA,NA,"-","-",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121769,0,3700,0,0,0,161896,67,1067,5849,0,160
"Gooden","Lance","lance gooden","R","TX","G000589",NA,NA,NA,NA,"-","-",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66450,0,0,7700,0,0,96200,0,0,19100,0,0
"Wright","Ron","ron wright","R","TX","W000827",NA,NA,NA,NA,"-",NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34800,0,1000,0,0,0,50346,67,67,5599,0,0
"Fletcher","Lizzie","lizzie fletcher","D","TX","F000468",NA,NA,NA,NA,"+","+",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93042,0,505,16066,10351,9192,288880,0,0,92070,15936,12561
"Escobar","Veronica","veronica escobar","D","TX","E000299",NA,NA,NA,NA,"+","+",16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15383,0,0,26,3299,0,10776,0,0,190,2134,96
"Roy","Chip","chip roy","R","TX","R000614",NA,NA,NA,NA,"-","-",21,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125700,0,4700,12400,500,0,259851,67,3977,16723,0,520
"Garcia","Sylvia","sylvia garcia,sylvia r garcia","D","TX","G000587",NA,NA,NA,NA,"+","+",29,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allred","Colin","colin allred,colin z allred","D","TX","A000376",NA,NA,NA,NA,"+","+",32,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McAdams","Ben","ben mcadams","D","UT","M001209",NA,NA,NA,NA,"+",NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694,50,3350,0,15690,6766,53614,50,6276,3980,25998,16807
"Plaskett","Stacey","stacey plaskett,stacey e plaskett","D","VI","P000610",NA,NA,NA,NA,"+",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luria","Elaine","elaine luria,elaine g luria","D","VA","L000591",NA,NA,NA,NA,"+","+",2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riggleman","Denver","denver riggleman","R","VA","R000611",NA,NA,NA,NA,"-",NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,3700,3700,0,0,2700,34800,67,70,3807,0,5003
"Cline","Ben","ben cline","R","VA","C001118",NA,NA,NA,NA,"-","-",6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9950,1000,1000,3200,0,0,14707,1000,2000,10200,0,0
"Spanberger","Abigail","abigail spanberger","D","VA",NA,NA,NA,NA,NA,"+","+",7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wexton","Jennifer","jennifer wexton","D","VA","W000825",NA,NA,NA,NA,"+","+",10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494,0,2,2031,30079,12080,10525,0,10,7100,27200,1205
"Schrier","Kim","kim schrier","D","WA","S001216",NA,NA,NA,NA,"+","+",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6255,0,100,2716,58130,6917,394,0,5,0,65939,4867
"Miller","Carol","carol miller,carol d miller","R","WV","M001205",NA,NA,NA,NA,"-","-",3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steil","Bryan","bryan steil","R","WI","S001213",NA,NA,NA,NA,"-","-",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46100,7700,7700,5000,0,900,60066,0,2500,5599,0,500
"Carl","Jerry","jerry carl,jerry l carl","R","AL","C001054",NA,NA,NA,NA,NA,"-",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore","Barry","barry moore","R","AL","M001212",NA,NA,NA,NA,NA,"-",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,5000,5000,0,0,11
"Obernolte","Jay","jay obernolte","R","CA","O000019",NA,NA,NA,NA,NA,"-",8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,0,475,0,1000,0
"Garcia","Mike","mike garcia","R","CA","G000061",NA,NA,NA,NA,NA,"-",25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70269,1250,1791,3071,0,7034
"Kim","Young","young kim","R","CA","K000397",NA,NA,NA,NA,NA,"+",39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36900,2700,2700,0,0,500,29616,5660,5957,3466,10,777
"Steel","Michelle","michelle steel","R","CA","S001135",NA,NA,NA,NA,NA,"-",48,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38717,5600,5652,3229,0,2226
"Jacobs","Sara","sara jacobs","D","CA","J000305",NA,NA,NA,NA,NA,"+",53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3505,0,0,0,0,0,675,0
"Boebert","Lauren","lauren boebert","R","CO","B000825",NA,NA,NA,NA,NA,"-",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48984,2550,3593,5136,0,2495
"Cammack","Kat","kat cammack","R","FL","C001039",NA,NA,NA,NA,NA,"-",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15737,0,0,1900,0,11
"Franklin","Scott","scott franklin,c scott franklin","R","FL","F000472",NA,NA,NA,NA,NA,"-",15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donalds","Byron","byron donalds","R","FL","D000032",NA,NA,NA,NA,NA,"-",19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18063,0,50,50,0,35
"Giménez","Carlos","carlos gim nez","R","FL",NA,NA,NA,NA,NA,NA,"-",26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salazar","María  Elvira","mar a elvira salazar,maria elvira salazar","R","FL","S000168",NA,NA,NA,NA,NA,"+",27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams","Nikema","nikema williams","D","GA","W000788",NA,NA,NA,NA,NA,"+",5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourdeaux","Carolyn","carolyn bourdeaux","D","GA","B001312",NA,NA,NA,NA,NA,"+",7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,0,0,0,22097,4759,4144,0,0,3533,32422,7035
"Clyde","Andrew","andrew clyde,andrew s clyde","R","GA","C001116",NA,NA,NA,NA,NA,"-",9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greene","Marjorie Taylor","marjorie taylor greene","R","GA","G000596",NA,NA,NA,NA,NA,"-",14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6575,0,250,0,0,100
"Kahele","Kaialiʻi","kaiali i kahele","D","HI","K000396",NA,NA,NA,NA,NA,"+",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newman","Marie","marie newman","D","IL","N000192",NA,NA,NA,NA,NA,"+",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,4400,1000,1132,200,224,597,14288,1581
"Miller","Mary","mary miller,mary e miller","R","IL","M001211",NA,NA,NA,NA,NA,"-",15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mrvan","Frank","frank mrvan,frank j mrvan","D","IN","M001214",NA,NA,NA,NA,NA,"+",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spartz","Victoria","victoria spartz","R","IN","S000929",NA,NA,NA,NA,NA,"-",5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13307,2500,2605,0,1000,0
"Hinson","Ashley","ashley hinson","R","IA","H001091",NA,NA,NA,NA,NA,"-",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66884,13710,13741,16635,4,701
"Miller-Meeks","Mariannette","mariannette miller meeks","R","IA",NA,NA,NA,NA,NA,NA,"-",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feenstra","Randy","randy feenstra","R","IA","F000446",NA,NA,NA,NA,NA,"-",4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38625,0,0,2500,0,35300
"Mann","Tracey","tracey mann","R","KS","M000871",NA,NA,NA,NA,NA,"-",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32050,0,11200,1000,0,42600
"LaTurner","Jake","jake laturner","R","KS","L000266",NA,NA,NA,NA,NA,"-",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149530,0,14500,2000,0,48565
"Carter","Troy","troy carter,troy a carter","D","LA","C001125",NA,NA,NA,NA,NA,"+",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Letlow","Julia","julia letlow","R","LA","L000595",NA,NA,NA,NA,NA,"-",5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mfume","Kweisi","kweisi mfume","D","MD","M000687",NA,NA,NA,NA,NA,"+",7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,0,0,0,1000,0
"Auchincloss","Jake","jake auchincloss","D","MA","A000148",NA,NA,NA,NA,NA,"+",4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,0,0,0,150,200
"Meijer","Peter","peter meijer","R","MI","M001186",NA,NA,NA,NA,NA,"+",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18050,0,0,5300,1000,0
"McClain","Lisa","lisa mcclain,lisa c mcclain","R","MI","M001136",NA,NA,NA,NA,NA,"-",10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fischbach","Michelle","michelle fischbach","R","MN","F000470",NA,NA,NA,NA,NA,"-",7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14146,0,8,2807,8,5076
"Bush","Cori","cori bush","D","MO","B001224",NA,NA,NA,NA,NA,"+",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,11,1,637,1974,179,294,297,12902,1132
"Rosendale","Matt","matt rosendale","R","MT",NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stansbury","Melanie","melanie stansbury,melanie a stansbury","D","NM","S001218",NA,NA,NA,NA,NA,"+",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrell","Yvette","yvette herrell","R","NM","H001084",NA,NA,NA,NA,NA,"-",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133100,0,5550,2500,0,0,134431,0,3424,10711,0,10
"Leger Fernández","Teresa","teresa leger fern ndez,teresa leger fernandez","D","NM","L000273",NA,NA,NA,NA,NA,"+",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garbarino","Andrew","andrew garbarino,andrew r garbarino","R","NY","G000597",NA,NA,NA,NA,NA,"+",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malliotakis","Nicole","nicole malliotakis","R","NY","M000317",NA,NA,NA,NA,NA,"-",11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88105,2500,2502,7810,0,76
"Torres","Ritchie","ritchie torres","D","NY","T000486",NA,NA,NA,NA,NA,"+",15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647,0,0,325,4941,536
"Bowman","Jamaal","jamaal bowman","D","NY","B001223",NA,NA,NA,NA,NA,"+",16,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667,9,51,1062,15110,7783
"Jones","Mondaire","mondaire jones","D","NY","J000306",NA,NA,NA,NA,NA,"+",17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,4,121,27,2767,1320
"Jacobs","Chris","chris jacobs","R","NY","J000020",NA,NA,NA,NA,NA,"-",27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39964,0,0,15500,0,0
"Ross","Deborah","deborah ross,deborah k ross","D","NC","R000305",NA,NA,NA,NA,NA,"+",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murphy","Greg","greg murphy","R","NC",NA,NA,NA,NA,NA,NA,"-",3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manning","Kathy","kathy manning,kathy e manning","D","NC","M001135",NA,NA,NA,NA,NA,"+",6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bishop","Dan","dan bishop","R","NC","B001311",NA,NA,NA,NA,NA,"-",9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40422,2525,2645,8113,0,123
"Cawthorn","Madison","madison cawthorn","R","NC","C001104",NA,NA,NA,NA,NA,"-",11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19484,2900,3297,595,0,3100
"Bice","Stephanie","stephanie bice,stephanie i bice","R","OK","B000740",NA,NA,NA,NA,NA,"-",5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentz","Cliff","cliff bentz","R","OR","B000668",NA,NA,NA,NA,NA,"-",2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36770,0,0,6000,0,11600
"Mace","Nancy","nancy mace","R","SC","M000194",NA,NA,NA,NA,NA,"+",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46948,6125,6328,4075,0,4151
"Harshbarger","Diana","diana harshbarger","R","TN","H001086",NA,NA,NA,NA,NA,"-",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8650,0,0,0,0,0
"Fallon","Pat","pat fallon","R","TX","F000246",NA,NA,NA,NA,NA,"-",4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pfluger","August","august pfluger","R","TX","P000048",NA,NA,NA,NA,NA,"-",11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540601,0,5650,31416,0,5611
"Jackson","Ronny","ronny jackson","R","TX","J000304",NA,NA,NA,NA,NA,"-",13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68468,0,50,4225,25,2055
