"party","state","Vote_change_dummy","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"R","TN",0,10000,0,0,0,0,0,2250,1000,1000,0,0,0,8400,800,800,0,0,0,12400,0,0,0,0,0,5600,0,0,0,0,0
"D","TN",0,6000,0,0,1000,500,0,6200,0,0,1000,0,0,3500,0,0,1000,0,2700,6500,0,0,0,0,1250,4000,0,0,0,3200,1000
"R","TN",0,66405,0,1000,7000,0,500,60625,1000,2000,5000,0,0,43250,0,0,3000,1000,1000,-1750,2000,2000,-1000,0,2500,NA,NA,NA,NA,NA,NA
"R","TN",0,96500,2000,5000,16500,0,0,101600,1000,4000,13500,0,0,85900,500,500,13500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","TN",0,2750,0,0,2500,750,0,250,0,0,0,5250,0,0,0,0,0,500,500,3000,0,0,0,4500,0,0,0,0,0,3005,1000
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,85100,0,0,11500,0,0,94200,0,0,21750,0,1000,75000,0,0,7400,0,2700,6200,0,0,0,0,5000,NA,NA,NA,NA,NA,NA
"R","TX",0,42500,0,0,4650,0,0,46900,0,0,9600,0,0,37050,0,0,5700,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,171150,0,6500,12250,0,0,95800,0,10400,15200,0,0,70000,0,0,8900,0,0,10200,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"R","TX",0,172900,7000,17500,29400,0,0,142100,5500,10500,9500,0,0,234282,4500,6500,18450,0,0,64850,0,0,1000,0,1000,NA,NA,NA,NA,NA,NA
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","TX",0,8100,0,0,300,0,500,11600,0,2500,0,0,0,24200,0,0,0,0,0,4956,0,0,2700,0,1000,1133,0,15,-2700,65,0
"R","TX",0,64500,0,9300,2500,0,0,82050,1000,3600,19500,0,0,111150,0,2000,17100,0,0,126700,0,0,12200,0,1250,187041,0,3234,17032,0,1361
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,85300,0,0,2000,0,0,83850,0,2000,0,0,0,72350,0,0,0,0,1000,70900,0,0,2500,0,1000,74454,1000,1011,9509,8600,16
"R","TX",0,85275,0,0,0,0,0,101375,0,0,0,0,1750,82175,0,-1000,0,0,8000,48925,0,1000,0,0,4000,33500,0,0,0,0,0
"R","TX",0,66100,0,0,1500,0,250,97800,0,0,14350,3600,0,66550,0,3700,5750,0,0,94550,0,8100,15850,0,0,74953,0,1000,13850,0,0
"D","TX",0,22250,0,0,5000,0,0,14500,0,0,1000,0,0,2500,0,0,1000,0,0,-1000,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA
"D","TX",0,6000,0,0,0,0,0,19500,0,0,0,1000,0,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,233156,0,4333,21000,2500,0,213789,1000,7000,23500,2000,10400,223400,500,3500,17500,1000,0,188600,0,2500,22500,0,0,55100,0,0,6000,0,250
"D","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,97250,0,2500,4000,0,0,94900,0,2600,1000,0,2500,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","TX",0,66050,0,0,500,1250,4500,43250,0,0,3000,4000,2900,25600,0,0,2500,2000,0,12890,0,0,0,4700,500,788,0,0,40,123,440
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,180450,1000,1500,32750,1000,0,248000,1000,3600,35500,0,0,221200,1000,2000,49800,0,7700,206328,0,6000,44500,0,0,49373,0,0,12099,0,1000
"R","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,362933,0,2900,4650,0,0,209500,0,7200,7500,0,0,136250,0,0,0,0,0,95450,0,0,5400,0,0,154646,0,0,10899,0,10
"R","TX",0,68000,0,0,10500,0,0,67956,0,0,0,0,0,43100,0,0,0,0,0,35250,0,0,4000,0,5200,79575,0,1000,6800,2800,1000
"R","TX",0,113452,0,2833,13500,0,0,109325,0,1000,13000,6600,0,77950,0,500,13500,0,0,31600,0,0,4500,0,0,NA,NA,NA,NA,NA,NA
"D","TX",1,99125,0,3000,7500,0,0,135758,0,8000,16000,0,0,162952,1000,4800,22500,0,0,173919,1500,8000,17000,0,500,228210,1250,11750,32500,0,0
"D","TX",1,96700,0,0,17200,0,0,102350,1000,1000,23100,0,0,107700,0,0,41500,0,0,24000,0,0,11000,0,0,NA,NA,NA,NA,NA,NA
"D","TX",0,8000,0,0,3000,1500,0,8570,0,0,3500,1000,1000,4000,0,0,0,2500,0,3756,0,0,0,2000,0,23200,0,0,0,3800,0
"R","TX",0,62550,250,3650,4300,0,0,49600,0,0,6000,0,0,16700,0,0,0,0,0,62350,0,1000,5500,0,5400,64728,67,94,7670,13,26
"R","TX",0,147800,2500,10000,16000,0,0,159450,1000,3000,16300,0,0,139550,0,1000,27600,0,0,267675,0,1000,33900,0,0,25950,0,0,500,0,0
"D","TX",1,62350,0,0,1000,3200,1250,54400,0,0,4000,3500,500,71800,0,0,2000,1000,500,64006,0,0,3000,1000,0,144049,0,0,26500,500,100
"D","TX",1,13550,0,0,0,0,500,31600,0,0,0,0,1000,35000,0,0,7000,0,1000,36006,0,0,7000,1000,1000,58700,0,0,15500,0,0
"D","TX",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","UT",0,54000,8000,18000,5500,0,0,110600,7500,17750,11000,5750,3599,151516,8000,28750,25750,14750,2000,121188,16750,31750,7250,5700,0,NA,NA,NA,NA,NA,NA
"R","UT",0,42250,3000,9000,3000,0,0,65350,2500,10000,8250,0,7800,95200,8256,13756,14400,0,0,85650,4200,7200,0,0,0,29529,0,4503,0,0,0
"R","UT",0,30000,5000,5000,3000,0,0,39350,4000,8000,3250,0,0,57700,3000,5000,0,0,0,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"D","VT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,3300,0,0,1000,0,0,10500,0,5200,2000,0,0,3950,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,16250,0,2000,2000,0,0,45250,0,1000,3250,0,0,39950,0,0,5450,0,0,7500,0,0,1000,0,0,NA,NA,NA,NA,NA,NA
"R","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","WA",0,1500,0,0,500,25531,1500,10000,0,0,0,47301,1250,10000,0,0,0,33957,0,14011,0,0,0,23051,300,2805,0,0,0,16005,25
"D","WA",0,31500,12000,13000,20500,4550,250,31000,0,0,9500,0,0,34500,0,0,14000,3000,0,27751,0,0,9000,1500,15,36801,0,0,7500,1115,25
"R","WA",0,30750,1000,3850,2000,6000,0,23100,0,1250,2000,4750,666,15465,0,750,3100,0,0,31350,2700,4950,3100,0,250,53218,0,2618,9188,104,282
"R","WA",0,40375,3000,21700,9500,0,1750,96600,3500,21250,6000,1000,0,119600,0,13650,7000,0,4250,129550,0,50704,10000,0,5820,156713,67,14828,23608,0,16
"D","WA",0,2000,0,0,0,27185,3000,7500,0,0,0,43767,4050,5950,0,0,0,38079,250,12375,0,0,0,25613,0,4130,0,135,0,7200,1101
"D","WA",0,2500,0,0,0,5350,1000,0,0,0,0,7250,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","WA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,2950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","WA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","WA",0,0,0,0,0,3000,1750,1500,0,0,0,3000,500,NA,NA,NA,NA,NA,NA,0,0,0,0,4500,1700,1000,0,0,0,1075,8000
"D","WA",0,0,0,0,0,17950,5500,3100,0,0,100,11250,5000,1000,0,0,0,8250,3000,4000,0,0,0,7250,250,0,0,0,0,2000,0
"R","WV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","WI",0,2250,0,0,0,2250,0,6350,0,0,2000,2500,500,4000,0,0,2000,4100,2500,3023,0,0,0,5903,500,1295,0,36,12,7149,5201
"D","WI",0,9950,0,0,5250,20559,5600,5500,0,0,1000,3500,13000,7500,0,0,1000,4775,2000,7500,0,0,3000,1800,12375,18882,0,0,1550,2266,4125
"D","WI",0,NA,NA,NA,NA,NA,NA,0,0,0,0,1000,0,0,0,0,0,2000,0,0,0,0,0,2000,0,50,0,0,0,1575,0
"R","WI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","WI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","WI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","AL",0,NA,NA,NA,NA,NA,NA,35250,20000,20000,5000,1000,0,33450,10400,10900,4000,0,0,19200,0,2000,1000,2700,0,NA,NA,NA,NA,NA,NA
"R","AL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","AZ",0,24250,7500,8000,0,0,0,49200,6100,7600,1000,400,500,77161,0,13325,1500,125,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","AZ",0,NA,NA,NA,NA,NA,NA,0,0,0,0,5641,1000,3000,0,0,1500,9960,11231,2503,0,0,1000,5210,11000,1720,0,2045,65,313,22617
"R","AR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","AR",0,NA,NA,NA,NA,NA,NA,65150,5200,5200,0,0,0,41200,1000,2000,3000,0,2250,73400,1000,4000,2000,0,250,66900,0,3000,15000,0,250
"D","CA",0,NA,NA,NA,NA,NA,NA,8000,0,0,0,5140,0,8000,0,0,0,3750,0,7175,0,0,0,650,1500,6700,0,0,0,4050,50
"R","CA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","CA",0,NA,NA,NA,NA,NA,NA,500,0,0,0,43561,250,1103,0,0,1100,30846,755,4983,0,0,646,8075,1528,10282,0,4,440,2101,25
"D","CA",0,NA,NA,NA,NA,NA,NA,5500,0,0,5500,6350,8100,0,0,0,0,7950,0,400,0,0,150,11600,25,2153,0,0,650,4118,55
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","CA",0,NA,NA,NA,NA,NA,NA,73550,0,0,7500,0,0,63250,0,100,5000,0,4700,132550,5000,10100,23900,0,2000,-2000,0,0,0,0,0
"R","CO",0,NA,NA,NA,NA,NA,NA,124450,2000,7600,15350,0,500,64950,2300,6300,5500,0,2500,44700,0,2500,6500,0,1000,27500,0,1000,4000,0,0
"R","FL",0,NA,NA,NA,NA,NA,NA,17500,0,0,0,500,0,55400,0,0,4000,10750,4700,112361,2700,2700,15800,17792,7000,5400,0,0,0,0,0
"R","GA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","GA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","GA",0,NA,NA,NA,NA,NA,NA,10000,0,0,0,0,0,15250,0,0,1000,0,0,24000,0,500,1000,0,0,18605,0,0,5000,0,0
"R","GA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","IL",0,NA,NA,NA,NA,NA,NA,30300,16900,16900,0,0,0,30250,27050,33400,2500,0,1000,56340,32250,86825,7899,0,18000,37331,33400,36400,8099,0,6500
"R","IL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56050,5050,7050,14700,0,31600,64600,3400,8400,7500,0,33600,70100,750,3250,9300,0,33100
"R","IA",0,NA,NA,NA,NA,NA,NA,6450,0,0,0,0,6250,21900,0,0,900,0,14050,72576,5000,5000,8052,0,18500,-2500,0,0,0,0,0
"R","IA",0,NA,NA,NA,NA,NA,NA,20750,0,0,7000,0,10100,25000,0,0,2500,0,22750,48647,5000,5000,8052,0,54750,24587,5610,5680,8110,204,7271
"R","LA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","LA",0,NA,NA,NA,NA,NA,NA,122035,0,6000,8250,28000,0,169499,0,7250,35000,20550,2500,193801,2000,8500,64301,3700,2000,194560,0,3500,46900,0,2000
"R","ME",0,NA,NA,NA,NA,NA,NA,24650,4600,4600,0,0,3000,54100,0,100,3800,0,500,81920,5000,5000,6700,0,3793,-1000,0,0,0,0,0
"D","MA",0,NA,NA,NA,NA,NA,NA,15400,0,300,12400,6375,1150,7503,0,0,1000,9575,1300,8206,0,0,0,5913,1000,3306,0,0,0,4240,3110
"D","MA",0,NA,NA,NA,NA,NA,NA,9650,0,500,0,21800,250,5500,0,0,1000,13100,1000,4100,0,0,4000,1300,0,943,5,6,8,1193,2793
"R","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MI",0,NA,NA,NA,NA,NA,NA,24500,0,400,1000,0,0,20400,0,1000,0,0,0,122654,5000,5400,12052,0,0,NA,NA,NA,NA,NA,NA
"R","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","MI",0,NA,NA,NA,NA,NA,NA,14000,0,3000,6500,11076,0,14200,0,0,4000,5027,250,8000,0,0,1000,5903,250,9264,0,1500,3000,8962,1000
"D","MI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","MN",0,NA,NA,NA,NA,NA,NA,41400,500,500,0,0,0,10950,0,1000,300,0,8000,28500,0,2500,1500,0,27493,50654,0,1052,5013,0,28735
"R","MS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27450,2700,2700,3000,0,0,29087,350,350,1000,0,0,24915,2500,2500,0,0,0
"D","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NJ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NJ",0,NA,NA,NA,NA,NA,NA,1000,0,0,0,9740,1000,1000,0,0,0,2500,0,2,0,0,0,5504,0,10,0,0,0,4350,0
"R","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NY",0,NA,NA,NA,NA,NA,NA,14450,0,0,1000,0,0,64950,0,0,9000,250,1000,122590,0,0,18552,0,0,101038,0,60,22632,750,1019
"R","NC",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","NC",0,28400,0,0,1250,1700,0,29100,0,0,1500,0,0,23740,0,0,2000,0,0,37000,0,0,1000,0,3500,41666,0,2,6599,0,0
"D","NC",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","OH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5416,0,1002,25,100,0,10500,0,0,0,0,0,15016,0,0,500,0,4
"R","OK",0,NA,NA,NA,NA,NA,NA,89650,0,2600,4000,0,0,93250,0,5400,6500,0,0,85750,0,0,11000,0,0,-2500,0,0,0,0,0
"R","PA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","PA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","TX",0,NA,NA,NA,NA,NA,NA,49950,0,0,0,0,0,40050,0,0,6400,0,0,62000,0,0,9000,0,0,18550,0,1000,2500,0,0
"R","TX",0,NA,NA,NA,NA,NA,NA,115873,0,0,2600,0,250,337089,1000,3500,20900,0,2950,461594,8200,8450,51950,0,3400,76063,67,67,14399,0,250
"R","TX",0,NA,NA,NA,NA,NA,NA,41050,0,0,2500,0,0,53650,0,4700,7700,1000,0,81357,0,5400,11400,0,0,72801,0,14,6300,0,0
"R","UT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","VA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","VA",0,NA,NA,NA,NA,NA,NA,67300,8800,10800,12150,500,0,75975,4450,9450,19000,0,0,91753,6400,11400,29800,0,0,5400,0,0,0,0,0
"R","WA",0,NA,NA,NA,NA,NA,NA,6800,0,0,1800,2250,0,30400,4000,8000,5150,0,250,20000,0,1000,1500,0,0,6010,0,2000,0,0,0
"R","WV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","WV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","WI",0,NA,NA,NA,NA,NA,NA,8000,0,500,0,0,0,22150,0,0,0,0,500,34950,0,0,0,0,1000,30643,67,67,5599,0,50
"D","AZ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,250,650,5000,6500,600,9550,270,25372,0,11524,14550,29219,12272
"R","AZ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,0,5000,1000,0,0,17000,0,7500,3000,0,0,27353,0,11550,9000,0,2800
"D","CA",0,4500,0,0,2500,5500,500,4200,0,0,0,250,1500,2700,0,0,0,5400,1000,11311,0,0,0,0,5641,2986,40,5665,7,14957,6226
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,16500,0,0,14000,7400,0,3500,0,0,500,2075,3250
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,0,1500,1000,1000,3250,0,0,3250,18459,2550,1508,0,0,0,208,21000
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","CA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","DE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,8920,0,7029,0,0,3025,6223,0,7688,0,0,5155,18920,300
"R","FL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,6200,0,0,0,0,0,10610,0,0,0,0,0
"R","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","FL",0,500,0,0,0,10250,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,0,0,0,0,0,1000,0,0,0,0,0,75,0
"D","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8448,0,750,0,600,750,4120,2500,0,0,4500,0,4125,0
"D","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,0,0,0,24201,1002,28505,0,0,0,16881,0,20125,0,0,0,12928,11000
"R","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R","FL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,0,0,0,0,0,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"R","GA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11750,0,0,2500,0,0,17700,0,500,2500,0,0,65040,7800,8300,10035,0,0
"R","GA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D","IL",0,13500,0,0,1000,1350,0,NA,NA,NA,NA,NA,NA,15475,0,0,0,24665,6750,21925,500,500,250,4408,12100,25024,0,1000,1150,2492,15177
"R","IN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28035,0,2000,500,57650,0,15000,0,1000,0,0,0,23005,0,1000,0,500,30
"R","IN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,2000,4000,0,0,0,29450,11000,11000,0,0,17000,25000,0,1000,0,0,10000
"R","KS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,0,0,6000,0,25000,25082,0,0,1000,0,48693,NA,NA,NA,NA,NA,NA
