"","LastName","FirstName","Party","State","Member ID","Alias"
"471","Conrad","Kent","Democratic","North Dakota","C000705",NA
"472","Conte","Silvio O.","Republican","Massachusetts","C000709",NA
"473","Conway","Connie","Republican","California","C001128",NA
"474","Conyers","John","Democratic","Michigan","	C000714","Jr."
"475","Cook","Marlow W.","Republican","Kentucky","C000721",NA
"476","Cook","Merrill","Republican","Utah","C000722",NA
"477","Cook","Paul","Republican","California","C001094",NA
"478","Cooksey","John","Republican","Louisiana","C000735",NA
"479","Cooley","Wes","Republican","Oregon","C000737",NA
"480","Coons","Christopher A.","Democratic","Delaware","C001088",NA
"481","Cooper","Jim","Democratic","Tennessee","C000754",NA
"482","Coppersmith","Sam","Democratic","Arizona","C000767",NA
"483","Corcoran","Tom","Republican","Illinois","C000773",NA
"484","Corker","Bob","Republican","Tennessee","C001071",NA
"485","Corman","James C.","Democratic","California","C000780",NA
"486","Cornell","Robert J.","Democratic","Wisconsin","C000782",NA
"487","Cornwell","David L.","Democratic","Indiana","C000787",NA
"488","Cornyn","John","Republican","Texas","C001056",NA
"489","Corrada","Baltasar","Independent","Puerto Rico","C000788",NA
"490","Correa","J. Luis","Democratic","California","C001110",NA
"491","Cortez Masto","Catherine","Democratic","Nevada","C001113",NA
"492","Corzine","Jon S.","Democratic","New Jersey","C001042",NA
"493","Costa","Jim","Democratic","California","C001059",NA
"494","Costello","Jerry F.","Democratic","Illinois","C000794",NA
"495","Costello","Ryan A.","Republican","Pennsylvania","C001106",NA
"496","Cotter","William R.","Democratic","Connecticut","C000799",NA
"497","Cotton","Norris","Republican","New Hampshire","C000802",NA
"498","Cotton","Tom","Republican","Arkansas","C001095",NA
"499","Coughlin","Lawrence","Republican","Pennsylvania","C000807",NA
"500","Courter","Jim","Republican","New Jersey","C000809",NA
"501","Courtney","Joe","Democratic","Connecticut","C001069",NA
"502","Coverdell","Paul","Republican","Georgia","C000813",NA
"503","Cowan","William M.","Democratic","Massachusetts","C001099",NA
"504","Cox","Christopher","Republican","California","C000830",NA
"505","Cox","John W.","Democratic","Illinois","	C000836","Jr."
"506","Cox","TJ","Democratic","California","C001124",NA
"507","Coyne","James K.","Republican","Pennsylvania","C000845",NA
"508","Coyne","William J.","Democratic","Pennsylvania","C000846",NA
"509","Craig","Angie","Democratic","Minnesota","C001119",NA
"510","Craig","Larry E.","Republican","Idaho","C000858",NA
"511","Cramer","Kevin","Republican","North Dakota","C001096",NA
"512","Cramer","Robert E.","Jr. ","Democratic"," Alabama,	C000868","Bud"
"513","Crane","Daniel B.","Republican","Illinois","C000871",NA
"514","Crane","Elijah","Republican","Arizona","C001132",NA
"515","Crane","Philip M.","Republican","Illinois","C000873",NA
"516","Cranston","Alan","Democratic","California","C000877",NA
"517","Crapo","Mike","Republican","Idaho","C000880",NA
"518","Cravaack","Chip","Republican","Minnesota","C001086",NA
"519","Crawford","Eric A. ""Rick""","Republican","Arkansas","C001087",NA
"520","Cremeans","Frank A.","Republican","Ohio","C000903",NA
"521","Crenshaw","Ander","Republican","Florida","C001045",NA
"522","Crenshaw","Dan","Republican","Texas","C001120",NA
"523","Crist","Charlie","Democratic","Florida","C001111",NA
"524","Critz","Mark S.","Democratic","Pennsylvania","C001081",NA
"525","Crockett","George W.","Democratic","Michigan","	C000919","Jr."
"526","Crockett","Jasmine","Democratic","Texas","C001130",NA
"527","Cronin","Paul W.","Republican","Massachusetts","C000925",NA
"528","Crow","Jason","Democratic","Colorado","C001121",NA
"529","Crowley","Joseph","Democratic","New York","C001038",NA
"530","Cruz","Ted","Republican","Texas","C001098",NA
"531","Cubin","Barbara","Republican","Wyoming","C000962",NA
"532","Cuellar","Henry","Democratic","Texas","C001063",NA
"533","Culberson","John Abney","Republican","Texas","C001048",NA
"534","Culver","John C.","Democratic","Iowa","C000979",NA
"535","Cummings","Elijah E.","Democratic","Maryland","C000984",NA
"536","Cunningham","Joe","Democratic","South Carolina","C001122",NA
"537","Cunningham","John E.","Republican"," Washington","	C000992","Jack"
"538","Cunningham","Randy","Republican"," California","	C000994","Duke"
"539","Curbelo","Carlos","Republican","Florida","C001107",NA
"540","Curson","David Alan","Democratic","Michigan","C001089",NA
"541","Curtis","Carl T.","Republican","Nebraska","C001006",NA
"542","Curtis","John R.","Republican","Utah","C001114",NA
"543","D'Amato","Alfonse","Republican","New York","D000018",NA
"544","D'Amours","Norman E.","Democratic","New Hampshire","D000017",NA
"545","D'Esposito","Anthony","Republican","New York","D000632",NA
"546","Dahlkemper","Kathleen A.","Democratic","Pennsylvania","D000608",NA
"547","Daines","Steve","Republican","Montana","D000618",NA
"548","Danforth","John C.","Republican","Missouri","D000030",NA
"549","Daniel","Robert W.","Republican","Virginia","	D000037","Jr."
"550","Daniel","W. C.","Democratic"," Virginia","	D000038","Dan"
"551","Daniels","Dominick V.","Democratic","New Jersey","D000041",NA
"552","Danielson","George E.","Democratic","California","D000043",NA
"553","Dannemeyer","William E.","Republican","California","D000044",NA
"554","Danner","Pat","Democratic","Missouri","D000046",NA
"555","Darden","George","Democratic"," Georgia","	D000051","Buddy"
"556","Daschle","Thomas A.","Democratic","South Dakota","D000064",NA
"557","Daub","Hal","Republican","Nebraska","D000065",NA
"558","Davids","Sharice","Democratic","Kansas","D000629",NA
"559","Davidson","Warren","Republican","Ohio","D000626",NA
"560","Davis","Artur","Democratic","Alabama","D000602",NA
"561","Davis","Danny K.","Democratic","Illinois","D000096",NA
"562","Davis","David","Republican","Tennessee","D000606",NA
"563","Davis","Donald G.","Democratic","North Carolina","D000230",NA
"564","Davis","Geoff","Republican","Kentucky","D000603",NA
"565","Davis","Glenn R.","Republican","Wisconsin","D000102",NA
"566","Davis","Jack","Republican","Illinois","D000106",NA
"567","Davis","Jim","Democratic","Florida","D000114",NA
"568","Davis","Jo Ann","Republican","Virginia","D000597",NA
"569","Davis","John W.","Democratic","Georgia","D000122",NA
"570","Davis","Lincoln","Democratic","Tennessee","D000599",NA
"571","Davis","Mendel J.","Democratic","South Carolina","D000125",NA
"572","Davis","Robert W.","Republican","Michigan","D000131",NA
"573","Davis","Rodney","Republican","Illinois","D000619",NA
"574","Davis","Susan A.","Democratic","California","D000598",NA
"575","Davis","Tom","Republican","Virginia","D000136",NA
"576","Dayton","Mark","Democratic","Minnesota","D000596",NA
"577","De La Cruz","Monica","Republican","Texas","D000594",NA
"578","de la Garza","E.","Democratic","Texas","D000203",NA
"579","de Lugo","Ron","Democratic","Virgin Islands","D000209",NA
"580","Deal","Nathan","Republican","Georgia","D000168",NA
"581","Dean","Madeleine","Democratic","Pennsylvania","D000631",NA
"582","Deckard","Joel","Republican","Indiana","D000183",NA
"583","DeConcini","Dennis","Democratic","Arizona","D000185",NA
"584","DeFazio","Peter A.","Democratic","Oregon","D000191",NA
"585","DeGette","Diana","Democratic","Colorado","D000197",NA
"586","Delahunt","Bill","Democratic","Massachusetts","D000210",NA
"587","Delaney","James J.","Democratic","New York","D000211",NA
"588","Delaney","John K.","Democratic","Maryland","D000620",NA
"589","DeLauro","Rosa L.","Democratic","Connecticut","D000216",NA
"590","DeLay","Tom","Republican","Texas","D000217",NA
"591","DelBene","Suzan K.","Democratic","Washington","D000617",NA
"592","Delgado","Antonio","Democratic","New York","D000630",NA
"593","Dellenback","John","Republican","Oregon","D000220",NA
"594","Dellums","Ronald V.","Democratic","California","D000222",NA
"595","Deluzio","Christopher R.","Democratic","Pennsylvania","D000530",NA
"596","Demings","Val Butler","Democratic","Florida","D000627",NA
"597","DeMint","Jim","Republican","South Carolina","D000595",NA
"598","DeNardis","Lawrence J.","Republican","Connecticut","D000231",NA
"599","Denham","Jeff","Republican","California","D000612",NA
"600","Denholm","Frank E.","Democratic","South Dakota","D000234",NA
"601","Dennis","David W.","Republican","Indiana","D000241",NA
"602","Dent","Charles W.","Republican","Pennsylvania","D000604",NA
"603","Dent","John H.","Democratic","Pennsylvania","D000255",NA
"604","Denton","Jeremiah","Republican","Alabama","D000259",NA
"605","Derrick","Butler C.","Democratic","South Carolina","D000267",NA
"606","Derwinski","Edward J.","Republican","Illinois","D000269",NA
"607","DeSantis","Ron","Republican","Florida","D000621",NA
"608","DeSaulnier","Mark","Democratic","California","D000623",NA
"609","DesJarlais","Scott","Republican","Tennessee","D000616",NA
"610","Deutch","Theodore E.","Democratic","Florida","D000610",NA
"611","Deutsch","Peter","Democratic","Florida","D000275",NA
"612","Devine","Samuel L.","Republican","Ohio","D000279",NA
"613","DeWine","Mike","Republican","Ohio","D000294",NA
"614","Dia","Balart","Republican","Florida","	D000299","Lincoln"
"615","Dia","Balart","Republican","Florida","	D000600","Mario"
"616","Dickey","Jay","Republican","Arkansas","D000312",NA
"617","Dickinson","William L.","Republican","Alabama","D000326",NA
"618","Dicks","Norman D.","Democratic","Washington","D000327",NA
"619","Diggs","Charles C.","Democratic","Michigan","	D000344","Jr."
"620","Dingell","Debbie","Democratic","Michigan","D000624",NA
"621","Dingell","John D.","Democratic","Michigan","D000355",NA
"622","DioGuardi","Joseph J.","Republican","New York","D000359",NA
"623","Dixon","Alan J.","Democratic","Illinois","D000366",NA
"624","Dixon","Julian C.","Democratic","California","D000373",NA
"625","Djou","Charles K.","Republican","Hawaii","D000611",NA
"626","Dodd","Christopher J.","Democratic","Connecticut","D000388",NA
"627","Doggett","Lloyd","Democratic","Texas","D000399",NA
"628","Dold","Robert J.","Republican","Illinois","D000613",NA
"629","Dole","Elizabeth","Republican","North Carolina","D000601",NA
"630","Dole","Robert J.","Republican","Kansas","D000401",NA
"631","Domenici","Pete V.","Republican","New Mexico","D000407",NA
"632","Dominick","Peter H.","Republican","Colorado","D000409",NA
"633","Donalds","Byron","Republican","Florida","D000032",NA
"634","Donnelly","Brian J.","Democratic","Massachusetts","D000416",NA
"635","Donnelly","Joe","Democratic","Indiana","D000607",NA
"636","Donohue","Harold D.","Democratic","Massachusetts","D000419",NA
"637","Donovan","Daniel M.","Republican","New York","	D000625","Jr."
"638","Dooley","Calvin M.","Democratic","California","D000424",NA
"639","Doolittle","John T.","Republican","California","D000429",NA
"640","Dorgan","Byron L.","Democratic","North Dakota","D000432",NA
"641","Dorn","William Jennings Bryan","Democratic","South Carolina","D000434",NA
"642","Dornan","Robert K.","Republican","California","D000435",NA
"643","Dougherty","Charles F.","Republican","Pennsylvania","D000446",NA
"644","Douglas","Chuck","Republican","New Hampshire","D000451",NA
"645","Dowdy","Wayne","Democratic","Mississippi","D000466",NA
"646","Downey","Thomas J.","Democratic","New York","D000471",NA
"647","Downing","Thomas N.","Democratic","Virginia","D000474",NA
"648","Doyle","Michael F.","Democratic","Pennsylvania","D000482",NA
"649","Drake","Thelma D.","Republican","Virginia","D000605",NA
"650","Dreier","David","Republican","California","D000492",NA
"651","Driehaus","Steve","Democratic","Ohio","D000609",NA
"652","Drinan","Robert F.","Democratic","Massachusetts","D000499",NA
"653","du Pont","Pierre S.","Republican","Delaware","	D000558","IV"
"654","Duarte","John S.","Republican","California","D000633",NA
"655","Duckworth","Tammy","Democratic","Illinois","D000622",NA
"656","Duffy","Sean P.","Republican","Wisconsin","D000614",NA
"657","Dulski","Thaddeus J.","Democratic","New York","D000523",NA
"658","Duncan","Jeff","Republican","South Carolina","D000615",NA
"659","Duncan","John J.","Republican","Tennessee","D000534",NA
"660","Duncan","John J.","Republican","Tennessee","	D000533","Jr."
"661","Duncan","Robert B.","Democratic","Oregon","D000537",NA
"662","Dunn","Jennifer","Republican","Washington","D000549",NA
"663","Dunn","Jim","Republican","Michigan","D000548",NA
"664","Dunn","Neal P.","Republican","Florida","D000628",NA
"665","Durbin","Richard J.","Democratic","Illinois","D000563",NA
"666","Durenberger","Dave","Republican","Minnesota","D000566",NA
"667","Durkin","John A.","Democratic","New Hampshire","D000574",NA
"668","Dwyer","Bernard J.","Democratic","New Jersey","D000586",NA
"669","Dymally","Mervyn M.","Democratic","California","D000592",NA
"670","Dyson","Roy","Democratic","Maryland","D000593",NA
"671","Eagleton","Thomas F.","Democratic","Missouri","E000004",NA
"672","Early","Joseph D.","Democratic","Massachusetts","E000013",NA
"673","East","John P.","Republican","North Carolina","E000017",NA
"674","Eastland","James O.","Democratic","Mississippi","E000018",NA
"675","Eckart","Dennis E.","Democratic","Ohio","E000031",NA
"676","Eckert","Fred J.","Republican","New York","E000033",NA
"677","Eckhardt","Bob","Democratic","Texas","E000035",NA
"678","Edgar","Robert W.","Democratic","Pennsylvania","E000043",NA
"679","Edwards","Chet","Democratic","Texas","E000063",NA
"680","Edwards","Chuck","Republican","North Carolina","E000246",NA
"681","Edwards","Don","Democratic","California","E000064",NA
"682","Edwards","Donna F.","Democratic","Maryland","E000290",NA
"683","Edwards","Jack","Republican","Alabama","E000084",NA
"684","Edwards","John","Democratic","North Carolina","E000286",NA
"685","Edwards","Mickey","Republican","Oklahoma","E000077",NA
"686","Ehlers","Vernon J.","Republican","Michigan","E000092",NA
"687","Ehrlich","Robert L.","Republican","Maryland","	E000093","Jr."
"688","Eilberg","Joshua","Democratic","Pennsylvania","E000096",NA
"689","Ellison","Keith","Democratic","Minnesota","E000288",NA
"690","Ellmers","Renee L.","Republican","North Carolina","E000291",NA
"691","Ellsworth","Brad","Democratic","Indiana","E000289",NA
"692","Ellzey","Jake","Republican","Texas","E000071",NA
"693","Emanuel","Rahm","Democratic","Illinois","E000287",NA
"694","Emerson","Bill","Republican","Missouri","E000174",NA
"695","Emerson","Jo Ann","Republican","Missouri","E000172",NA
"696","Emery","David F.","Republican","Maine","E000175",NA
"697","Emmer","Tom","Republican","Minnesota","E000294",NA
"698","Engel","Eliot L.","Democratic","New York","E000179",NA
"699","English","Glenn","Democratic","Oklahoma","E000184",NA
"700","English","Karan","Democratic","Arizona","E000186",NA
"701","English","Phil","Republican","Pennsylvania","E000187",NA
"702","Ensign","John","Republican","Nevada","E000194",NA
"703","Enyart","William L.","Democratic","Illinois","E000292",NA
"704","Enzi","Michael B.","Republican","Wyoming","E000285",NA
"705","Erdahl","Arlen","Republican","Minnesota","E000198",NA
"706","Erdreich","Ben","Democratic","Alabama","E000201",NA
"707","Erlenborn","John N.","Republican","Illinois","E000204",NA
"708","Ernst","Joni","Republican","Iowa","E000295",NA
"709","Ertel","Allen E.","Democratic","Pennsylvania","E000208",NA
"710","Ervin","Sam J.","Democratic","North Carolina","	E000211","Jr."
"711","Esch","Marvin L.","Republican","Michigan","E000213",NA
"712","Escobar","Veronica","Democratic","Texas","E000299",NA
"713","Eshleman","Edwin D.","Republican","Pennsylvania","E000214",NA
"714","Eshoo","Anna G.","Democratic","California","E000215",NA
"715","Espaillat","Adriano","Democratic","New York","E000297",NA
"716","Espy","Mike","Democratic","Mississippi","E000218",NA
"717","Estes","Ron","Republican","Kansas","E000298",NA
"718","Esty","Elizabeth H.","Democratic","Connecticut","E000293",NA
"719","Etheridge","Bob","Democratic","North Carolina","E000226",NA
"720","Evans","Billy Lee","Democratic","Georgia","E000233",NA
"721","Evans","Cooper","Republican","Iowa","E000259",NA
"722","Evans","Daniel J.","Republican","Washington","E000236",NA
"723","Evans","David W.","Democratic","Indiana","E000239",NA
"724","Evans","Dwight","Democratic","Pennsylvania","E000296",NA
"725","Evans","Frank E.","Democratic","Colorado","E000240",NA
"726","Evans","Lane","Democratic","Illinois","E000250",NA
"727","Evans","Melvin H.","Republican","Virgin Islands","E000254",NA
"728","Evans","Thomas B.","Republican","Delaware","	E000258","Jr."
"729","Everett","Terry","Republican","Alabama","E000268",NA
"730","Evins","Joe L.","Democratic","Tennessee","E000273",NA
"731","Ewing","Thomas W.","Republican","Illinois","E000282",NA
"732","Exon","J. James","Democratic","Nebraska","E000284",NA
"733","Ezell","Mike","Republican","Mississippi","E000235",NA
"734","Faircloth","Lauch","Republican","North Carolina","F000437",NA
"735","Faleomavaega","Eni F. H.","Democratic","American Samoa","F000010",NA
"736","Fallin","Mary","Republican","Oklahoma","F000453",NA
"737","Fallon","Pat","Republican","Texas","F000246",NA
"738","Fannin","Paul J.","Republican","Arizona","F000013",NA
"739","Farenthold","Blake","Republican","Texas","F000460",NA
"740","Farr","Sam","Democratic","California","F000030",NA
"741","Fary","John G.","Democratic","Illinois","F000040",NA
"742","Fascell","Dante B.","Democratic","Florida","F000041",NA
"743","Faso","John J.","Republican","New York","F000464",NA
"744","Fattah","Chaka","Democratic","Pennsylvania","F000043",NA
"745","Fauntroy","Walter E.","Democratic","District of Columbia","F000046",NA
"746","Fawell","Harris W.","Republican","Illinois","F000049",NA
"747","Fazio","Vic","Democratic","California","F000053",NA
"748","Feeney","Tom","Republican","Florida","F000447",NA
"749","Feenstra","Randy","Republican","Iowa","F000446",NA
"750","Feighan","Edward F.","Democratic","Ohio","F000059",NA
"751","Feingold","Russell D.","Democratic","Wisconsin","F000061",NA
"752","Feinstein","Dianne","Democratic","California","F000062",NA
"753","Fenwick","Millicent H.","Republican","New Jersey","F000078",NA
"754","Ferguson","A. Drew","Republican","Georgia","F000465",NA
"755","Ferguson","Mike","Republican","New Jersey","F000443",NA
"756","Ferraro","Geraldine A.","Democratic","New York","F000088",NA
"757","Fetterman","John","Democratic","Pennsylvania","F000479",NA
"758","Fiedler","Bobbi","Republican","California","F000102",NA
"759","Fields","Cleo","Democratic","Louisiana","F000110",NA
"760","Fields","Jack","Republican","Texas","F000111",NA
"761","Filner","Bob","Democratic","California","F000116",NA
"762","Fincher","Stephen Lee","Republican","Tennessee","F000458",NA
"763","Findley","Paul","Republican","Illinois","F000123",NA
"764","Fingerhut","Eric D.","Democratic","Ohio","F000128",NA
"765","Finkenauer","Abby","Democratic","Iowa","F000467",NA
"766","Finstad","Brad","Republican","Minnesota","F000475",NA
"767","Fischbach","Michelle","Republican","Minnesota","F000470",NA
"768","Fischer","Deb","Republican","Nebraska","F000463",NA
"769","Fish","Hamilton","Republican","New York","	F000141","Jr."
"770","Fisher","Joesph L.","Democratic","Virginia","F000151",NA
"771","Fisher","O. C.","Democratic","Texas","F000152",NA
"772","Fithian","Floyd J.","Democratic","Indiana","F000161",NA
"773","Fitzgerald","Peter","Republican","Illinois","F000442",NA
"774","Fitzgerald","Scott","Republican","Wisconsin","F000471",NA
"775","Fitzpatrick","Brian K.","Republican","Pennsylvania","F000466",NA
"776","Fitzpatrick","Michael G.","Republican","Pennsylvania","F000451",NA
"777","Flake","Floyd H.","Democratic","New York","F000184",NA
"778","Flake","Jeff","Republican","Arizona","F000444",NA
"779","Flanagan","Michael Patrick","Republican","Illinois","F000187",NA
"780","Fleischmann","Charles J. ""Chuck""","Republican","Tennessee","F000459",NA
"781","Fleming","John","Republican","Louisiana","F000456",NA
"782","Fletcher","Ernie","Republican","Kentucky","F000441",NA
"783","Fletcher","Lizzie","Democratic","Texas","F000468",NA
"784","Flippo","Ronnie G.","Democratic","Alabama","F000208",NA
"785","Flood","Daniel J.","Democratic","Pennsylvania","F000209",NA
"786","Flood","Mike","Republican","Nebraska","F000474",NA
"787","Flores","Bill","Republican","Texas","F000461",NA
"788","Flores","Mayra","Republican","Texas","F000473",NA
"789","Florio","James J.","Democratic","New Jersey","F000215",NA
"790","Flowers","Walter","Democratic","Alabama","F000218",NA
"791","Flynt","John J.","Democratic","Georgia","	F000229","Jr."
"792","Foglietta","Thomas M.","Democratic","Pennsylvania","F000235",NA
"793","Foley","Mark","Republican","Florida","F000238",NA
"794","Foley","Thomas S.","Democratic","Washington","F000239",NA
"795","Fong","Hiram L.","Republican","Hawaii","F000245",NA
"796","Forbes","J. Randy","Republican","Virginia","F000445",NA
"797","Forbes","Michael P.","Democratic","New York","F000257",NA
"798","Ford","Gerald R.","Republican","Michigan","	F000260","Jr."
"799","Ford","Harold E.","Democratic","Tennessee","F000261",NA
"800","Ford","Harold E.","Democratic","Tennessee","	F000262","Jr."
"801","Ford","Wendell H.","Democratic","Kentucky","F000268",NA
"802","Ford","William D.","Democratic","Michigan","F000270",NA
"803","Forsythe","Edwin B.","Republican","New Jersey","F000286",NA
"804","Fortenberry","Jeff","Republican","Nebraska","F000449",NA
"805","Fortuno","Luis G.","Republican","Puerto Rico","F000452",NA
"806","Fossella","Vito","Republican","New York","F000440",NA
"807","Foster","Bill","Democratic","Illinois","F000454",NA
"808","Fountain","L. H.","Democratic","North Carolina","F000319",NA
"809","Foushee","Valerie P.","Democratic","North Carolina","F000477",NA
"810","Fowler","Tillie","Republican","Florida","F000328",NA
"811","Fowler","Wyche","Democratic","Georgia","	F000329","Jr."
"812","Fox","Jon D.","Republican","Pennsylvania","F000332",NA
"813","Foxx","Virginia","Republican","North Carolina","F000450",NA
"814","Frahm","Sheila","Republican","Kansas","F000438",NA
"815","Frank","Barney","Democratic","Massachusetts","F000339",NA
"816","Frankel","Lois","Democratic","Florida","F000462",NA
"817","Franken","Al","Democratic","Minnesota","F000457",NA
"818","Franklin","C. Scott","Republican","Florida","F000472",NA
"819","Franklin","William W.","Republican","Mississippi","F000347",NA
"820","Franks","Bob","Republican","New Jersey","F000349",NA
"821","Franks","Gary A.","Republican","Connecticut","F000348",NA
"822","Franks","Trent","Republican","Arizona","F000448",NA
"823","Fraser","Donald M.","Democratic","Minnesota","F000350",NA
"824","Frazer","Victor O.","Independent","Virgin Islands","F000351",NA
"825","Frelinghuysen","Peter H. B.","Republican","New Jersey","F000371",NA
"826","Frelinghuysen","Rodney P.","Republican","New Jersey","F000372",NA
"827","Frenzel","Bill","Republican","Minnesota","F000380",NA
"828","Frey","Lou","Republican","Florida","	F000381","Jr."
"829","Frisa","Dan","Republican","New York","F000387",NA
"830","Frist","William H.","Republican","Tennessee","F000439",NA
"831","Froehlich","Harold V.","Republican","Wisconsin","F000388",NA
"832","Frost","Martin","Democratic","Texas","F000392",NA
"833","Frost","Maxwell","Democratic","Florida","F000476",NA
"834","Fry","Russell","Republican","South Carolina","F000478",NA
"835","Fudge","Marcia L.","Democratic","Ohio","F000455",NA
"836","Fulbright","James","Democratic","Arkansas","F000401",NA
"837","Fulcher","Russ","Republican","Idaho","F000469",NA
"838","Fulton","Richard","Democratic","Tennessee","F000424",NA
"839","Funderburk","David","Republican","North Carolina","F000426",NA
"840","Fuqua","Don","Democratic","Florida","F000430",NA
"841","Furse","Elizabeth","Democratic","Oregon","F000434",NA
"842","Fuster","Jamie B.","Democratic","Puerto Rico","F000435",NA
"843","Gabbard","Tulsi","Democratic","Hawaii","G000571",NA
"844","Gaetz","Matt","Republican","Florida","G000578",NA
"845","Gallagher","Mike","Republican","Wisconsin","G000579",NA
"846","Gallegly","Elton","Republican","California","G000021",NA
"847","Gallego","Pete P.","Democratic","Texas","G000572",NA
"848","Gallego","Ruben","Democratic","Arizona","G000574",NA
"849","Gallo","Dean A.","Republican","New Jersey","G000025",NA
"850","Gammage","Robert A.","Democratic","Texas","G000036",NA
"851","Ganske","Greg","Republican","Iowa","G000041",NA
"852","Garamendi","John","Democratic","California","G000559",NA
"853","Garbarino","Andrew R.","Republican","New York","G000597",NA
"854","García","Jesús G. ""Chuy""","Democratic","Illinois","G000586",NA
"855","Garcia","Joe","Democratic","Florida","G000573",NA
"856","Garcia","Mike","Republican","California","G000061",NA
"857","Garcia","Robert","Democratic","New York","G000047",NA
"858","Garcia","Robert","Democratic","California","G000598",NA
"859","Garcia","Sylvia R.","Democratic","Texas","G000587",NA
"860","Gardner","Cory","Republican","Colorado","G000562",NA
"861","Garn","E. J.","Republican"," Utah","	G000072","Jake"
"862","Garrett","Scott","Republican","New Jersey","G000548",NA
"863","Garrett","Thomas A.","Republican","Virginia","	G000580","Jr."
"864","Gaydos","Joseph M.","Democratic","Pennsylvania","G000105",NA
"865","Gejdenson","Sam","Democratic","Connecticut","G000120",NA
"866","Gekas","George W.","Republican","Pennsylvania","G000121",NA
"867","Gephardt","Richard A.","Democratic","Missouri","G000132",NA
"868","Geren","Pete","Democratic","Texas","G000134",NA
"869","Gerlach","Jim","Republican","Pennsylvania","G000549",NA
"870","Gettys","Tom S.","Democratic","South Carolina","G000144",NA
"871","Giaimo","Robert N.","Democratic","Connecticut","G000151",NA
"872","Gianforte","Greg","Republican","Montana","G000584",NA
"873","Gibbons","Jim","Republican","Nevada","G000152",NA
"874","Gibbons","Sam","Democratic","Florida","G000153",NA
"875","Gibbs","Bob","Republican","Ohio","G000563",NA
"876","Gibson","Christopher P.","Republican","New York","G000564",NA
"877","Giffords","Gabrielle","Democratic","Arizona","G000554",NA
"878","Gilchrest","Wayne T.","Republican","Maryland","G000180",NA
"879","Gillibrand","Kirsten E.","Democratic","New York","G000555",NA
"880","Gillmor","Paul E.","Republican","Ohio","G000210",NA
"881","Gilman","Benjamin A.","Republican","New York","G000212",NA
"882","Gimenez","Carlos A.","Republican","Florida","G000593",NA
"883","Gingrey","Phil","Republican","Georgia","G000550",NA
"884","Gingrich","Newt","Republican","Georgia","G000225",NA
"885","Ginn","Bo","Democratic","Georgia","G000226",NA
"886","Glenn","John H.","Democratic","Ohio","	G000236","Jr."
"887","Glickman","Dan","Democratic","Kansas","G000240",NA
"888","Gohmert","Louie","Republican","Texas","G000552",NA
"889","Golden","Jared F.","Democratic","Maine","G000592",NA
"890","Goldman","Daniel S.","Democratic","New York","G000599",NA
"891","Goldwater","Barry","Republican","Arizona","G000267",NA
"892","Goldwater","Barry","Republican","California","	G000268","Jr."
"893","Gomez","Jimmy","Democratic","California","G000585",NA
"894","Gonzales","Tony","Republican","Texas","G000594",NA
"895","Gonzalez","Anthony","Republican","Ohio","G000588",NA
"896","Gonzalez","Charles A.","Democratic","Texas","G000544",NA
"897","Gonzalez","Henry B.","Democratic","Texas","G000272",NA
"898","Gonzalez","Vicente","Democratic","Texas","G000581",NA
"899","Gonzále","Colón","Republican","Puerto Rico","	G000582","Jenniffer"
"900","Good","Bob","Republican","Virginia","G000595",NA
"901","Goode","Virgil H.","Republican","Virginia","	G000280","Jr."
"902","Gooden","Lance","Republican","Texas","G000589",NA
"903","Goodlatte","Bob","Republican","Virginia","G000289",NA
"904","Goodling","George A.","Republican","Pennsylvania","G000290",NA
"905","Goodling","William F.","Republican","Pennsylvania","G000291",NA
"906","Goodwin","Carte Patrick","Democratic","West Virginia","G000561",NA
"907","Gordon","Bart","Democratic","Tennessee","G000309",NA
"908","Gore","Albert","Democratic","Tennessee","	G000321","Jr."
"909","Gorton","Slade","Republican","Washington","G000333",NA
"910","Gosar","Paul A.","Republican","Arizona","G000565",NA
"911","Goss","Porter J.","Republican","Florida","G000336",NA
"912","Gottheimer","Josh","Democratic","New Jersey","G000583",NA
"913","Gowdy","Trey","Republican","South Carolina","G000566",NA
"914","Gradison","Willis D.","Republican","Ohio","	G000349","Jr."
"915","Graham","Bob","Democratic","Florida","G000352",NA
"916","Graham","Gwen","Democratic","Florida","G000575",NA
"917","Graham","Lindsey","Republican","South Carolina","G000359",NA
"918","Gramm","Phil","Republican","Texas","G000365",NA
"919","Grams","Rod","Republican","Minnesota","G000367",NA
"920","Grandy","Fred","Republican","Iowa","G000371",NA
"921","Granger","Kay","Republican","Texas","G000377",NA
"922","Grant","Bill","Republican","Florida","G000382",NA
"923","Grassley","Chuck","Republican","Iowa","G000386",NA
"924","Grasso","Ella T.","Democratic","Connecticut","G000387",NA
"925","Gravel","Mike","Democratic","Alaska","G000388",NA
"926","Graves","Garret","Republican","Louisiana","G000577",NA
"927","Graves","Sam","Republican","Missouri","G000546",NA
"928","Graves","Tom","Republican","Georgia","G000560",NA
"929","Gray","Kenneth J.","Democratic","Illinois","G000400",NA
"930","Gray","William H.","Democratic","Pennsylvania","	G000402","III"
"931","Grayson","Alan","Democratic","Florida","G000556",NA
"932","Green","Al","Democratic","Texas","G000553",NA
"933","Green","Edith","Democratic","Oregon","G000407",NA
"934","Green","Gene","Democratic","Texas","G000410",NA
"935","Green","Mark","Republican","Wisconsin","G000545",NA
