"","LastName","FirstName","Party","State","Member ID","Alias"
"1387","LeFante","Joseph A.","Democratic","New Jersey","L000561",NA
"1388","Leger Fernandez","Teresa","Democratic","New Mexico","L000273",NA
"1389","Leggett","Robert L.","Democratic","California","L000221",NA
"1390","Lehman","Richard H.","Democratic","California","L000225",NA
"1391","Lehman","William","Democratic","Florida","L000226",NA
"1392","Leland","Mickey","Democratic","Texas","L000237",NA
"1393","LeMieux","George S.","Republican","Florida","L000572",NA
"1394","Lent","Norman F.","Republican","New York","L000243",NA
"1395","Lesko","Debbie","Republican","Arizona","L000589",NA
"1396","Letlow","Julia","Republican","Louisiana","L000595",NA
"1397","Levin","Andy","Democratic","Michigan","L000592",NA
"1398","Levin","Carl","Democratic","Michigan","L000261",NA
"1399","Levin","Mike","Democratic","California","L000593",NA
"1400","Levin","Sander M.","Democratic","Michigan","L000263",NA
"1401","Levine","Mel","Democratic","California","L000264",NA
"1402","Levitas","Elliott H.","Democratic","Georgia","L000265",NA
"1403","Levy","David A.","Republican","New York","L000267",NA
"1404","Lewis","Jason","Republican","Minnesota","L000587",NA
"1405","Lewis","Jerry","Republican","California","L000274",NA
"1406","Lewis","John","Democratic","Georgia","L000287",NA
"1407","Lewis","Ron","Republican","Kentucky","L000293",NA
"1408","Lewis","Thomas F.","Republican","Florida","L000295",NA
"1409","Lieberman","Joseph I.","Connecticut","L000304","L000304","Independent Democrat"
"1410","Lieu","Ted","Democratic","California","L000582",NA
"1411","Lightfoot","Jim","Republican","Iowa","L000305",NA
"1412","Lincoln","Blanche L.","Democratic","Arkansas","L000035",NA
"1413","Linder","John","Republican","Georgia","L000321",NA
"1414","Lipinski","Daniel","Democratic","Illinois","L000563",NA
"1415","Lipinski","William O.","Democratic","Illinois","L000342",NA
"1416","Litton","Jerry","Democratic","Missouri","L000360",NA
"1417","Livingston","Bob","Republican","Louisiana","L000371",NA
"1418","Lloyd","James F.","Democratic","California","L000379",NA
"1419","Lloyd","Marilyn","Democratic","Tennessee","L000381",NA
"1420","LoBiondo","Frank A.","Republican","New Jersey","L000554",NA
"1421","Loebsack","David","Democratic","Iowa","L000565",NA
"1422","Loeffler","Kelly","Republican","Georgia","L000594",NA
"1423","Loeffler","Tom","Republican","Texas","L000396",NA
"1424","Lofgren","Zoe","Democratic","California","L000397",NA
"1425","Long","Billy","Republican","Missouri","L000576",NA
"1426","Long","Cathy","Democratic"," Louisiana","	L000411","Mrs. Gillis"
"1427","Long","Clarence D.","Democratic","Maryland","L000413",NA
"1428","Long","Gillis W.","Democratic","Louisiana","L000417",NA
"1429","Long","Jill L.","Democratic","Indiana","L000420",NA
"1430","Long","Russell B.","Democratic","Louisiana","L000428",NA
"1431","Longley","James B.","Republican","Maine","	L000431","Jr."
"1432","Lott","Trent","Republican","Mississippi","L000447",NA
"1433","Loudermilk","Barry","Republican","Georgia","L000583",NA
"1434","Love","Mia B.","Republican","Utah","L000584",NA
"1435","Lowenthal","Alan S.","Democratic","California","L000579",NA
"1436","Lowery","Bill","Republican","California","L000479",NA
"1437","Lowey","Nita M.","Democratic","New York","L000480",NA
"1438","Lowry","Mike","Democratic","Washington","L000486",NA
"1439","Lucas","Frank D.","Republican","Oklahoma","L000491",NA
"1440","Lucas","Ken","Democratic","Kentucky","L000558",NA
"1441","Luetkemeyer","Blaine","Republican","Missouri","L000569",NA
"1442","Lugar","Richard G.","Republican","Indiana","L000504",NA
"1443","Lujan Grisham","Michelle","Democratic","New Mexico","L000580",NA
"1444","Lujan","Ben Ray","Democratic","New Mexico","L000570",NA
"1445","Lujan","Manuel","Republican","New Mexico","	L000506","Jr."
"1446","Luken","Charles","Democratic","Ohio","L000507",NA
"1447","Luken","Thomas A.","Democratic","Ohio","L000508",NA
"1448","Lukens","Donald E.","Republican","Ohio","L000509",NA
"1449","Lummis","Cynthia M.","Republican","Wyoming","L000571",NA
"1450","Luna","Anna Paulina","Republican","Florida","L000596",NA
"1451","Lundine","Stanley N.","Democratic","New York","L000516",NA
"1452","Lungren","Daniel E.","Republican","California","L000517",NA
"1453","Luria","Elaine G.","Democratic","Virginia","L000591",NA
"1454","Luther","Bill","Democratic","Minnesota","L000521",NA
"1455","Luttrell","Morgan","Republican","Texas","L000603",NA
"1456","Lynch","Stephen F.","Democratic","Massachusetts","L000562",NA
"1457","MacArthur","Thomas","Republican","New Jersey","M001193",NA
"1458","Macdonald","Torbert H.","Democratic","Massachusetts","M000005",NA
"1459","Mace","Nancy","Republican","South Carolina","M000194",NA
"1460","Machtley","Ronald K.","Republican","Rhode Island","M000015",NA
"1461","Mack","Connie","Republican","Florida","M001155",NA
"1462","Mack","Connie","Republican","Florida","	M000019","III"
"1463","MacKay","Buddy","Democratic","Florida","M000023",NA
"1464","Madden","Ray J.","Democratic","Indiana","M000039",NA
"1465","Madigan","Edward R.","Republican","Illinois","M000041",NA
"1466","Maffei","Daniel B.","Democratic","New York","M001171",NA
"1467","Magaziner","Seth","Democratic","Rhode Island","M001223",NA
"1468","Magnuson","Warren G.","Democratic","Washington","M000053",NA
"1469","Maguire","Andrew","Democratic","New Jersey","M000058",NA
"1470","Mahon","George H.","Democratic","Texas","M000065",NA
"1471","Mahoney","Tim","Democratic","Florida","M001164",NA
"1472","Mailliard","William S.","Republican","California","M000070",NA
"1473","Majette","Denise L.","Democratic","Georgia","M001145",NA
"1474","Malinowski","Tom","Democratic","New Jersey","M001203",NA
"1475","Mallary","Richard W.","Republican","Vermont","M000078",NA
"1476","Malliotakis","Nicole","Republican","New York","M000317",NA
"1477","Maloney","Carolyn B.","Democratic","New York","M000087",NA
"1478","Maloney","James H.","Democratic","Connecticut","M000090",NA
"1479","Maloney","Sean Patrick","Democratic","New York","M001185",NA
"1480","Maloy","Celeste","Republican","Utah","M001228",NA
"1481","Manchin","Joe","Democratic","West Virginia","	M001183","III"
"1482","Mann","David","Democratic","Ohio","M000100",NA
"1483","Mann","James R.","Democratic","South Carolina","M000105",NA
"1484","Mann","Tracey","Republican","Kansas","M000871",NA
"1485","Manning","Kathy E.","Democratic","North Carolina","M001135",NA
"1486","Mansfield","Mike","Democratic","Montana","M000113",NA
"1487","Manton","Thomas J.","Democratic","New York","M000117",NA
"1488","Manzullo","Donald A.","Republican","Illinois","M001138",NA
"1489","Maraziti","Joseph J.","Republican","New Jersey","M000121",NA
"1490","Marchant","Kenny","Republican","Texas","M001158",NA
"1491","Margolie","Mezvinsky","Democratic","Pennsylvania","	M000129","Marjorie"
"1492","Marino","Tom","Republican","Pennsylvania","M001179",NA
"1493","Markey","Betsy","Democratic","Colorado","M001172",NA
"1494","Markey","Edward J.","Democratic","Massachusetts","M000133",NA
"1495","Marks","Marc L.","Republican","Pennsylvania","M000136",NA
"1496","Marlenee","Ron","Republican","Montana","M000139",NA
"1497","Marriott","David Daniel","Republican","Utah","M000143",NA
"1498","Marshall","Jim","Democratic","Georgia","M001146",NA
"1499","Marshall","Roger","Republican","Kansas","M001198",NA
"1500","Martin","David O'B.","Republican","New York","M000174",NA
"1501","Martin","David T.","Republican","Nebraska","M000175",NA
"1502","Martin","James G.","Republican","North Carolina","M000183",NA
"1503","Martin","Lynn M.","Republican","Illinois","M000195",NA
"1504","Martinez","Matthew G.","Republican","California","M000206",NA
"1505","Martinez","Mel","Republican","Florida","M001162",NA
"1506","Martini","William J.","Republican","New Jersey","M000207",NA
"1507","Mascara","Frank","Democratic","Pennsylvania","M000212",NA
"1508","Massa","Eric J. J.","Democratic","New York","M001173",NA
"1509","Massie","Thomas","Republican","Kentucky","M001184",NA
"1510","Mast","Brian J.","Republican","Florida","M001199",NA
"1511","Matheson","Jim","Democratic","Utah","M001142",NA
"1512","Mathews","Harlan","Democratic","Tennessee","M000236",NA
"1513","Mathias","Charles McC.","Republican","Maryland","	M000241","Jr."
"1514","Mathias","Robert B.","Republican"," California","	M000242","Bob"
"1515","Mathis","Dawson","Democratic","Georgia","M000244",NA
"1516","Matsui","Doris O.","Democratic","California","M001163",NA
"1517","Matsui","Robert T.","Democratic","California","M000249",NA
"1518","Matsunaga","Spark M.","Democratic","Hawaii","M000250",NA
"1519","Mattingly","Mack","Republican","Georgia","M000257",NA
"1520","Mattox","James A.","Democratic","Texas","M000260",NA
"1521","Mavroules","Nicholas","Democratic","Massachusetts","M000264",NA
"1522","Mayne","Wiley","Republican","Iowa","M000286",NA
"1523","Mazzoli","Romano L.","Democratic","Kentucky","M000291",NA
"1524","McAdams","Ben","Democratic","Utah","M001209",NA
"1525","McAllister","Vance M.","Republican","Louisiana","M001192",NA
"1526","McBath","Lucy","Democratic","Georgia","M001208",NA
"1527","McCain","John","Republican","Arizona","M000303",NA
"1528","McCandless","Alfred A.","Republican"," California","	M000306","Al"
"1529","McCarthy","Carolyn","Democratic","New York","M000309",NA
"1530","McCarthy","Karen","Democratic","Missouri","M000316",NA
"1531","McCarthy","Kevin","Republican","California","M001165",NA
"1532","McCaskill","Claire","Democratic","Missouri","M001170",NA
"1533","McCaul","Michael T.","Republican","Texas","M001157",NA
"1534","McClain","Lisa C.","Republican","Michigan","M001136",NA
"1535","McClellan","Jennifer L.","Democratic","Virginia","M001227",NA
"1536","McClellan","John L.","Democratic","Arkansas","M000332",NA
"1537","McClintock","Tom","Republican","California","M001177",NA
"1538","McClory","Robert","Republican","Illinois","M000340",NA
"1539","McCloskey","Frank","Democratic","Indiana","M000342",NA
"1540","McCloskey","Paul N.","Republican","California","	M000343","Jr."
"1541","McClure","James A.","Republican","Idaho","M000346",NA
"1542","McCollister","John Y.","Republican","Nebraska","M000349",NA
"1543","McCollum","Betty","Democratic","Minnesota","M001143",NA
"1544","McCollum","Bill","Republican","Florida","M000350",NA
"1545","McConnell","Mitch","Republican","Kentucky","M000355",NA
"1546","McCormack","Mike","Democratic","Washington","M000365",NA
"1547","McCormick","Richard","Republican","Georgia","M001218",NA
"1548","McCotter","Thaddeus G.","Republican","Michigan","M001147",NA
"1549","McCrery","Jim","Republican","Louisiana","M000388",NA
"1550","McCurdy","Dave","Democratic","Oklahoma","M000398",NA
"1551","McDade","Joseph M.","Republican","Pennsylvania","M000399",NA
"1552","McDermott","Jim","Democratic","Washington","M000404",NA
"1553","McDonald","Lawrence P.","Democratic","Georgia","M000413",NA
"1554","McEachin","A. Donald","Democratic","Virginia","M001200",NA
"1555","McEwen","Bob","Republican","Ohio","M000432",NA
"1556","McEwen","Robert C.","Republican","New York","M000433",NA
"1557","McFall","John J.","Democratic","California","M000436",NA
"1558","McGarvey","Morgan","Democratic","Kentucky","M001220",NA
"1559","McGee","Gale W.","Democratic","Wyoming","M000445",NA
"1560","McGovern","George","Democratic","South Dakota","M000452",NA
"1561","McGovern","James P.","Democratic","Massachusetts","M000312",NA
"1562","McGrath","Raymond J.","Republican","New York","M000458",NA
"1563","McHale","Paul","Democratic","Pennsylvania","M000466",NA
"1564","McHenry","Patrick T.","Republican","North Carolina","M001156",NA
"1565","McHugh","John M.","Republican","New York","M000472",NA
"1566","McHugh","Matthew F.","Democratic","New York","M000473",NA
"1567","McInnis","Scott","Republican","Colorado","M000477",NA
"1568","McIntosh","David M.","Republican","Indiana","M000481",NA
"1569","McIntyre","Mike","Democratic","North Carolina","M000485",NA
"1570","McIntyre","Thomas J.","Democratic","New Hampshire","M000486",NA
"1571","McKay","K. Gunn","Democratic","Utah","M000490",NA
"1572","McKeon","Howard P. ""Buck""","Republican","California","M000508",NA
"1573","McKernan","John R.","Republican","Maine","	M000512","Jr."
"1574","McKinley","David B.","Republican","West Virginia","M001180",NA
"1575","McKinney","Cynthia A.","Democratic","Georgia","M000523",NA
"1576","McKinney","Stewart B.","Republican","Connecticut","M000527",NA
"1577","McMahon","Michael E.","Democratic","New York","M001174",NA
"1578","McMillan","J. Alex","Republican","North Carolina","M000566",NA
"1579","McMillen","Thomas","Democratic","Maryland","M000573",NA
"1580","McMorris Rodgers","Cathy","Republican","Washington","M001159",NA
"1581","McNerney","Jerry","Democratic","California","M001166",NA
"1582","McNulty","James F.","Democratic","Arizona","	M000589","Jr."
"1583","McNulty","Michael R.","Democratic","New York","M000590",NA
"1584","McSally","Martha","Republican","Arizona","M001197",NA
"1585","McSpadden","Clem Rogers","Democratic","Oklahoma","M000603",NA
"1586","Meadows","Mark","Republican","North Carolina","M001187",NA
"1587","Meeds","Lloyd","Democratic","Washington","M000626",NA
"1588","Meehan","Martin T.","Democratic","Massachusetts","M000627",NA
"1589","Meehan","Patrick","Republican","Pennsylvania","M001181",NA
"1590","Meek","Carrie P.","Democratic","Florida","M000628",NA
"1591","Meek","Kendrick B.","Democratic","Florida","M001148",NA
"1592","Meeks","Gregory W.","Democratic","New York","M001137",NA
"1593","Meijer","Peter","Republican","Michigan","M001186",NA
"1594","Melancon","Charlie","Democratic","Louisiana","M001161",NA
"1595","Melcher","John","Democratic","Montana","M000635",NA
"1596","Menendez","Robert","Democratic","New Jersey","M000639",NA
"1597","Meng","Grace","Democratic","New York","M001188",NA
"1598","Merkley","Jeff","Democratic","Oregon","M001176",NA
"1599","Messer","Luke","Republican","Indiana","M001189",NA
"1600","Metcalf","Jack","Republican","Washington","M000669",NA
"1601","Metcalf","Lee","Democratic","Montana","M000671",NA
"1602","Metcalfe","Ralph H.","Democratic","Illinois","M000675",NA
"1603","Metzenbaum","Howard M.","Democratic","Ohio","M000678",NA
"1604","Meuser","Daniel","Republican","Pennsylvania","M001204",NA
"1605","Meyers","Jan","Republican","Kansas","M000684",NA
"1606","Meyner","Helen S.","Democratic","New Jersey","M000685",NA
"1607","Mezvinsky","Edward","Democratic","Iowa","M000686",NA
"1608","Mfume","Kweisi","Democratic","Maryland","M000687",NA
"1609","Mica","Daniel Andrew","Democratic","Florida","M000688",NA
"1610","Mica","John L.","Republican","Florida","M000689",NA
"1611","Michaud","Michael H.","Democratic","Maine","M001149",NA
"1612","Michel","Robert H.","Republican","Illinois","M000692",NA
"1613","Mikulski","Barbara A.","Democratic","Maryland","M000702",NA
"1614","Mikva","Abner J.","Democratic","Illinois","M000703",NA
"1615","Milford","Dale","Democratic","Texas","M000708",NA
"1616","Millende","McDonald","Democratic","California","	M000714","Juanita"
"1617","Miller","Brad","Democratic","North Carolina","M001154",NA
"1618","Miller","Candice S.","Republican","Michigan","M001150",NA
"1619","Miller","Carol D.","Republican","West Virginia","M001205",NA
"1620","Miller","Clarence E.","Republican","Ohio","M000718",NA
"1621","Miller","Dan","Republican","Florida","M000720",NA
"1622","Miller","Gary G.","Republican","California","M001139",NA
"1623","Miller","George","Democratic","California","M000725",NA
"1624","Miller","Jeff","Republican","Florida","M001144",NA
"1625","Miller","John R.","Republican","Washington","M000736",NA
"1626","Miller","Mary E.","Republican","Illinois","M001211",NA
"1627","Miller","Max L.","Republican","Ohio","M001222",NA
"1628","Miller","Zell","Democratic","Georgia","M001141",NA
"1629","Mille","Meeks","Republican","Iowa","	M001215","Mariannette"
"1630","Mills","Cory","Republican","Florida","M001216",NA
"1631","Mills","Wilbur D.","Democratic","Arkansas","M000778",NA
"1632","Mills","William O.","Republican","Maryland","M000779",NA
"1633","Mineta","Norman Y.","Democratic","California","M000794",NA
"1634","Minge","David","Democratic","Minnesota","M000795",NA
"1635","Minish","Joseph G.","Democratic","New Jersey","M000796",NA
"1636","Mink","Patsy T.","Democratic","Hawaii","M000797",NA
"1637","Minnick","Walter","Democratic","Idaho","M001175",NA
"1638","Minshall","William E.","Republican","Ohio","M000799",NA
"1639","Mitchell","Donald J.","Republican","New York","M000808",NA
"1640","Mitchell","George J.","Democratic","Maine","M000811",NA
"1641","Mitchell","Harry E.","Democratic","Arizona","M001167",NA
"1642","Mitchell","Parren J.","Democratic","Maryland","M000826",NA
"1643","Mitchell","Paul","Independent","Michigan","M001201",NA
"1644","Mizell","Wilmer","Republican","North Carolina","M000833",NA
"1645","Moakley","John Joseph","Democratic","Massachusetts","M000834",NA
"1646","Moffett","Toby","Democratic","Connecticut","M000839",NA
"1647","Molinari","Guy","Republican","New York","M000842",NA
"1648","Molinari","Susan","Republican","New York","M000843",NA
"1649","Molinaro","Marcus J.","Republican","New York","M001221",NA
"1650","Mollohan","Alan B.","Democratic","West Virginia","M000844",NA
"1651","Mollohan","Robert H.","Democratic","West Virginia","M000845",NA
"1652","Mondale","Walter F.","Democratic","Minnesota","M000851",NA
"1653","Monson","David S.","Republican","Utah","M000860",NA
"1654","Montgomery","G. V.","Democratic"," Mississippi","	M000865","Sonny"
"1655","Montoya","Joseph M.","Democratic","New Mexico","M000876",NA
"1656","Moody","Jim","Democratic","Wisconsin","M000881",NA
"1657","Moolenaar","John R.","Republican","Michigan","M001194",NA
"1658","Mooney","Alexander X.","Republican","West Virginia","M001195",NA
"1659","Moore","Barry","Republican","Alabama","M001212",NA
"1660","Moore","Blake D.","Republican","Utah","M001213",NA
"1661","Moore","Dennis","Democratic","Kansas","M001140",NA
"1662","Moore","Gwen","Democratic","Wisconsin","M001160",NA
"1663","Moore","W. Henson","Republican","Louisiana","M000923",NA
"1664","Moorhead","Carlos J.","Republican","California","M000926",NA
"1665","Moorhead","William S.","Democratic","Pennsylvania","M000930",NA
"1666","Moran","James P.","Democratic","Virginia","M000933",NA
"1667","Moran","Jerry","Republican","Kansas","M000934",NA
"1668","Moran","Nathaniel","Republican","Texas","M001224",NA
"1669","Morella","Constance A.","Republican","Maryland","M000941",NA
"1670","Morelle","Joseph D.","Democratic","New York","M001206",NA
"1671","Morgan","Robert B.","Democratic","North Carolina","M000956",NA
"1672","Morgan","Thomas E.","Democratic","Pennsylvania","M000958",NA
"1673","Morrison","Bruce A.","Democratic","Connecticut","M000992",NA
"1674","Morrison","Sid","Republican","Washington","M000999",NA
"1675","Mosele","Braun","Democratic","Illinois","	M001025","Carol"
"1676","Mosher","Charles A.","Republican","Ohio","M001031",NA
"1677","Moskowitz","Jared","Democratic","Florida","M001217",NA
"1678","Moss","Frank E.","Democratic","Utah","M001033",NA
"1679","Moss","John E.","Democratic","California","M001035",NA
"1680","Mottl","Ronald M.","Democratic","Ohio","M001044",NA
"1681","Moulton","Seth","Democratic","Massachusetts","M001196",NA
"1682","Moylan","James C.","Republican","Guam","M001219",NA
"1683","Moynihan","Daniel Patrick","Democratic","New York","M001054",NA
"1684","Mrazek","Robert J.","Democratic","New York","M001057",NA
"1685","Mrvan","Frank J.","Democratic","Indiana","M001214",NA
"1686","Mucarse","Powell","Democratic","Florida","	M001207","Debbie"
"1687","Mullin","Kevin","Democratic","California","M001225",NA
"1688","Mullin","Markwayne","Republican","Oklahoma","M001190",NA
"1689","Mulvaney","Mick","Republican","South Carolina","M001182",NA
"1690","Murkowski","Frank H.","Republican","Alaska","M001085",NA
"1691","Murkowski","Lisa","Republican","Alaska","M001153",NA
"1692","Murphy","Austin J.","Democratic","Pennsylvania","M001088",NA
"1693","Murphy","Christopher","Democratic","Connecticut","M001169",NA
"1694","Murphy","Gregory F.","Republican","North Carolina","M001210",NA
"1695","Murphy","John M.","Democratic","New York","M001098",NA
"1696","Murphy","Morgan F.","Democratic","Illinois","M001101",NA
"1697","Murphy","Patrick","Democratic","Florida","M001191",NA
"1698","Murphy","Patrick J.","Democratic","Pennsylvania","M001168",NA
"1699","Murphy","Scott","Democratic","New York","M001178",NA
"1700","Murphy","Stephanie N.","Democratic","Florida","M001202",NA
"1701","Murphy","Tim","Republican","Pennsylvania","M001151",NA
"1702","Murray","Patty","Democratic","Washington","M001111",NA
"1703","Murtha","John P.","Democratic","Pennsylvania","M001120",NA
"1704","Musgrave","Marilyn N.","Republican","Colorado","M001152",NA
"1705","Muskie","Edmund S.","Democratic","Maine","M001121",NA
"1706","Musto","Raphael","Democratic","Pennsylvania","M001123",NA
"1707","Myers","Gary A.","Republican","Pennsylvania","M001128",NA
"1708","Myers","John T.","Republican","Indiana","M001130",NA
"1709","Myers","Michael O.","Democratic","Pennsylvania","M001132",NA
"1710","Myrick","Sue Wilkins","Republican","North Carolina","M001134",NA
"1711","Nadler","Jerrold","Democratic","New York","N000002",NA
"1712","Nagle","Dave R","Democratic","Iowa","	N000003",NA
"1713","Napier","John L.","Republican","South Carolina","N000005",NA
"1714","Napolitano","Grace F.","Democratic","California","N000179",NA
"1715","Natcher","William H.","Democratic","Kentucky","N000009",NA
"1716","Neal","Richard E.","Democratic","Massachusetts","N000015",NA
"1717","Neal","Stephen L.","Democratic","North Carolina","N000016",NA
"1718","Nedzi","Lucien N.","Democratic","Michigan","N000019",NA
"1719","Negrete McLeod","Gloria","Democratic","California","N000187",NA
"1720","Neguse","Joe","Democratic","Colorado","N000191",NA
"1721","Nehls","Troy E.","Republican","Texas","N000026",NA
"1722","Nelligan","James L.","Republican","Pennsylvania","N000027",NA
"1723","Nelsen","Ancher","Republican","Minnesota","N000028",NA
"1724","Nelson","Ben","Democratic","Nebraska","N000180",NA
"1725","Nelson","Bill","Democratic","Florida","N000032",NA
"1726","Nelson","Gaylord","Democratic","Wisconsin","N000033",NA
"1727","Nethercutt","George R.","Republican","Washington","	N000051","Jr."
"1728","Neugebauer","Randy","Republican","Texas","N000182",NA
"1729","Neumann","Mark W.","Republican","Wisconsin","N000054",NA
"1730","Newhouse","Dan","Republican","Washington","N000189",NA
"1731","Newman","Marie","Democratic","Illinois","N000192",NA
"1732","Ney","Robert W.","Republican","Ohio","N000081",NA
"1733","Nichols","Bill","Democratic","Alabama","N000095",NA
"1734","Nichols","Dick","Republican","Kansas","N000094",NA
"1735","Nickel","Wiley","Democratic","North Carolina","N000194",NA
"1736","Nickles","Don","Republican","Oklahoma","N000102",NA
"1737","Nielson","Howard C.","Republican","Utah","N000106",NA
"1738","Nix","Robert N. C.","Democratic","Pennsylvania","N000113",NA
"1739","Noem","Kristi L.","Republican","South Dakota","N000184",NA
"1740","Nolan","Richard M.","Democratic","Minnesota","N000127",NA
"1741","Norcross","Donald","Democratic","New Jersey","N000188",NA
"1742","Norman","Ralph","Republican","South Carolina","N000190",NA
"1743","Northup","Anne M.","Republican","Kentucky","N000143",NA
"1744","Norton","Eleanor Holmes","Democratic","District of Columbia","N000147",NA
"1745","Norwood","Charles W.","Republican","Georgia","N000159",NA
"1746","Nowak","Henry","Democratic","New York","N000163",NA
"1747","Nugent","Richard B.","Republican","Florida","N000185",NA
"1748","Nunes","Devin","Republican","California","N000181",NA
"1749","Nunn","Sam","Democratic","Georgia","N000171",NA
"1750","Nunn","Zachary","Republican","Iowa","N000193",NA
"1751","Nunnelee","Alan","Republican","Mississippi","N000186",NA
"1752","Nussle","Jim","Republican","Iowa","N000172",NA
"1753","Nye","Glenn C.","Democratic","Virginia","N000183",NA
"1754","O'Brien","George M.","Republican","Illinois","O000010",NA
"1755","O'Halleran","Tom","Democratic","Arizona","O000171",NA
"1756","O'Hara","James G.","Democratic","Michigan","O000055",NA
"1757","O'Neill","Thomas P.","Democratic","Massachusetts","	O000098","Jr."
"1758","O'Rourke","Beto","Democratic","Texas","O000170",NA
"1759","Oakar","Mary Rose","Democratic","Ohio","O000001",NA
"1760","Obama","Barack","Democratic","Illinois","O000167",NA
"1761","Obernolte","Jay","Republican","California","O000019",NA
"1762","Oberstar","James L.","Democratic","Minnesota","O000006",NA
"1763","Obey","David R.","Democratic","Wisconsin","O000007",NA
"1764","Ocasi","Cortez","Democratic","New York","	O000172","Alexandria"
"1765","Ogles","Andrew","Republican","Tennessee","O000175",NA
"1766","Olin","James R.","Democratic","Virginia","O000069",NA
"1767","Olson","Pete","Republican","Texas","O000168",NA
"1768","Olver","John W.","Democratic","Massachusetts","O000085",NA
"1769","Omar","Ilhan","Democratic","Minnesota","O000173",NA
"1770","Ortiz","Solomon P.","Democratic","Texas","O000107",NA
"1771","Orton","Bill","Democratic","Utah","O000108",NA
"1772","Osborne","Tom","Republican","Nebraska","O000165",NA
"1773","Ose","Doug","Republican","California","O000164",NA
"1774","Ossoff","Jon","Democratic","Georgia","O000174",NA
"1775","Otter","C. L.","Republican"," Idaho","	O000166","Butch"
"1776","Ottinger","Richard L.","Democratic","New York","O000134",NA
"1777","Owens","Burgess","Republican","Utah","O000086",NA
"1778","Owens","Major R.","Democratic","New York","O000159",NA
"1779","Owens","Wayne","Democratic","Utah","O000156",NA
"1780","Owens","William L.","Democratic","New York","O000169",NA
"1781","Oxley","Michael G.","Republican","Ohio","O000163",NA
"1782","Packard","Ron","Republican","California","P000005",NA
"1783","Packwood","Bob","Republican","Oregon","P000009",NA
"1784","Padilla","Alex","Democratic","California","P000145",NA
"1785","Palazzo","Steven M.","Republican","Mississippi","P000601",NA
"1786","Pallone","Frank","Democratic","New Jersey","P000034",NA
"1787","Palmer","Gary J.","Republican","Alabama","P000609",NA
"1788","Panetta","Jimmy","Democratic","California","P000613",NA
"1789","Panetta","Leon","Democratic","California","P000047",NA
"1790","Pappas","Chris","Democratic","New Hampshire","P000614",NA
"1791","Pappas","Michael","Republican","New Jersey","P000049",NA
"1792","Parker","Mike","Republican","Mississippi","P000066",NA
"1793","Parris","Stanford E.","Republican"," Virginia","	P000080","Stan"
"1794","Pascrell","Bill","Democratic","New Jersey","P000096",NA
"1795","Pashayan","Charles","Republican","California","	P000097","Jr."
"1796","Passman","Otto E.","Democratic","Louisiana","P000098",NA
"1797","Pastor","Ed","Democratic","Arizona","P000099",NA
"1798","Pastore","John O.","Democratic","Rhode Island","P000100",NA
"1799","Patman","William N.","Democratic","Texas","P000104",NA
"1800","Patman","Wright","Democratic","Texas","P000103",NA
"1801","Patten","Edward J.","Democratic","New Jersey","P000106",NA
"1802","Patterson","Elizabeth","Democratic","South Carolina","P000112",NA
"1803","Patterson","Jerry M.","Democratic","California","P000121",NA
"1804","Pattison","Edward W.","Democratic","New York","P000134",NA
"1805","Paul","Rand","Republican","Kentucky","P000603",NA
"1806","Paul","Ron","Republican","Texas","P000583",NA
"1807","Paulsen","Erik","Republican","Minnesota","P000594",NA
"1808","Paxon","Bill","Republican","New York","P000148",NA
"1809","Payne","Donald M.","Democratic","New Jersey","P000604",NA
"1810","Payne","Lewis F.","Democratic","Virginia","	P000152","Jr."
"1811","Pearce","Stevan","Republican","New Mexico","P000588",NA
"1812","Pearson","James B.","Republican","Kansas","P000166",NA
"1813","Pease","Donald J.","Democratic","Ohio","P000170",NA
"1814","Pease","Edward A.","Republican","Indiana","P000171",NA
"1815","Pell","Claiborne","Democratic","Rhode Island","P000193",NA
"1816","Pelosi","Nancy","Democratic","California","P000197",NA
"1817","Peltola","Mary Sattler","Democratic","Alaska","P000619",NA
"1818","Pence","Greg","Republican","Indiana","P000615",NA
"1819","Pence","Mike","Republican","Indiana","P000587",NA
"1820","Penny","Timothy J.","Democratic","Minnesota","P000215",NA
"1821","Pepper","Claude","Democratic","Florida","P000218",NA
"1822","Percy","Charles H.","Republican","Illinois","P000222",NA
"1823","Perdue","David","Republican","Georgia","P000612",NA
"1824","Perez","Marie Gluesenkamp","Democratic","Washington","G000600",NA
"1825","Perkins","Carl C.","Democratic","Kentucky","P000229",NA
"1826","Perkins","Carl Dewey","Democratic","Kentucky","P000230",NA
"1827","Perlmutter","Ed","Democratic","Colorado","P000593",NA
"1828","Perriello","Thomas S.P.","Democratic","Virginia","P000600",NA
"1829","Perry","Scott","Republican","Pennsylvania","P000605",NA
"1830","Peters","Gary C.","Democratic","Michigan","P000595",NA
"1831","Peters","Scott H.","Democratic","California","P000608",NA
"1832","Peterson","Collin C.","Democratic","Minnesota","P000258",NA
"1833","Peterson","Douglas","Democratic"," Florida","	P000259","Pete"
"1834","Peterson","John E.","Republican","Pennsylvania","P000263",NA
"1835","Petri","Thomas E.","Republican","Wisconsin","P000265",NA
"1836","Pettersen","Brittany","Democratic","Colorado","P000620",NA
"1837","Pettis","Jerry L.","Republican","California","P000272",NA
"1838","Pettis","Shirley N.","Republican","California","P000273",NA
